name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
都会轩 实验学区 精装一居 黄金楼层 私产过2 大产权,单价59723元/平米,430,| 1室1厅 | 72平米 | 西北 | 精装,低楼层(共49层)  2012年建板楼  -,
新华路 1室1厅 200万,单价52632元/平米,200,| 1室1厅 | 38平米 | 东 南 | 其他,高楼层(共6层)  1990年建板楼  -,
诚基经贸中心 1室0厅 120万,单价19673元/平米,120,| 1室0厅 | 61平米 | 北 | 其他,高楼层(共50层)  2008年建塔楼  -,
林泉里 南北通透两室 鞍山道学区房 采光好,单价48693元/平米,190,| 2室1厅 | 39.02平米 | 南 北 | 简装,高楼层(共4层)  1980年建板楼  -,
老树德里  近地铁  学区房  地点好,单价41464元/平米,170,| 1室1厅 | 41平米 | 东 | 其他,低楼层(共2层)  1988年建板楼  -,
何兴里 独厨 西康路学片 临近医科大学,单价27273元/平米,60,| 1室0厅 | 22平米 | 西南 | 简装,中楼层(共5层)  1980年建板楼  -,
紫阳里 中间楼层  视野好 精装修  配套完善,单价27174元/平米,125,| 1室1厅 | 46平米 | 南 | 精装,中楼层(共15层)  2015年建塔楼  -,
格普澜轩 1室1厅 280万,单价52751元/平米,280,| 1室1厅 | 53.08平米 | 南 | 其他,中楼层(共23层)  1996年建板楼  -,
金泉里 2室0厅 298万,单价55879元/平米,298,| 2室0厅 | 53.33平米 | 南 北 | 其他,中楼层(共6层)  1987年建板楼  -,
金茂广场 1室0厅 115万,单价19528元/平米,115,| 1室0厅 | 58.89平米 | 西 | 其他,低楼层(共46层)  1990年建板楼  -,
都会轩 1室1厅 466万,单价64930元/平米,466,| 1室1厅 | 71.77平米 | 东南 | 其他,中楼层(共57层)  2012年建板楼  -,
诚基经贸中心 视野好 面积大 耀华学片,单价36047元/平米,310,| 2室1厅 | 86平米 | 西 北 | 其他,中楼层(共33层)  2008年建塔楼  -,
世升花园 拆间 交通便利 低楼层,单价69663元/平米,248,| 2室1厅 | 35.6平米 | 南 | 其他,低楼层(共16层)  2000年建板楼  -,
瑞景名郡 精装小跃层出售  私产过2年,单价32889元/平米,165,| 2室1厅 | 50.17平米 | 西 | 其他,中楼层(共17层)  2012年建塔楼  -,
忠信里 配套完善 采光充足 交通便利,单价32619元/平米,140,| 2室1厅 | 42.92平米 | 东 | 其他,中楼层(共8层)  1996年建板楼  -,
天新里 阳面一居室 无遮挡 采光好 户型方正,单价30304元/平米,168,| 1室1厅 | 55.44平米 | 南 | 精装,高楼层(共7层)  1985年建板楼  -,
诚基中心 89平复式简装房 银角采光好,单价36909元/平米,330,| 2室2厅 | 89.41平米 | 西南 | 简装,高楼层(共33层)  2008年建塔楼  -,
福林里小区 可自住 黄金楼层 任意装修,单价26087元/平米,240,| 4室0厅 | 92平米 | 南 | 其他,低楼层(共11层)  1996年建板楼  -,
营口道73号 2室1厅 98万,单价26588元/平米,98,| 2室1厅 | 36.86平米 | 西 | 其他,中楼层(共5层)  板楼  -,
诚基经贸中心 1室1厅 138万,单价23000元/平米,138,| 1室1厅 | 60平米 | 北 | 其他,中楼层(共50层)  2008年建塔楼  -,
新文化花园新丽居 3室2厅 420万,单价28874元/平米,420,| 3室2厅 | 145.46平米 | 东 西 北 | 其他,低楼层(共24层)  2005年建板楼  -,
睦和里 2室0厅 152万,单价45145元/平米,152,| 2室0厅 | 33.67平米 | 南 北 | 其他,高楼层(共5层)  1985年建板楼  -,
佳怡公寓 1室0厅 165万,单价20977元/平米,165,| 1室0厅 | 78.66平米 | 南 西 | 其他,中楼层(共15层)  2004年建塔楼  -,
建津里 2室1厅 315万,单价39228元/平米,315,| 2室1厅 | 80.3平米 | 南 | 其他,低楼层(共6层)  1997年建板楼  -,
瑞景名郡 2室1厅 180万,单价37816元/平米,180,| 2室1厅 | 47.6平米 | 西 | 其他,中楼层(共18层)  2012年建塔楼  -,
云琅大厦 1室0厅 200万,单价16003元/平米,200,| 1室0厅 | 124.98平米 | 东 | 其他,中楼层(共13层)  板楼  -,
诚基经贸中心 2室2厅 300万,单价44118元/平米,300,| 2室2厅 | 68平米 | 北 | 其他,中楼层(共33层)  2008年建塔楼  -,
多伦道 2室0厅 170万,单价33334元/平米,170,| 2室0厅 | 51平米 | 南 | 其他,低楼层(共2层)    -,
新华大厦 2室2厅 430万,单价33859元/平米,430,| 2室2厅 | 127平米 | 南 | 其他,高楼层(共25层)  1998年建塔楼  -,
新河里 4室1厅 390万,单价39000元/平米,390,| 4室1厅 | 100平米 | 南 | 其他,中楼层(共5层)  1989年建板楼  -,
乐昌里 2室1厅 230万,单价44121元/平米,230,| 2室1厅 | 52.13平米 | 南 | 其他,中楼层(共6层)  1985年建板楼  -,
华胜村 2室1厅 350万,单价60345元/平米,350,| 2室1厅 | 58平米 | 东南 | 其他,中楼层(共6层)  1985年建板楼  -,
新文化花园新秀居 采光好 格局方正！,单价55814元/平米,480,| 2室1厅 | 86平米 | 东南 | 其他,中楼层(共17层)  2005年建板楼  -,
和平时光 3室1厅 680万,单价50067元/平米,680,| 3室1厅 | 135.82平米 | 南 西南 | 其他,低楼层(共31层)  2013年建板楼  -,
合作里 1室0厅 95万,单价52778元/平米,95,| 1室0厅 | 18平米 | 西北 | 其他,中楼层(共4层)  板楼  -,
团圆里 1室1厅 150万,单价68182元/平米,150,| 1室1厅 | 22平米 | 东 | 其他,低楼层(共3层)  1984年建板楼  -,
诚基经贸中心 2室2厅 280万,单价41177元/平米,280,| 2室2厅 | 68平米 | 南 | 其他,高楼层(共33层)  2008年建塔楼  -,
香榭里 1室1厅 150万,单价27115元/平米,150,| 1室1厅 | 55.32平米 | 东 | 精装,高楼层(共7层)  1997年建板楼  -,
银凤里 1室1厅 260万,单价72243元/平米,260,| 1室1厅 | 35.99平米 | 西 | 其他,中楼层(共6层)  1982年建板楼  -,
忠信里 2室1厅 130万,单价23340元/平米,130,| 2室1厅 | 55.7平米 | 东 西 | 其他,中楼层(共8层)  1996年建板楼  -,
万全道 1室0厅 88万,单价70570元/平米,88,| 1室0厅 | 12.47平米 | 西 | 其他,低楼层(共3层)  1996年建板楼  -,
重庆道 8室3厅 5000万,单价166667元/平米,5000,| 8室3厅 | 300平米 | 南 北 | 其他,低楼层(共3层)  1990年建  -,
成都道 1室0厅 100万,单价62973元/平米,100,| 1室0厅 | 15.88平米 | 东 | 其他,低楼层(共1层)  平房  -,
山东路 2室1厅 145万,单价29000元/平米,145,| 2室1厅 | 50平米 | 东 西 | 其他,中楼层(共5层)  板楼  -,
金伦公寓 3室1厅 445万,单价32963元/平米,445,| 3室1厅 | 135平米 | 南 北 | 其他,高楼层(共6层)  1997年建板楼  -,
春荣里 1室1厅 198万,单价56572元/平米,198,| 1室1厅 | 35平米 | 南 | 其他,低楼层(共6层)  1983年建板楼  -,
文善里 1室0厅 95万,单价52256元/平米,95,| 1室0厅 | 18.18平米 | 南 北 | 其他,中楼层(共5层)  1979年建板楼  -,
诚基经贸中心 1室1厅 240万,单价40000元/平米,240,| 1室1厅 | 60平米 | 南 | 其他,低楼层(共50层)  2008年建塔楼  -,
文化村 2室1厅 180万,单价57143元/平米,180,| 2室1厅 | 31.5平米 | 南 北 | 其他,中楼层(共6层)  1980年建板楼  -,
诚基经贸中心 1室1厅 150万,单价25000元/平米,150,| 1室1厅 | 60平米 | 南 | 其他,中楼层(共50层)  2008年建塔楼  -,
世昌里 1室1厅 260万,单价65000元/平米,260,| 1室1厅 | 40平米 | 东北 | 其他,中楼层(共7层)  板楼  -,
建设路 2室1厅 270万,单价50000元/平米,270,| 2室1厅 | 54平米 | 北 | 其他,高楼层(共6层)  1994年建板楼  -,
华荫南里 1室1厅 300万,单价75000元/平米,300,| 1室1厅 | 40平米 | 南 | 其他,中楼层(共5层)  1996年建板楼  -,
君隆广场 1室1厅 205万,单价27334元/平米,205,| 1室1厅 | 75平米 | 北 | 其他,高楼层(共38层)  2009年建塔楼  -,
滨府里 哈密道小学 阳面  落户居家选择,单价35873元/平米,170,| 1室1厅 | 47.39平米 | 南 | 其他,高楼层(共7层)  1990年建板楼  -,
吉利花园 2室1厅 420万,单价51968元/平米,420,| 2室1厅 | 80.82平米 | 西 | 其他,中楼层(共32层)  2002年建板楼  -,
兴隆南里 1室0厅 135万,单价61364元/平米,135,| 1室0厅 | 22平米 | 南 | 其他,高楼层(共5层)  1978年建板楼  -,
唐山道 3室1厅 315万,单价39975元/平米,315,| 3室1厅 | 78.8平米 | 东 西 | 其他,高楼层(共6层)    -,
和平时光 3室1厅 680万,单价50067元/平米,680,| 3室1厅 | 135.82平米 | 南 西南 | 其他,低楼层(共31层)  2013年建板楼  -,
华胜村 2室1厅 350万,单价60345元/平米,350,| 2室1厅 | 58平米 | 东南 | 其他,中楼层(共6层)  1985年建板楼  -,
诚基经贸中心 3室1厅 260万,单价38236元/平米,260,| 3室1厅 | 68平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
诚基经贸中心 2室2厅 240万,单价17648元/平米,240,| 2室2厅 | 136平米 | 南 北 | 其他,中楼层(共34层)  2008年建塔楼  -,
环球金融中心津塔公寓 1室0厅 260万,单价44068元/平米,260,| 1室0厅 | 59平米 | 南 | 其他,低楼层(共30层)  2010年建塔楼  -,
荣庆园 3室2厅 699万,单价55040元/平米,699,| 3室2厅 | 127平米 | 南 北 | 精装,中楼层(共30层)  2008年建塔楼  -,
荣庆园 3室2厅 765万,单价60237元/平米,765,| 3室2厅 | 127平米 | 东南 | 其他,中楼层(共30层)  2008年建塔楼  -,
庆有西里 1室1厅 190万,单价46365元/平米,190,| 1室1厅 | 40.98平米 | 东 | 其他,高楼层(共7层)  1997年建板楼  -,
卫华里 视野开阔 周边配套齐全 交通方便,单价41667元/平米,250,| 2室1厅 | 60平米 | 东 西 | 其他,高楼层(共6层)  板楼  -,
佳怡公寓 1室0厅 165万,单价20977元/平米,165,| 1室0厅 | 78.66平米 | 南 西 | 其他,中楼层(共15层)  2004年建塔楼  -,
河北路 1室1厅 200万,单价54055元/平米,200,| 1室1厅 | 37平米 | 西 | 其他,低楼层(共6层)  1993年建板楼  -,
合作里 1室0厅 95万,单价52778元/平米,95,| 1室0厅 | 18平米 | 西北 | 其他,中楼层(共4层)  板楼  -,
兴河里 1室1厅 135万,单价41539元/平米,135,| 1室1厅 | 32.5平米 | 南 | 其他,高楼层(共6层)  板楼  -,
三乐里 3室1厅 305万,单价32447元/平米,305,| 3室1厅 | 94平米 | 东北 | 精装,低楼层(共24层)  1998年建板楼  -,
金融街融御 3室2厅 1730万,单价100000元/平米,1730,| 3室2厅 | 173平米 | 南 北 | 其他,低楼层(共48层)  2015年建板楼  -,
万全学区 新福方里 房型好 诚意出售,单价44615元/平米,256,| 1室1厅 | 57.38平米 | 东 西 | 其他,中楼层(共7层)  1998年建板楼  -,
新津里 2室1厅 260万,单价51886元/平米,260,| 2室1厅 | 50.11平米 | 东 | 精装,高楼层(共5层)  1985年建板楼  -,
京海公寓 4室2厅 660万,单价33459元/平米,660,| 4室2厅 | 197.26平米 | 南 北 | 其他,中楼层(共12层)  1998年建板楼  -,
文化村 2室1厅 125万,单价26710元/平米,125,| 2室1厅 | 46.8平米 | 南 | 其他,高楼层(共5层)  1980年建板楼  -,
新华路 1室0厅 80万,单价50000元/平米,80,| 1室0厅 | 16平米 | 南 | 其他,低楼层(共3层)  板楼  -,
湯臣津湾一品 2室1厅 1000万,单价70657元/平米,1000,| 2室1厅 | 141.53平米 | 南 | 其他,中楼层(共25层)  2015年建板楼  -,
新汇华庭 1室1厅 185万,单价30328元/平米,185,| 1室1厅 | 61平米 | 南 | 其他,高楼层(共28层)  塔楼  -,
电台道 1室1厅 215万,单价71667元/平米,215,| 1室1厅 | 30平米 | 南 北 | 其他,低楼层(共6层)  1980年建板楼  -,
瑞竹大厦 2室2厅 145万,单价31325元/平米,145,| 2室2厅 | 46.29平米 | 北 | 其他,高楼层(共19层)  1990年建塔楼  -,
环球金融中心津塔公寓 1室0厅 320万,单价40000元/平米,320,| 1室0厅 | 80平米 | 东北 | 其他,中楼层(共30层)  2010年建塔楼  -,
甘肃路(和平) 2室1厅 235万,单价66179元/平米,235,| 2室1厅 | 35.51平米 | 西南 | 其他,中楼层(共4层)    -,
电台道 2室1厅 180万,单价30509元/平米,180,| 2室1厅 | 59平米 | 东 西 | 其他,高楼层(共6层)  1980年建板楼  -,
保定道29号，直管公产，地理位置优越，周边安静,单价89584元/平米,215,| 1室0厅 | 24平米 | 东 | 其他,低楼层(共5层)  板楼  -,
鞍山道168号社区 1室1厅 90万,单价44666元/平米,90,| 1室1厅 | 20.15平米 | 南 | 其他,中楼层(共5层)  1991年建板楼  -,
睦南道 1室1厅 155万,单价51667元/平米,155,| 1室1厅 | 30平米 | 南 北 | 其他,低楼层(共3层)  板楼  -,
诚基经贸中心 2室2厅 319万,单价46306元/平米,319,| 2室2厅 | 68.89平米 | 北 | 其他,高楼层(共34层)  2008年建塔楼  -,
吉利花园 1室1厅 305万,单价47657元/平米,305,| 1室1厅 | 64平米 | 南 | 其他,高楼层(共32层)  2002年建板楼  -,
卫华里 1室0厅 65万,单价32500元/平米,65,| 1室0厅 | 20平米 | 东 | 其他,中楼层(共6层)  1988年建板楼  -,
新汇华庭 1室0厅 160万,单价27119元/平米,160,| 1室0厅 | 59平米 | 南 | 其他,高楼层(共28层)  塔楼  -,
长沙路 2室1厅 310万,单价44286元/平米,310,| 2室1厅 | 70平米 | 东南 | 其他,低楼层(共3层)  1986年建板楼  -,
泰安道五大院 2室2厅 1600万,单价64517元/平米,1600,| 2室2厅 | 248平米 | 南 北 | 其他,中楼层(共9层)  2012年建板塔结合  -,
城基中心 次阳面房 精装修 耀华学片,单价25000元/平米,150,| 1室0厅 | 60平米 | 南 | 其他,低楼层(共50层)  2008年建塔楼  -,
诚基经贸中心 2室2厅 280万,单价41177元/平米,280,| 2室2厅 | 68平米 | 南 | 其他,低楼层(共33层)  2008年建塔楼  -,
诚基经贸中心 1室1厅 238万,单价39667元/平米,238,| 1室1厅 | 60平米 | 南 | 其他,高楼层(共50层)  2008年建塔楼  -,
气象台路 可做底商 企业产 采光好 户型方正,单价65809元/平米,358,| 2室1厅 | 54.4平米 | 东 西 | 其他,低楼层(共6层)  1984年建板楼  -,
诚基经贸中心 1室0厅 140万,单价23420元/平米,140,| 1室0厅 | 59.78平米 | 南 | 简装,高楼层(共50层)  2008年建塔楼  -,
保利金香槟 1室0厅 255万,单价39757元/平米,255,| 1室0厅 | 64.14平米 | 东 南 | 精装,低楼层(共24层)  2012年建板楼  -,
怀远里 2室0厅 200万,单价63172元/平米,200,| 2室0厅 | 31.66平米 | 北 | 精装,低楼层(共6层)  1993年建板楼  -,
襄阳道 2室0厅 230万,单价46000元/平米,230,| 2室0厅 | 50平米 | 南 | 其他,低楼层(共3层)  1987年建板楼  -,
诚基经贸中心 2室2厅 230万,单价33824元/平米,230,| 2室2厅 | 68平米 | 南 | 其他,高楼层(共33层)  2008年建塔楼  -,
都会轩 2室1厅 531万,单价60341元/平米,531,| 2室1厅 | 88平米 | 东北 | 其他,中楼层(共49层)  2012年建板楼  -,
光华巷 2室1厅 320万,单价46709元/平米,320,| 2室1厅 | 68.51平米 | 东南 | 其他,中楼层(共7层)  1990年建板楼  -,
大连道（和平） 2室1厅 260万,单价51793元/平米,260,| 2室1厅 | 50.2平米 | 南 | 其他,高楼层(共6层)  1990年建板楼  -,
睦和里 1室0厅 96万,单价30968元/平米,96,| 1室0厅 | 31平米 | 南 北 | 其他,中楼层(共5层)  1985年建板楼  -,
诚基经贸中心 3室1厅 200万,单价41667元/平米,200,| 3室1厅 | 48平米 | 北 | 其他,中楼层(共34层)  2008年建塔楼  -,
新福方里  万全学片 商品房 电梯房 有露台,单价37838元/平米,560,| 2室2厅 | 148平米 | 南 北 | 精装,高楼层(共17层)  1998年建板楼  -,
福林里 2室1厅 280万,单价46213元/平米,280,| 2室1厅 | 60.59平米 | 南 北 | 简装,中楼层(共11层)  1996年建板楼  -,
乐民里 2室0厅 79万,单价74179元/平米,79,| 2室0厅 | 10.65平米 | 西南 | 简装,低楼层(共1层)  板楼  -,
树德楼 1室0厅 160万,单价47254元/平米,160,| 1室0厅 | 33.86平米 | 东北 | 简装,中楼层(共5层)  1988年建板楼  -,
四箴北里 鞍山道学区房 黄金楼层 中心地段,单价56877元/平米,220,| 1室1厅 | 38.68平米 | 东北 | 其他,低楼层(共6层)  1994年建板楼  -,
南市蓉芳里  万全学区  阳面独单  私产配合过两年,单价51064元/平米,240,| 1室1厅 | 47平米 | 南 | 其他,高楼层(共7层)  1998年建板楼  -,
康达公寓 精装修 家具家电全送 没有出租过 东南金角,单价44445元/平米,520,| 2室1厅 | 117平米 | 南 北 | 其他,高楼层(共15层)  1999年建板塔结合  -,
环球金融中心津塔公寓 1室0厅 290万,单价36640元/平米,290,| 1室0厅 | 79.15平米 | 东北 | 其他,中楼层(共30层)  2010年建塔楼  -,
襄阳道 1室0厅 220万,单价81482元/平米,220,| 1室0厅 | 27平米 | 南 北 | 其他,高楼层(共6层)  1987年建板楼  -,
诚基经贸中心 2室2厅 230万,单价33824元/平米,230,| 2室2厅 | 68平米 | 北 | 其他,中楼层(共34层)  2008年建塔楼  -,
朗文名邸 1室1厅 450万,单价59211元/平米,450,| 1室1厅 | 76平米 | 西南 | 其他,中楼层(共30层)  2011年建板楼  -,
银凤里 2室1厅 320万,单价74419元/平米,320,| 2室1厅 | 43平米 | 南 北 | 其他,低楼层(共6层)  1982年建板楼  -,
宜昌南里 1室1厅 105万,单价23864元/平米,105,| 1室1厅 | 44平米 | 东 西 | 其他,中楼层(共7层)  2000年建板楼  -,
天新里 1室1厅 150万,单价42858元/平米,150,| 1室1厅 | 35平米 | 东 | 其他,高楼层(共7层)  1985年建板楼  -,
鞍山道168号社区 2室1厅 240万,单价53334元/平米,240,| 2室1厅 | 45平米 | 南 | 其他,中楼层(共5层)  1991年建板楼  -,
湯臣津湾一品 中间楼层 采光好视野开阔 诚意出售,单价46667元/平米,560,| 2室1厅 | 120平米 | 西北 | 其他,中楼层(共57层)  2015年建板楼  -,
私产过两年，学区片，临近地铁，南北向，周边配套齐全,单价44619元/平米,245,| 2室1厅 | 54.91平米 | 东 西 | 其他,中楼层(共6层)  1989年建板楼  -,
南京路 君隆广场 高档小区 交通便利,单价24145元/平米,180,| 1室1厅 | 74.55平米 | 北 | 其他,高楼层(共38层)  2009年建塔楼  -,
天新北里 交通便利 视野开阔 周边配套齐全,单价30813元/平米,130,| 2室1厅 | 42.19平米 | 东 西 | 其他,高楼层(共7层)  1997年建板楼  -,
香榭里 商品房 改善大四室 小砖楼 南北通透,单价32829元/平米,650,| 4室2厅 | 198平米 | 南 北 | 精装,低楼层(共7层)  1997年建板楼  -,
新雅居 万全道学区 黄金楼层 南北通透,单价38927元/平米,750,| 3室2厅 | 192.67平米 | 南 北 | 其他,高楼层(共15层)  2001年建板楼  -,
瑞竹大厦 楼龄新 复式结构 精装两室 带电梯,单价27933元/平米,140,| 2室1厅 | 50.12平米 | 西北 | 其他,高楼层(共19层)  1990年建塔楼  -,
