name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
海珠半岛 东南向 保养很好 安静不吵,单价32521元/平米,400,| 3室2厅 | 123平米 | 东南 | 精装,低楼层(共42层)  2006年建塔楼  -,
新怡苑 电梯三房 交通便利 业主诚信放卖,单价17959元/平米,155,| 2室2厅 | 86.31平米 | 南 | 毛坯,中楼层(共11层)  2002年建塔楼  -,
金碧花园 安静舒适 实用温馨,单价25000元/平米,170,| 2室1厅 | 68平米 | 南 | 其他,高楼层(共15层)  2000年建塔楼  -,
江南翠菊园 温馨二房 邻近地铁,单价29862元/平米,215,| 2室1厅 | 72平米 | 南 | 精装,低楼层(共12层)  2003年建塔楼  -,
实用温馨单位 配套完善,单价18940元/平米,125,| 2室1厅 | 66平米 | 南 | 其他,中楼层(共9层)  2005年建塔楼  -,
南景园 带精装修 户型方正 通风采光好,单价30264元/平米,230,| 2室1厅 | 76平米 | 北 | 简装,中楼层(共12层)  2001年建塔楼  -,
实用两房 业主诚意出售,单价30338元/平米,270,| 2室2厅 | 89平米 | 西南 | 其他,中楼层(共9层)  1997年建塔楼  -,
地铁上盖正规一房一厅,单价17858元/平米,75,| 1室1厅 | 42平米 | 西 | 其他,中楼层(共9层)  2000年建塔楼  -,
实用温馨单位 配套完善,单价32106元/平米,183,| 2室2厅 | 57平米 | 西南 | 其他,中楼层(共22层)  2001年建塔楼  -,
金丰花园 两房一厅 高层单位 南北通透,单价20000元/平米,102,| 2室1厅 | 51平米 | 西 | 其他,中楼层(共9层)  2000年建塔楼  -,
森语星园 东向两房 住家装修 高层采光好,单价24807元/平米,160,| 2室2厅 | 64.5平米 | 东 | 其他,高楼层(共19层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价22798元/平米,208,| 3室2厅 | 91.24平米 | 东北 | 简装,低楼层(共27层)  1995年建塔楼  -,
益鹏翠苑 电梯两房 北向安静望花园,单价22540元/平米,142,| 2室2厅 | 63平米 | 北 | 简装,低楼层(共16层)  2003年建塔楼  -,
心江南 方正两居 通风非常好，南北通透,单价23944元/平米,170,| 2室2厅 | 71平米 | 南 | 其他,中楼层(共30层)  2009年建塔楼  -,
富景花园 中大地铁上,单价25243元/平米,260,| 3室2厅 | 103平米 | 北 | 简装,低楼层(共32层)  2003年建塔楼  -,
实用3房 南北对流 光线一流,单价34711元/平米,420,| 3室2厅 | 121平米 | 北 | 精装,中楼层(共15层)  2002年建塔楼  -,
仁厚直街 方正两房 省级学位,单价17937元/平米,113,| 2室1厅 | 63平米 | 东南 | 简装,中楼层(共8层)  塔楼  -,
金丰花园 电梯房 户型方正 看房方便,单价25000元/平米,320,| 5室2厅 | 128平米 | 南 | 简装,中楼层(共12层)  2000年建塔楼  -,
鸣翠花园 温馨舒适三房 小区环境优美安全,单价22755元/平米,190,| 3室1厅 | 83.5平米 | 北 | 其他,低楼层(共6层)  2002年建塔楼  -,
晓港湾 东向三房 户型方正 明厨明厕,单价15958元/平米,150,| 3室2厅 | 94平米 | 东 | 简装,高楼层(共9层)  1999年建塔楼  -,
聚德花园 大型成熟小区 完美户型 总价低,单价14865元/平米,110,| 2室2厅 | 74平米 | 东北 | 其他,高楼层(共9层)  1995年建塔楼  -,
地铁上盖 电梯楼两房 总价低 投资适宜,单价21429元/平米,135,| 2室2厅 | 63平米 | 北 | 其他,中楼层(共16层)  2003年建塔楼  -,
金碧花园 南向 厅直出阳台 温馨三房,单价26000元/平米,310.96,| 3室2厅 | 119.6平米 | 南 | 简装,高楼层(共22层)  2000年建塔楼  -,
南向中层 南园大街 精装三房 万松园学位,单价23125元/平米,185,| 3室2厅 | 80平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
和辉花园 证过两年 温馨舒适 采光一流,单价20000元/平米,200,| 3室1厅 | 100平米 | 南 | 简装,低楼层(共12层)  1999年建塔楼  -,
南洲花苑 市中心房 交通方便 超大两房,单价16848元/平米,155,| 3室2厅 | 92平米 | 南 | 精装,中楼层(共9层)  1993年建塔楼  -,
保利红棉 实用三房 采光通风好,单价18631元/平米,136,| 3室2厅 | 73平米 | 南 | 精装,高楼层(共9层)  1997年建塔楼  -,
嘉仕花园 望江大一房 投资自住,单价37932元/平米,220,| 1室1厅 | 58平米 | 东北 | 精装,低楼层(共33层)  2006年建塔楼  -,
雅景苑 方正两房 证过五年,单价25798元/平米,178,| 2室1厅 | 69平米 | 南 | 简装,中楼层(共9层)  2002年建塔楼  -,
罗马家园 高楼层大三房 业主诚意放卖,单价26357元/平米,340,| 3室2厅 | 129平米 | 南 | 其他,高楼层(共18层)  2007年建塔楼  -,
保利红棉花园 稀有南向三房 装修保养新,单价21786元/平米,183,| 3室1厅 | 84平米 | 东南 | 精装,低楼层(共9层)  1997年建塔楼  -,
实用两房 业主诚意出售,单价16965元/平米,95,| 2室1厅 | 56平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
赤岗苑 中层两房 东南朝向 精装修,单价18413元/平米,116,| 2室1厅 | 63平米 | 东南 | 简装,中楼层(共9层)  1994年建塔楼  -,
信和广场 写字楼 地铁上盖,单价24080元/平米,268,| 3室2厅 | 111.3平米 | 南 | 其他,中楼层(共25层)  2001年建塔楼  -,
实用舒适单位 配套完善,单价19851元/平米,133,| 2室1厅 | 67平米 | 东南 | 其他,高楼层(共8层)  1994年建塔楼  -,
天鹅湾 格局方正 精装修 南北通透修改房,单价33691元/平米,849,| 5室2厅 | 252平米 | 南 | 毛坯,中楼层(共31层)  2006年建塔楼  -,
江南西地铁2号线 紫金大街小区,单价19799元/平米,165,| 3室2厅 | 83.34平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
珠江新岸公寓 1室0厅 130万,单价29546元/平米,130,| 1室0厅 | 44平米 | 西 | 精装,低楼层(共32层)  2009年建塔楼  -,
细岗大面积 四房低楼层 南北对流 少有卖,单价28283元/平米,280,| 4室2厅 | 99平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
力迅时光里 豪装四房 东南靓向 品位奢华,单价39767元/平米,680,| 4室2厅 | 171平米 | 东南 | 精装,低楼层(共32层)  2011年建塔楼  -,
尚东峰景 证过两年 精装2房 居家首选,单价30114元/平米,265,| 2室2厅 | 88平米 | 西北 | 精装,高楼层(共32层)  2012年建塔楼  -,
中山大学 间隔方正 实用安静 南北对流,单价41177元/平米,280,| 3室1厅 | 68平米 | 北 | 简装,低楼层(共5层)  1980年建塔楼  -,
海富花园 复式三房 业主诚意出售,单价20417元/平米,245,| 3室2厅 | 120平米 | 南 | 其他,高楼层(共10层)  2000年建塔楼  -,
南贤大街 精装南向三房 入读名校,单价23585元/平米,250,| 3室1厅 | 106平米 | 南 | 精装,高楼层(共9层)  1997年建塔楼  -,
实用两房 业主诚意出售,单价18868元/平米,100,| 2室1厅 | 53平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
侨雅苑 南向两房 婚房装修 地铁上盖,单价23276元/平米,135,| 2室2厅 | 58平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
官洲南苑 北向望花园舒适四房 超大阳台,单价17280元/平米,216,| 4室2厅 | 125平米 | 北 | 简装,低楼层(共14层)  塔楼  -,
实用三房 业主诚意出售,单价35345元/平米,410,| 3室2厅 | 116平米 | 北 | 其他,低楼层(共31层)  2001年建塔楼  -,
花园小区 高层复试,单价24484元/平米,415,| 4室2厅 | 169.5平米 | 南 | 简装,高楼层(共12层)  2002年建塔楼  -,
紫丹阁 中层三房 临近地铁 证过两年,单价30834元/平米,296,| 3室2厅 | 96平米 | 东北 | 其他,中楼层(共23层)  1998年建塔楼  -,
金碧二期 碧水闲庭 舒适三房,单价22963元/平米,248,| 3室2厅 | 108平米 | 北 | 精装,低楼层(共32层)  2000年建塔楼  -,
富力尚溢居 间隔方正实用 安静舒适,单价34616元/平米,270,| 2室2厅 | 78平米 | 西北 | 其他,中楼层(共34层)  2005年建塔楼  -,
海珠花园 塞纳森晴 过五唯一 省一级学位,单价31197元/平米,365,| 3室2厅 | 117平米 | 西北 | 其他,低楼层(共32层)  2008年建塔楼  -,
明珠花园   精装修  看房方便,单价22728元/平米,250,| 3室2厅 | 110平米 | 东北 | 其他,中楼层(共32层)  1996年建塔楼  -,
南景园 东南四房 带精装修,单价30576元/平米,425,| 5室2厅 | 139平米 | 东南 | 其他,高楼层(共18层)  2001年建塔楼  -,
丽影华庭 客村地铁上盖 电梯两房 精装,单价33109元/平米,245,| 2室1厅 | 74平米 | 北 | 简装,高楼层(共12层)  2002年建塔楼  -,
实用温馨单位 过五年 学位房,单价32639元/平米,235,| 2室2厅 | 72平米 | 西南 | 其他,高楼层(共9层)  2001年建塔楼  -,
逸景翠园 南向三房 视野开阔,单价29584元/平米,355,| 3室2厅 | 120平米 | 南 | 其他,中楼层(共19层)  2002年建塔楼  -,
合生颐景华苑 实用三房 采光一流 望花园,单价26272元/平米,310,| 3室2厅 | 118平米 | 北 | 精装,高楼层(共18层)  2002年建塔楼  -,
金碧花园一期 安静舒适 实用二房,单价23572元/平米,165,| 2室1厅 | 70平米 | 北 | 简装,中楼层(共15层)  2000年建塔楼  -,
满堂红链家 真实房源 金丰花园 厅出阳台,单价18669元/平米,150,| 3室1厅 | 80.35平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
公安宿舍 温馨两房 安静舒适,单价15000元/平米,105,| 2室1厅 | 70平米 | 暂无数据 | 其他,低楼层(共13层)  2000年建塔楼  -,
前进路南园三街 南北对流,单价17535元/平米,128,| 2室1厅 | 73平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
实用三房 临近地铁 采光好,单价24753元/平米,250,| 3室2厅 | 101平米 | 暂无数据 | 其他,高楼层(共30层)  2001年建塔楼  -,
富基广场 精致三房 邻近地铁 配套完善,单价31000元/平米,346.27,| 3室2厅 | 111.7平米 | 北 | 简装,中楼层(共34层)  2005年建塔楼  -,
精致小三房装修保养好 户型方正实用,单价34940元/平米,290,| 3室2厅 | 83平米 | 北 | 简装,高楼层(共21层)  2001年建塔楼  -,
愉景南苑 花园小区 近地铁 人车分流,单价35000元/平米,350,| 3室2厅 | 100平米 | 北 | 其他,低楼层(共19层)  2002年建塔楼  -,
南贤大街 实用大三房 业主诚心出售,单价19765元/平米,168,| 3室2厅 | 85平米 | 东 | 简装,低楼层(共8层)  1997年建塔楼  -,
盈丰华轩 二间房打通 房大厅大 很实用,单价21426元/平米,165,| 2室1厅 | 77.01平米 | 东 | 简装,中楼层(共19层)  2002年建塔楼  -,
使用率超高 全屋全新装修 赠送家私家电,单价24194元/平米,150,| 2室2厅 | 62平米 | 南 | 其他,中楼层(共8层)  1997年建塔楼  -,
远锋大厦南雅名苑 真房源东南靓向 光线足,单价16150元/平米,130,| 2室2厅 | 80.5平米 | 暂无数据 | 简装,高楼层(共9层)  2001年建塔楼  -,
精致三房 南北通透 格局方正,单价20834元/平米,200,| 3室2厅 | 96平米 | 南 | 简装,中楼层(共12层)  1999年建塔楼  -,
金星花园 低层单位 总价低 婚房首选,单价17858元/平米,75,| 2室1厅 | 42平米 | 暂无数据 | 其他,低楼层(共9层)  1998年建塔楼  -,
自由心岸精装复式廉价出售 东南向,单价31579元/平米,420,| 3室2厅 | 133平米 | 东南 | 简装,中楼层(共30层)  2003年建塔楼  -,
海珠花园 塞纳森晴 四房两厅大户型,单价40000元/平米,652,| 5室2厅 | 163平米 | 东南 | 精装,低楼层(共32层)  2008年建塔楼  -,
南园小区 南向两房 临地铁读名校,单价18033元/平米,110,| 2室0厅 | 61平米 | 暂无数据 | 其他,中楼层(共7层)  塔楼  -,
保利红棉 一房中层单位 方正实用,单价20690元/平米,60,| 1室1厅 | 29平米 | 北 | 其他,中楼层(共9层)  1997年建塔楼  -,
华标品峰台 南北对流 全新毛坯江景单位,单价39604元/平米,1200,| 4室2厅 | 303平米 | 南 | 毛坯,低楼层(共47层)  2008年建塔楼  -,
晓港湾 地铁上盖 全新装修 实用两房,单价20000元/平米,130,| 2室1厅 | 65平米 | 西 | 精装,中楼层(共9层)  1999年建塔楼  -,
富力现代 望花园双主套 方正实用保养好,单价31896元/平米,488,| 5室2厅 | 153平米 | 北 | 简装,低楼层(共24层)  2005年建塔楼  -,
双地铁 配套完善 户型方正实用,单价21429元/平米,150,| 2室2厅 | 70平米 | 北 | 简装,低楼层(共22层)  2000年建塔楼  -,
鸿运花园 低层南向大3房 户型方正,单价22170元/平米,235,| 3室2厅 | 106平米 | 南 | 简装,中楼层(共8层)  1995年建塔楼  -,
罗马家园 精致三房 地铁上盖,单价27718元/平米,255,| 3室2厅 | 92平米 | 东 | 其他,中楼层(共25层)  2007年建塔楼  -,
财智大厦 地铁沿线 有学位 可办公,单价23513元/平米,200,| 2室1厅 | 85.06平米 | 东 | 精装,低楼层(共30层)  塔楼  -,
珠江新岸 豪华装修 户型方正 北向望江,单价31250元/平米,150,| 1室1厅 | 48平米 | 北 | 其他,低楼层(共32层)  2009年建塔楼  -,
东晓南 超笋步梯两房 自住首选。,单价18750元/平米,105,| 2室1厅 | 56平米 | 北 | 其他,高楼层(共9层)  1999年建塔楼  -,
东南靓向 间隔方正 光线充足100%真房,单价27957元/平米,260,| 3室2厅 | 93平米 | 南 | 精装,低楼层(共30层)  2001年建塔楼  -,
可逸豪苑三房带主套 稀有东南向高层单位,单价40442元/平米,550,| 3室2厅 | 136平米 | 东南 | 其他,高楼层(共29层)  2007年建塔楼  -,
海珠半岛 精装三房 一线望江 格局方正,单价41667元/平米,600,| 3室2厅 | 144平米 | 北 | 精装,中楼层(共42层)  2006年建塔楼  -,
得胜岗 温馨南向两房 地铁出口,单价16191元/平米,85,| 2室1厅 | 52.5平米 | 南 | 简装,高楼层(共6层)  塔楼  -,
雅致花园 装修保养超好 小两房 拎包入住,单价23914元/平米,110,| 2室1厅 | 46平米 | 西北 | 其他,中楼层(共9层)  1998年建塔楼  -,
金穗雅苑 南向 复试单位 保养新,单价28000元/平米,649.6,| 5室2厅 | 232平米 | 南 | 其他,高楼层(共12层)  2004年建塔楼  -,
信达阳光海岸 无敌江景 豪华装修,单价57143元/平米,1200,| 3室2厅 | 210平米 | 南 | 精装,高楼层(共30层)  2009年建塔楼  -,
金碧三期 实用小三房 总价低 置换首选,单价29445元/平米,265,| 3室1厅 | 90平米 | 西南 | 精装,高楼层(共32层)  2000年建塔楼  -,
拜庭一期 东西对流双阳台方正3房2卫,单价22333元/平米,270,| 3室2厅 | 120.9平米 | 东 | 简装,中楼层(共28层)  2007年建塔楼  -,
保利花园 楼梯三层复式 保养新净,单价20834元/平米,325,| 4室2厅 | 156平米 | 暂无数据 | 精装,高楼层(共6层)  2000年建塔楼  -,
中顺领御公馆 精装两房 过五年唯一,单价28724元/平米,270,| 2室2厅 | 94平米 | 南 | 精装,低楼层(共21层)  1999年建塔楼  -,
泰山庙前 超靓两房 方正实用 置业首选,单价19562元/平米,140,| 2室1厅 | 71.57平米 | 南 | 其他,中楼层(共7层)  1992年建塔楼  -,
侨诚花园 精装一居 装修保养好,单价19630元/平米,53,| 1室1厅 | 27平米 | 东 | 简装,高楼层(共9层)  1998年建塔楼  -,
基立新村 南向两房 格局方正 通风采光好,单价16364元/平米,90,| 2室1厅 | 55平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
时代廊桥南向四房两厅两卫两阳台，客厅铺设,单价22963元/平米,310,| 4室2厅 | 135平米 | 南 | 简装,低楼层(共18层)  2004年建塔楼  -,
广船宿舍 实用两房 有匙即睇,单价18868元/平米,100,| 2室1厅 | 53平米 | 暂无数据 | 其他,高楼层(共9层)  1985年建塔楼  -,
南洲大厦 全新3房 中层保养好 看房方便,单价16915元/平米,155,| 2室2厅 | 91.64平米 | 暂无数据 | 精装,中楼层(共9层)  1995年建塔楼  -,
实用温馨单位 配套完善,单价37858元/平米,265,| 2室1厅 | 70平米 | 北 | 简装,高楼层(共18层)  2006年建塔楼  -,
翠城六期 保养新净 采光一流 望花园,单价35000元/平米,308,| 2室1厅 | 88平米 | 北 | 其他,低楼层(共33层)  2009年建塔楼  -,
南华花园 新装修 装修保养好,单价21250元/平米,170,| 2室2厅 | 80平米 | 北 | 其他,中楼层(共9层)  1998年建塔楼  -,
金影花园 户型方正 南北对流,单价20000元/平米,142,| 2室2厅 | 71平米 | 南 | 其他,中楼层(共8层)  1997年建塔楼  -,
广纸小区 电梯高层 离地铁站50米,单价24529元/平米,130,| 1室1厅 | 53平米 | 南 | 毛坯,高楼层(共9层)  塔楼  -,
南华中路 实用楼梯两房 南北通透,单价18075元/平米,98,| 2室2厅 | 54.22平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
实用三房 业主诚意出售,单价21368元/平米,250,| 2室2厅 | 117平米 | 南 | 其他,中楼层(共16层)  2003年建塔楼  -,
滨江东路 远安新街 楼梯两房 黄金楼层,单价23000元/平米,115,| 2室1厅 | 50平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
粤信广场 高层南向3房 户型方正,单价20000元/平米,186.36,| 3室2厅 | 93.18平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
晓园新村 中楼层 南北对流,单价21177元/平米,108,| 2室2厅 | 51平米 | 南 | 其他,高楼层(共8层)  2005年建塔楼  -,
朗晴居  赠空中花园 厅大房宽 方正实用,单价30000元/平米,432.09,| 4室2厅 | 144.03平米 | 北 | 精装,低楼层(共32层)  2000年建塔楼  -,
青竹大街 楼梯中层 实用三房,单价18966元/平米,165,| 3室2厅 | 87平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
满堂红链家 精装两房 证过两年税费低,单价22223元/平米,100,| 2室1厅 | 45平米 | 北 | 简装,高楼层(共9层)  塔楼  -,
滨江西路 低层两房 间隔方正,单价11644元/平米,85,| 2室1厅 | 73平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
南北对流 光线充足,单价21154元/平米,110,| 2室1厅 | 52平米 | 西南 | 其他,中楼层(共9层)  1998年建塔楼  -,
穗发花园 户型方正 实用2房 交通方便,单价25000元/平米,150,| 2室2厅 | 60平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
实用两房 业主诚意出售,单价32387元/平米,285,| 2室2厅 | 88平米 | 南 | 其他,低楼层(共11层)  2007年建塔楼  -,
