name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
新安苑 实用两房 地铁口物业 下沙学位,单价13514元/平米,100,| 3室1厅 | 74平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
港前路小区 交通方便 实用大单间,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西北 | 其他,高楼层(共6层)  塔楼  -,
锦田花园 周边配套成熟 交通便利 框架房,单价18422元/平米,175,| 1室1厅 | 95平米 | 东南 | 其他,低楼层(共7层)  塔楼  -,
商住两用可注册办公 双地铁+BRT,单价16667元/平米,75,| 1室0厅 | 45平米 | 南 | 其他,低楼层(共30层)  塔楼  -,
丰乐小区 精装修3房 近地铁口 交通方便,单价15000元/平米,162,| 3室2厅 | 108平米 | 西南 | 其他,中楼层(共9层)  1990年建塔楼  -,
新世纪花园 安静不吵 采光好,单价13429元/平米,130,| 3室2厅 | 96.81平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
港前路小区 交通方便 实用2房,单价10500元/平米,65.1,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,44.1,| 1室1厅 | 42平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
港湾一村 实用2房 交通方便 港湾小,单价15821元/平米,106,| 2室2厅 | 67平米 | 南 | 简装,中楼层(共7层)  1995年建塔楼  -,
金碧世纪花园 南向精装两房 望游泳池,单价21740元/平米,150,| 2室2厅 | 69平米 | 南 | 简装,中楼层(共32层)  2004年建塔楼  -,
新港生活区 南北向两房 中间楼层,单价12136元/平米,75,| 2室1厅 | 61.8平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
海校航专宿舍 低楼层小两房,单价14926元/平米,100,| 2室1厅 | 67平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
天虹花园 精装三房 楼层好 南北通透修改,单价17533元/平米,135,| 3室1厅 | 77平米 | 西南 | 精装,中楼层(共9层)  塔楼  -,
怡园小区 交通便利 证足五年 省级学位房,单价20702元/平米,160,| 2室2厅 | 77.29平米 | 南 | 精装,高楼层(共8层)  1992年建塔楼  -,
天虹花园 电梯房 采光好 近地铁 业主自,单价16965元/平米,95,| 2室1厅 | 56平米 | 东南 | 简装,低楼层(共9层)  1998年建塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西南 | 其他,高楼层(共6层)  塔楼  -,
天虹花园 精装三房 楼层好 南北通透,单价16092元/平米,140,| 3室2厅 | 87平米 | 南 | 其他,低楼层(共9层)  1998年建塔楼  -,
金碧世纪花园 南北向两房 保养好,单价25363元/平米,175,| 2室2厅 | 69平米 | 南 | 其他,低楼层(共17层)  2004年建塔楼  -,
东城国际大厦 商住公寓 新装修 看房方便,单价18000元/平米,117,| 1室0厅 | 65平米 | 东南 | 精装,中楼层(共30层)  塔楼  -,
怡园小区 简约两房 随时入住 交通便捷,单价18948元/平米,144,| 2室2厅 | 76平米 | 南 | 精装,中楼层(共8层)  1992年建塔楼  -,
石化安置房 靠近地铁口 设施完善,单价13514元/平米,50,| 1室0厅 | 37平米 | 东 | 精装,高楼层(共34层)  2006年建塔楼  -,
天虹花园 电梯房 采光好 近地铁 业主自,单价16965元/平米,95,| 2室1厅 | 56平米 | 东南 | 简装,低楼层(共9层)  1998年建塔楼  -,
实用温馨单位 配套完善 带大平台,单价25363元/平米,175,| 2室2厅 | 69平米 | 北 | 简装,低楼层(共32层)  2004年建塔楼  -,
户型方正 朝南向 采光好,单价29000元/平米,290,| 3室2厅 | 100平米 | 南 | 其他,低楼层(共31层)  塔楼  -,
丰乐小区 少有放盘 省一级学位 采光好,单价14517元/平米,90,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共8层)  1990年建塔楼  -,
省机施大院 地铁5号线 配套成熟,单价17544元/平米,100,| 2室1厅 | 57平米 | 南 | 其他,低楼层(共6层)  1997年建塔楼  -,
刚需三房 未来地铁沿线物业 省级一小,单价11364元/平米,100,| 3室2厅 | 88平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
金碧世纪花园 最大两房 中高层 看花园,单价22667元/平米,170,| 2室2厅 | 75平米 | 北 | 精装,中楼层(共17层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价25073元/平米,173,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共32层)  2004年建塔楼  -,
金碧领秀精装三房出售 交通方便,单价27273元/平米,300,| 3室2厅 | 110平米 | 北 | 简装,中楼层(共33层)  2007年建塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西南 | 其他,高楼层(共6层)  塔楼  -,
天虹花园 精装三房 楼层好 南北通透,单价16092元/平米,140,| 3室2厅 | 87平米 | 南 | 其他,低楼层(共9层)  1998年建塔楼  -,
金碧世纪花园 南北向两房 保养好,单价25363元/平米,175,| 2室2厅 | 69平米 | 南 | 其他,低楼层(共17层)  2004年建塔楼  -,
东城国际大厦 商住公寓 新装修 看房方便,单价18000元/平米,117,| 1室0厅 | 65平米 | 东南 | 精装,中楼层(共30层)  塔楼  -,
怡园小区 简约两房 随时入住 交通便捷,单价18948元/平米,144,| 2室2厅 | 76平米 | 南 | 精装,中楼层(共8层)  1992年建塔楼  -,
石化安置房 靠近地铁口 设施完善,单价13514元/平米,50,| 1室0厅 | 37平米 | 东 | 精装,高楼层(共34层)  2006年建塔楼  -,
实用温馨单位 配套完善 带大平台,单价25363元/平米,175,| 2室2厅 | 69平米 | 北 | 简装,低楼层(共32层)  2004年建塔楼  -,
港前路小区 交通方便 实用大单间,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西北 | 其他,高楼层(共6层)  塔楼  -,
锦田花园 周边配套成熟 交通便利 框架房,单价18422元/平米,175,| 1室1厅 | 95平米 | 东南 | 其他,低楼层(共7层)  塔楼  -,
商住两用可注册办公 双地铁+BRT,单价16667元/平米,75,| 1室0厅 | 45平米 | 南 | 其他,低楼层(共30层)  塔楼  -,
丰乐小区 精装修3房 近地铁口 交通方便,单价15000元/平米,162,| 3室2厅 | 108平米 | 西南 | 其他,中楼层(共9层)  1990年建塔楼  -,
新世纪花园 安静不吵 采光好,单价13429元/平米,130,| 3室2厅 | 96.81平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
港前路小区 交通方便 实用2房,单价10500元/平米,65.1,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,44.1,| 1室1厅 | 42平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
港湾一村 实用2房 交通方便 港湾小,单价15821元/平米,106,| 2室2厅 | 67平米 | 南 | 简装,中楼层(共7层)  1995年建塔楼  -,
金碧世纪花园 南向精装两房 望游泳池,单价21740元/平米,150,| 2室2厅 | 69平米 | 南 | 简装,中楼层(共32层)  2004年建塔楼  -,
天虹花园 电梯房 采光好 近地铁 业主自,单价16965元/平米,95,| 2室1厅 | 56平米 | 东南 | 简装,低楼层(共9层)  1998年建塔楼  -,
户型方正 朝南向 采光好,单价29000元/平米,290,| 3室2厅 | 100平米 | 南 | 其他,低楼层(共31层)  塔楼  -,
丰乐小区 少有放盘 省一级学位 采光好,单价14517元/平米,90,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共8层)  1990年建塔楼  -,
省机施大院 地铁5号线 配套成熟,单价17544元/平米,100,| 2室1厅 | 57平米 | 南 | 其他,低楼层(共6层)  1997年建塔楼  -,
刚需三房 未来地铁沿线物业 省级一小,单价11364元/平米,100,| 3室2厅 | 88平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
金碧世纪花园 最大两房 中高层 看花园,单价22667元/平米,170,| 2室2厅 | 75平米 | 北 | 精装,中楼层(共17层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价25073元/平米,173,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共32层)  2004年建塔楼  -,
金碧领秀精装三房出售 交通方便,单价27273元/平米,300,| 3室2厅 | 110平米 | 北 | 简装,中楼层(共33层)  2007年建塔楼  -,
港前路小区 交通方便 实用大单间,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西北 | 其他,高楼层(共6层)  塔楼  -,
锦田花园 周边配套成熟 交通便利 框架房,单价18422元/平米,175,| 1室1厅 | 95平米 | 东南 | 其他,低楼层(共7层)  塔楼  -,
新港生活区 南北向两房 中间楼层,单价12136元/平米,75,| 2室1厅 | 61.8平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
海校航专宿舍 低楼层小两房,单价14926元/平米,100,| 2室1厅 | 67平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
天虹花园 精装三房 楼层好 南北通透修改,单价17533元/平米,135,| 3室1厅 | 77平米 | 西南 | 精装,中楼层(共9层)  塔楼  -,
怡园小区 交通便利 证足五年 省级学位房,单价20702元/平米,160,| 2室2厅 | 77.29平米 | 南 | 精装,高楼层(共8层)  1992年建塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西南 | 其他,高楼层(共6层)  塔楼  -,
天虹花园 精装三房 楼层好 南北通透,单价16092元/平米,140,| 3室2厅 | 87平米 | 南 | 其他,低楼层(共9层)  1998年建塔楼  -,
金碧世纪花园 南北向两房 保养好,单价25363元/平米,175,| 2室2厅 | 69平米 | 南 | 其他,低楼层(共17层)  2004年建塔楼  -,
东城国际大厦 商住公寓 新装修 看房方便,单价18000元/平米,117,| 1室0厅 | 65平米 | 东南 | 精装,中楼层(共30层)  塔楼  -,
商住两用可注册办公 双地铁+BRT,单价16667元/平米,75,| 1室0厅 | 45平米 | 南 | 其他,低楼层(共30层)  塔楼  -,
丰乐小区 精装修3房 近地铁口 交通方便,单价15000元/平米,162,| 3室2厅 | 108平米 | 西南 | 其他,中楼层(共9层)  1990年建塔楼  -,
新世纪花园 安静不吵 采光好,单价13429元/平米,130,| 3室2厅 | 96.81平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
港前路小区 交通方便 实用2房,单价10500元/平米,65.1,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,44.1,| 1室1厅 | 42平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
港湾一村 实用2房 交通方便 港湾小,单价15821元/平米,106,| 2室2厅 | 67平米 | 南 | 简装,中楼层(共7层)  1995年建塔楼  -,
金碧世纪花园 南向精装两房 望游泳池,单价21740元/平米,150,| 2室2厅 | 69平米 | 南 | 简装,中楼层(共32层)  2004年建塔楼  -,
怡园小区 简约两房 随时入住 交通便捷,单价18948元/平米,144,| 2室2厅 | 76平米 | 南 | 精装,中楼层(共8层)  1992年建塔楼  -,
石化安置房 靠近地铁口 设施完善,单价13514元/平米,50,| 1室0厅 | 37平米 | 东 | 精装,高楼层(共34层)  2006年建塔楼  -,
实用温馨单位 配套完善 带大平台,单价25363元/平米,175,| 2室2厅 | 69平米 | 北 | 简装,低楼层(共32层)  2004年建塔楼  -,
户型方正 朝南向 采光好,单价29000元/平米,290,| 3室2厅 | 100平米 | 南 | 其他,低楼层(共31层)  塔楼  -,
丰乐小区 少有放盘 省一级学位 采光好,单价14517元/平米,90,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共8层)  1990年建塔楼  -,
省机施大院 地铁5号线 配套成熟,单价17544元/平米,100,| 2室1厅 | 57平米 | 南 | 其他,低楼层(共6层)  1997年建塔楼  -,
刚需三房 未来地铁沿线物业 省级一小,单价11364元/平米,100,| 3室2厅 | 88平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
新港生活区 南北向两房 中间楼层,单价12136元/平米,75,| 2室1厅 | 61.8平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
海校航专宿舍 低楼层小两房,单价14926元/平米,100,| 2室1厅 | 67平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
天虹花园 精装三房 楼层好 南北通透修改,单价17533元/平米,135,| 3室1厅 | 77平米 | 西南 | 精装,中楼层(共9层)  塔楼  -,
怡园小区 交通便利 证足五年 省级学位房,单价20702元/平米,160,| 2室2厅 | 77.29平米 | 南 | 精装,高楼层(共8层)  1992年建塔楼  -,
天虹花园 电梯房 采光好 近地铁 业主自,单价16965元/平米,95,| 2室1厅 | 56平米 | 东南 | 简装,低楼层(共9层)  1998年建塔楼  -,
金碧世纪花园 最大两房 中高层 看花园,单价22667元/平米,170,| 2室2厅 | 75平米 | 北 | 精装,中楼层(共17层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价25073元/平米,173,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共32层)  2004年建塔楼  -,
金碧领秀精装三房出售 交通方便,单价27273元/平米,300,| 3室2厅 | 110平米 | 北 | 简装,中楼层(共33层)  2007年建塔楼  -,
港前路小区 交通方便 实用大单间,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西北 | 其他,高楼层(共6层)  塔楼  -,
锦田花园 周边配套成熟 交通便利 框架房,单价18422元/平米,175,| 1室1厅 | 95平米 | 东南 | 其他,低楼层(共7层)  塔楼  -,
商住两用可注册办公 双地铁+BRT,单价16667元/平米,75,| 1室0厅 | 45平米 | 南 | 其他,低楼层(共30层)  塔楼  -,
丰乐小区 精装修3房 近地铁口 交通方便,单价15000元/平米,162,| 3室2厅 | 108平米 | 西南 | 其他,中楼层(共9层)  1990年建塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西南 | 其他,高楼层(共6层)  塔楼  -,
天虹花园 精装三房 楼层好 南北通透,单价16092元/平米,140,| 3室2厅 | 87平米 | 南 | 其他,低楼层(共9层)  1998年建塔楼  -,
金碧世纪花园 南北向两房 保养好,单价25363元/平米,175,| 2室2厅 | 69平米 | 南 | 其他,低楼层(共17层)  2004年建塔楼  -,
东城国际大厦 商住公寓 新装修 看房方便,单价18000元/平米,117,| 1室0厅 | 65平米 | 东南 | 精装,中楼层(共30层)  塔楼  -,
怡园小区 简约两房 随时入住 交通便捷,单价18948元/平米,144,| 2室2厅 | 76平米 | 南 | 精装,中楼层(共8层)  1992年建塔楼  -,
石化安置房 靠近地铁口 设施完善,单价13514元/平米,50,| 1室0厅 | 37平米 | 东 | 精装,高楼层(共34层)  2006年建塔楼  -,
实用温馨单位 配套完善 带大平台,单价25363元/平米,175,| 2室2厅 | 69平米 | 北 | 简装,低楼层(共32层)  2004年建塔楼  -,
户型方正 朝南向 采光好,单价29000元/平米,290,| 3室2厅 | 100平米 | 南 | 其他,低楼层(共31层)  塔楼  -,
丰乐小区 少有放盘 省一级学位 采光好,单价14517元/平米,90,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共8层)  1990年建塔楼  -,
新世纪花园 安静不吵 采光好,单价13429元/平米,130,| 3室2厅 | 96.81平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
港前路小区 交通方便 实用2房,单价10500元/平米,65.1,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,44.1,| 1室1厅 | 42平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
港湾一村 实用2房 交通方便 港湾小,单价15821元/平米,106,| 2室2厅 | 67平米 | 南 | 简装,中楼层(共7层)  1995年建塔楼  -,
金碧世纪花园 南向精装两房 望游泳池,单价21740元/平米,150,| 2室2厅 | 69平米 | 南 | 简装,中楼层(共32层)  2004年建塔楼  -,
新港生活区 南北向两房 中间楼层,单价12136元/平米,75,| 2室1厅 | 61.8平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
海校航专宿舍 低楼层小两房,单价14926元/平米,100,| 2室1厅 | 67平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
天虹花园 精装三房 楼层好 南北通透修改,单价17533元/平米,135,| 3室1厅 | 77平米 | 西南 | 精装,中楼层(共9层)  塔楼  -,
怡园小区 交通便利 证足五年 省级学位房,单价20702元/平米,160,| 2室2厅 | 77.29平米 | 南 | 精装,高楼层(共8层)  1992年建塔楼  -,
省机施大院 地铁5号线 配套成熟,单价17544元/平米,100,| 2室1厅 | 57平米 | 南 | 其他,低楼层(共6层)  1997年建塔楼  -,
刚需三房 未来地铁沿线物业 省级一小,单价11364元/平米,100,| 3室2厅 | 88平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
金碧世纪花园 最大两房 中高层 看花园,单价22667元/平米,170,| 2室2厅 | 75平米 | 北 | 精装,中楼层(共17层)  2004年建塔楼  -,
实用温馨单位 配套完善,单价25073元/平米,173,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共32层)  2004年建塔楼  -,
金碧领秀精装三房出售 交通方便,单价27273元/平米,300,| 3室2厅 | 110平米 | 北 | 简装,中楼层(共33层)  2007年建塔楼  -,
港前路小区 交通方便 实用大单间,单价10500元/平米,31.5,| 1室0厅 | 30平米 | 西北 | 其他,高楼层(共6层)  塔楼  -,
锦田花园 周边配套成熟 交通便利 框架房,单价18422元/平米,175,| 1室1厅 | 95平米 | 东南 | 其他,低楼层(共7层)  塔楼  -,
商住两用可注册办公 双地铁+BRT,单价16667元/平米,75,| 1室0厅 | 45平米 | 南 | 其他,低楼层(共30层)  塔楼  -,
丰乐小区 精装修3房 近地铁口 交通方便,单价15000元/平米,162,| 3室2厅 | 108平米 | 西南 | 其他,中楼层(共9层)  1990年建塔楼  -,
新世纪花园 安静不吵 采光好,单价13429元/平米,130,| 3室2厅 | 96.81平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
港前路小区 交通方便 实用2房,单价10500元/平米,65.1,| 2室1厅 | 62平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
港前路小区 交通方便 实用1房,单价10500元/平米,44.1,| 1室1厅 | 42平米 | 西 | 其他,高楼层(共6层)  塔楼  -,
港湾一村 实用2房 交通方便 港湾小,单价15821元/平米,106,| 2室2厅 | 67平米 | 南 | 简装,中楼层(共7层)  1995年建塔楼  -,
