name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
浪琴屿花园，南二外学位，客厅高5.4米，7房5卫4阳台,单价63690元/平米,1800,| 7室2厅 | 282.62平米 | 南 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
星海名城二期三房两卫 配套齐全 花园社区,单价66368元/平米,740,| 3室2厅 | 111.5平米 | 东 | 简装,中楼层(共18层)  2002年建板塔结合  -,
现代城华庭  空中花园  来福士  地铁十一号线,单价56482元/平米,305,| 1室1厅 | 54平米 | 东南 | 其他,低楼层(共33层)  2004年建板塔结合  -,
天海豪景苑，观四海公园南山，二小二中学位。,单价64172元/平米,1500,| 3室2厅 | 233.75平米 | 南 | 精装,中楼层(共32层)  2000年建塔楼  -,
十五峯花园 南北向4房 精装修 看房方便,单价73620元/平米,1200,| 4室2厅 | 163平米 | 南 北 | 精装,中楼层(共16层)  2010年建板塔结合  -,
华侨城香山里高层景观四房，南北通透，诚心出售,单价78948元/平米,1350,| 4室2厅 | 171平米 | 东北 | 精装,高楼层(共33层)  2012年建板塔结合  -,
蔚蓝海岸二期，地铁口物业，高层，客厅出大阳台朝东南,单价84822元/平米,950,| 3室2厅 | 112平米 | 南 | 其他,中楼层(共23层)  2003年建塔楼  -,
中信红树湾北区 大四房 业主诚心出售 看房方便,单价110316元/平米,2650,| 4室2厅 | 240.22平米 | 南 | 简装,低楼层(共31层)  2008年建板楼  -,
桃园地铁口物业 友邻公寓 精装两房 看荔香公园,单价64715元/平米,358,| 2室1厅 | 55.32平米 | 北 | 其他,中楼层(共30层)  2006年建塔楼  -,
前海精装两房 安静看花园 楼层高视野好 地铁口物业,单价68116元/平米,470,| 2室2厅 | 69平米 | 东北 | 精装,高楼层(共16层)  2002年建板塔结合  -,
半岛B区中间楼层，看房随时，育才双学位,单价61482元/平米,498,| 3室2厅 | 81平米 | 南 | 其他,低楼层(共7层)  1996年建板塔结合  -,
荟芳园 南北3房 采光很好 楼层好,单价49412元/平米,420,| 3室2厅 | 85平米 | 西南 | 简装,低楼层(共34层)  1988年建塔楼  -,
南山后海 宝能太古城南区 刷卡到层 素质住户 配套齐全,单价103146元/平米,610,| 2室1厅 | 59.14平米 | 西南 | 其他,低楼层(共24层)  2011年建塔楼  -,
世纪村四期 改好三房 业主诚心出售 看房方便,单价76345元/平米,1420,| 4室2厅 | 186平米 | 南 | 其他,中楼层(共28层)  2004年建塔楼  -,
滨海之窗，经典三房 满五年唯一，有南二外学位,单价93753元/平米,980,| 3室2厅 | 104.53平米 | 南 北 | 其他,中楼层(共31层)  2004年建塔楼  -,
仓前锦福苑地铁口精装一房一厅安静不吵拎包住,单价60000元/平米,180,| 1室0厅 | 30平米 | 南 | 其他,低楼层(共7层)  2000年建板塔结合  -,
万象新园地铁口旁 交通方便 配套齐全 中间楼层安静,单价65790元/平米,250,| 1室1厅 | 38平米 | 东南 | 其他,中楼层(共32层)  2000年建板塔结合  -,
桃苑公寓双地铁口精装一房一厅适合投资,单价48572元/平米,170,| 1室1厅 | 35平米 | 南 | 其他,低楼层(共16层)  1993年建板塔结合  -,
塘朗雅苑精装修5房东西通透 文理实验学位 地铁口位置,单价64729元/平米,835,| 5室2厅 | 129平米 | 东 西 | 精装,低楼层(共17层)  2009年建塔楼  -,
科苑花园  南外文化学位 地铁房,单价77420元/平米,1200,| 4室2厅 | 155平米 | 南 北 | 其他,高楼层(共7层)  板塔结合  -,
波托菲诺纯水岸十六期 四房高层 百万豪装 诚意出售,单价106061元/平米,1750,| 4室2厅 | 165平米 | 东南 南 | 精装,中楼层(共29层)  2012年建板塔结合  -,
德意名居 一房一厅 简单装修 中间楼层,单价64118元/平米,275,| 1室1厅 | 42.89平米 | 西北 | 简装,高楼层(共5层)  2009年建板塔结合  -,
美庐锦园精装南向两房   无遮挡视野好,单价74398元/平米,630,| 2室2厅 | 84.68平米 | 南 | 其他,高楼层(共19层)  2001年建板塔结合  -,
美庐锦园 南北通 采光好  保养非常好,单价73864元/平米,650,| 2室1厅 | 88平米 | 南 | 其他,中楼层(共19层)  2002年建板塔结合  -,
缤纷年华高层，正规两房，双学位空置,单价81429元/平米,570,| 2室1厅 | 70平米 | 西 | 精装,高楼层(共28层)  2006年建塔楼  -,
锦绣花园安静东南向三房，红本少税，业主诚心卖，现房,单价74359元/平米,870,| 3室2厅 | 117平米 | 东南 | 其他,中楼层(共33层)  1996年建板塔结合  -,
浪琴半岛 海景四房 视野宽阔 南北通透格局,单价100559元/平米,1800,| 4室2厅 | 179平米 | 南 | 其他,高楼层(共30层)  2008年建塔楼  -,
海月花园二期，平层四房，静谧空间，满五唯一紧邻地铁,单价79862元/平米,1150,| 4室2厅 | 144平米 | 南 北 | 其他,低楼层(共10层)  2002年建板塔结合  -,
现代城华庭  大户型  办公精装修 南北通透,单价42736元/平米,1000,| 5室1厅 | 234平米 | 东南 南 | 其他,中楼层(共33层)  2004年建板塔结合  -,
旺海怡苑 格局方正 明厨明卫 正规一房一厅,单价59662元/平米,264,| 1室1厅 | 44.25平米 | 北 | 精装,中楼层(共17层)  2003年建板塔结合  -,
东南向高层3+1房 学位没有占用 安静看花园,单价106423元/平米,1160,| 3室2厅 | 109平米 | 东南 | 其他,中楼层(共29层)  2003年建板塔结合  -,
英伦名苑三期  带学位  带车位  送露台  送阳台 好房,单价95181元/平米,790,| 3室2厅 | 83平米 | 南 | 其他,低楼层(共18层)  2005年建板塔结合  -,
中信红树湾238平正南北朝向，全套房设计，安静看园景,单价88236元/平米,2100,| 4室2厅 | 238平米 | 南 北 | 精装,低楼层(共31层)  2006年建板楼  -,
海月花园二期，3+1房，一楼带花园稀缺户型,单价75847元/平米,986,| 3室2厅 | 130平米 | 南 | 其他,低楼层(共6层)  2002年建板塔结合  -,
恒立听海花园高层精装三居室，户型方正，看花园安静！,单价132379元/平米,980,| 3室2厅 | 74.03平米 | 东南 | 精装,高楼层(共18层)  2005年建板塔结合  -,
中旅广场高区海景房 正三房  满五年红本交易,单价68709元/平米,810,| 3室2厅 | 117.89平米 | 西南 西北 | 其他,高楼层(共34层)  1997年建板塔结合  -,
滨海之窗 南二外 满二年 精装 配套齐全 极力推荐,单价106250元/平米,850,| 2室2厅 | 80平米 | 南 | 其他,高楼层(共30层)  2004年建塔楼  -,
香山里精装三房，温馨送小入户，满2年，安静朝花园。,单价82237元/平米,1250,| 3室2厅 | 152平米 | 南 | 其他,中楼层(共33层)  2012年建板塔结合  -,
翡翠海岸，深圳湾一线海景房，无遮挡，百万元居家装修,单价135594元/平米,2400,| 4室2厅 | 177平米 | 南 | 其他,高楼层(共28层)  2014年建板塔结合  -,
香瑞园北区175平四房二卫，厅出阳台朝南，户型方正,单价74286元/平米,1300,| 4室1厅 | 175平米 | 南 | 其他,低楼层(共11层)  2009年建板楼  -,
城市山谷 独栋 城市中心别墅 ，地上2层,单价111822元/平米,3500,| 9室2厅 | 313平米 | 南 | 精装,低楼层(共1层)  板塔结合  -,
海怡东方花园 安静四房 百万装修 客厅出阳台,单价114787元/平米,1520,| 5室2厅 | 132.42平米 | 南 北 | 精装,低楼层(共25层)  2003年建板塔结合  -,
双地铁物业 南北通透户型 总价低 投资回报高,单价52500元/平米,168,| 1室0厅 | 32平米 | 南 北 | 简装,中楼层(共7层)  2003年建板塔结合  -,
恒立听海花园四房，实用面积高，东西通透 安静不吵,单价124587元/平米,980,| 4室2厅 | 78.66平米 | 东 西 | 其他,中楼层(共18层)  2005年建板塔结合  -,
汇宾广场 东南3房 地铁口物业 业主红本在手,单价52000元/平米,520,| 3室2厅 | 100平米 | 南 北 | 简装,中楼层(共32层)  2002年建板塔结合  -,
深蓝季节大开间，海岸城附近价格门槛，刚需型客户首选,单价81819元/平米,180,| 1室0厅 | 22平米 | 西 | 其他,中楼层(共32层)  2006年建塔楼  -,
高发单身宿舍 采光好 带学位 看房方便,单价48781元/平米,200,| 1室0厅 | 41平米 | 南 | 其他,中楼层(共7层)  2007年建板楼  -,
花园城五期 南北通透 中高层婚房四居室,单价79137元/平米,1100,| 4室2厅 | 139平米 | 南 北 | 其他,中楼层(共32层)  2010年建板塔结合  -,
中泰天成南山一品 精装复式3+1房 无增值税,单价93750元/平米,600,| 4室2厅 | 64平米 | 东 | 精装,中楼层(共17层)  2011年建板塔结合  -,
太古城南  随时可看房  精装标准3房2卫  楼下地铁站,单价96591元/平米,850,| 3室2厅 | 88平米 | 东南 | 其他,中楼层(共30层)  2011年建塔楼  -,
百事达红树西岸高层海景开发商装修全新未住,单价134329元/平米,3600,| 3室2厅 | 268平米 | 南 | 精装,高楼层(共31层)  2005年建板楼  -,
波托菲诺侨香诺园  大阳台 观景房 户型方正,单价84559元/平米,1150,| 3室2厅 | 136平米 | 东南 | 精装,高楼层(共26层)  2008年建板塔结合  -,
诚心出售 稀缺户型 南北通透 楼王位置,单价80556元/平米,1160,| 4室2厅 | 144平米 | 南 | 简装,低楼层(共32层)  2011年建板塔结合  -,
怡庭园 南北通透大四房 中间楼层 视野好,单价65283元/平米,1000,| 4室2厅 | 153.18平米 | 南 北 | 简装,中楼层(共22层)  2009年建板楼  -,
鸿威海怡湾 经典三房 红本满五年 海景房,单价121540元/平米,1080,| 3室2厅 | 88.86平米 | 东北 | 其他,中楼层(共18层)  2011年建板塔结合  -,
花园城五期 南北婚房四居室 拎包入住,单价79137元/平米,1100,| 4室2厅 | 139平米 | 南 北 | 其他,中楼层(共32层)  2010年建板塔结合  -,
侨州花园大笋盘,单价52632元/平米,200,| 1室1厅 | 38平米 | 南 | 其他,高楼层(共8层)  1993年建板楼  -,
现代城梦想家园来福士对面带北师大附中,单价57813元/平米,370,| 2室1厅 | 64平米 | 西南 | 精装,中楼层(共29层)  2003年建板塔结合  -,
花园城三期全新精装两房，双学位可用。,单价80000元/平米,640,| 2室1厅 | 80平米 | 西南 | 精装,中楼层(共16层)  2005年建板塔结合  -,
岸芷汀兰 两房可改三房 赠送入户和两个阳台,单价102151元/平米,950,| 2室2厅 | 93平米 | 南 | 简装,低楼层(共23层)  2010年建板楼  -,
锦绣花园，安静南向看花园，华侨城大社区,单价69492元/平米,1230,| 4室2厅 | 177平米 | 西南 | 其他,低楼层(共33层)  2001年建板塔结合  -,
珑御府高档小区，带南山外国语双学位,单价111112元/平米,2000,| 4室2厅 | 180平米 | 南 | 毛坯,低楼层(共29层)  2014年建板楼  -,
汉京山，复式，动静分离，交通便利，环境优美,单价82767元/平米,730,| 3室1厅 | 88.2平米 | 南 | 精装,中楼层(共33层)  2010年建板塔结合  -,
文竹园南北通透三居室，育才二小二中学位房。,单价73898元/平米,650,| 3室2厅 | 87.96平米 | 南 | 其他,低楼层(共7层)  1998年建板塔结合  -,
漾日湾畔南向4房 南二外学位 满五唯一 无个税,单价91912元/平米,1250,| 4室2厅 | 136平米 | 南 | 精装,中楼层(共32层)  2003年建板塔结合  -,
半岛花园A区正南向通风采光 安静学位没占用看房周末,单价64040元/平米,590,| 3室2厅 | 92.13平米 | 南 | 精装,中楼层(共7层)  1994年建板塔结合  -,
精装二房居家装修，满五，看高尔夫,单价81461元/平米,725,| 2室2厅 | 89平米 | 东南 | 精装,低楼层(共30层)  2011年建板塔结合  -,
恒立心海湾花园花园 87平 三房l两厅一厨两卫,单价85228元/平米,750,| 3室2厅 | 88平米 | 南 | 其他,高楼层(共32层)  2009年建板塔结合  -,
椰风海岸  朝南安静三房  地铁口物业,单价73864元/平米,650,| 3室2厅 | 88平米 | 南 | 其他,中楼层(共14层)  2003年建板塔结合  -,
蔚蓝海岸2期 4房改2大房,单价85952元/平米,1190,| 4室2厅 | 138.45平米 | 西北 | 精装,高楼层(共29层)  2003年建塔楼  -,
天安公寓 200万左右两房 精装修 楼层佳 有钥匙随时看,单价54055元/平米,200,| 2室1厅 | 37平米 | 南 | 精装,低楼层(共8层)  塔楼  -,
兰溪谷二期，东南大两房，满五年,单价96386元/平米,800,| 2室1厅 | 83平米 | 南 | 其他,中楼层(共31层)  2011年建塔楼  -,
城市假日，豪华四房，地铁口物业，近塘朗山,单价62400元/平米,780,| 4室2厅 | 125平米 | 南 | 精装,中楼层(共18层)  2003年建板楼  -,
桃花园地铁口物业小区，投资首选可等拆迁！,单价52632元/平米,400,| 2室2厅 | 76平米 | 南 北 | 其他,高楼层(共7层)  1990年建板塔结合  -,
官龙名苑 精装一房一厅  红本在手 无营业税,单价53334元/平米,320,| 1室1厅 | 60平米 | 西 | 其他,中楼层(共30层)  2013年建板楼  -,
帝景园，学区房，低总价，赠送花园，满二年,单价76191元/平米,800,| 4室1厅 | 105平米 | 南 | 简装,低楼层(共7层)  2000年建板塔结合  -,
雷圳碧榕湾海景花园双阳台南北通透大两房,单价72892元/平米,605,| 2室2厅 | 83平米 | 东南 | 精装,高楼层(共16层)  2005年建板塔结合  -,
招商桃花园 3室2厅 700万,单价77778元/平米,700,| 3室2厅 | 90平米 | 南 | 精装,低楼层(共12层)  板塔结合  -,
后海理想雅园 181平 大五房 全海景 毛坯 业主诚信出售,单价95028元/平米,1720,| 6室2厅 | 181平米 | 东 | 毛坯,高楼层(共32层)  2014年建板塔结合  -,
佳兆业前海广场77平东南2居室 客厅出阳台,单价77923元/平米,600,| 2室1厅 | 77平米 | 东南 | 其他,高楼层(共33层)  2014年建板塔结合  -,
汇景豪苑，经典小户型，满五年唯一，带南外学位,单价67242元/平米,390,| 2室1厅 | 58平米 | 西北 | 其他,高楼层(共32层)  2001年建板塔结合  -,
东方新地南北向房子，税费少，业主诚售,单价57408元/平米,465,| 2室2厅 | 81平米 | 南 北 | 其他,高楼层(共25层)  2005年建板塔结合  -,
桃源村三房，满五年，位置安静，采光好。,单价49296元/平米,350,| 3室1厅 | 71平米 | 北 | 其他,高楼层(共7层)  1997年建板楼  -,
地铁口 精装两房 拎包入住 买来就赚,单价70611元/平米,530,| 2室2厅 | 75.06平米 | 东北 | 精装,低楼层(共33层)  2003年建塔楼  -,
仓前锦福苑 正规三房 东南朝向,单价47620元/平米,500,| 3室2厅 | 105平米 | 东南 | 其他,高楼层(共18层)  2001年建板塔结合  -,
翡翠海岸  毛坯4房    南北通透，,单价100000元/平米,1770,| 4室2厅 | 177平米 | 南 北 | 其他,低楼层(共28层)  2014年建板塔结合  -,
博林天瑞 4室2厅 1050万,单价67308元/平米,1050,| 4室2厅 | 156平米 | 东南 | 其他,低楼层(共45层)  塔楼  -,
中爱花园安静三房，中间楼层，产权满五，采光好,单价60719元/平米,620,| 3室2厅 | 102.11平米 | 西南 | 其他,中楼层(共15层)  2004年建板塔结合  -,
星海名城五期 满五年 红本在手 精装两房 安静不吵,单价77322元/平米,358,| 2室1厅 | 46.3平米 | 东北 | 精装,高楼层(共32层)  2006年建板塔结合  -,
钰龙园 实用小户型 送10平米露台 随时可以看房,单价70589元/平米,300,| 1室1厅 | 42.5平米 | 西南 | 其他,中楼层(共30层)  2009年建板塔结合  -,
华府假日花园 三房两厅一厨两卫 西南朝向看海上世界,单价59660元/平米,638,| 3室2厅 | 106.94平米 | 西南 | 精装,高楼层(共28层)  2007年建板塔结合  -,
时代骄子方正大户型整体布局合理主卧带阳台,单价52565元/平米,415,| 2室2厅 | 78.95平米 | 西北 | 精装,高楼层(共31层)  2003年建板塔结合  -,
中爱花园户型方正两居，朝东向，景观好,精装修、安静,单价63334元/平米,380,| 2室2厅 | 60平米 | 东 | 简装,中楼层(共15层)  2003年建板塔结合  -,
金色阳光雅居，南向两居，总价低，学位房,单价67188元/平米,430,| 2室1厅 | 64平米 | 东南 | 精装,中楼层(共15层)  2005年建塔楼  -,
桃花园小区 地铁物业 交通便利 配套齐全,单价56000元/平米,420,| 2室2厅 | 75平米 | 南 | 其他,低楼层(共7层)  1990年建板塔结合  -,
苏豪名厦地铁口物业正规两房！,单价43011元/平米,400,| 2室1厅 | 93平米 | 西北 | 其他,高楼层(共28层)  板塔结合  -,
中海阳光玫瑰园 48平正规小两居,单价75000元/平米,360,| 2室1厅 | 48平米 | 西 | 精装,中楼层(共17层)  2009年建塔楼  -,
时代骄子双地铁精装2房红本满五诚心出售,单价54375元/平米,435,| 2室2厅 | 80平米 | 西南 | 其他,低楼层(共31层)  2003年建板塔结合  -,
