name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
金宇花园 南北对流 格局方正 低楼层,单价15493元/平米,110,| 2室1厅 | 71平米 | 南 | 简装,低楼层(共9层)  1996年建塔楼  -,
黄沙大道 铁路公司电梯房改 九成高实用率,单价27778元/平米,200,| 2室1厅 | 72平米 | 东 | 简装,低楼层(共20层)  塔楼  -,
近地铁，交通便利，采光充足，家私电器齐全,单价16596元/平米,78,| 1室1厅 | 47平米 | 南 | 精装,高楼层(共9层)  1998年建塔楼  -,
金平大厦 精装三房 拎包入住,单价28348元/平米,343,| 3室2厅 | 121平米 | 东北 | 简装,中楼层(共18层)  2000年建塔楼  -,
西湾苑 协和社区大3房 省一级学位房,单价17998元/平米,160,| 3室2厅 | 88.9平米 | 南 | 其他,中楼层(共9层)  1980年建塔楼  -,
珠岛花园 双地铁 精装一房一厅,单价14865元/平米,55,| 1室1厅 | 37平米 | 北 | 其他,高楼层(共9层)  1995年建塔楼  -,
蓬莱路 读詹天佑小学 近黄沙地铁站,单价19299元/平米,110,| 2室2厅 | 57平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
逸翠湾 双地铁上盖 间隔靓 超大空中花园,单价37500元/平米,330,| 2室1厅 | 88平米 | 西北 | 简装,低楼层(共27层)  2009年建塔楼  -,
安富花园 实用两房 间隔肆正 带省级学位,单价30556元/平米,220,| 2室2厅 | 72平米 | 西北 | 简装,中楼层(共26层)  1998年建塔楼  -,
金道花园 实用电梯两房 双地铁沿线,单价18832元/平米,145,| 2室1厅 | 77平米 | 西北 | 精装,高楼层(共22层)  2000年建塔楼  -,
茶窖新村 中层小两房 间隔方正,单价14131元/平米,65,| 2室1厅 | 46平米 | 南 | 其他,高楼层(共8层)  1999年建塔楼  -,
地铁上盖 芳村商业中心 黄金楼盘,单价20000元/平米,150,| 2室2厅 | 75平米 | 东 | 其他,中楼层(共8层)  2000年建塔楼  -,
文昌北路 家私电器齐全,单价16177元/平米,55,| 1室1厅 | 34平米 | 南 | 其他,低楼层(共3层)  塔楼  -,
荣芳街 广钢商业圈 东南向 邻近地铁,单价14412元/平米,98,| 2室1厅 | 68平米 | 东南 | 其他,高楼层(共9层)  塔楼  -,
金道花园 地铁沿线 楼梯高层采光 近市场,单价15000元/平米,60,| 2室1厅 | 40平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
骏业阁 精装修 小面积总价低 地铁上盖修,单价25275元/平米,230,| 2室1厅 | 91平米 | 北 | 精装,低楼层(共25层)  2008年建塔楼  -,
富力路小区 正规三房电梯楼 新婚首选,单价21127元/平米,150,| 3室1厅 | 71平米 | 西 | 简装,高楼层(共20层)  塔楼  -,
长乐花园   电梯大三房   楼龄新净,单价24927元/平米,280,| 3室1厅 | 112.33平米 | 暂无数据 | 其他,低楼层(共32层)  1990年建塔楼  -,
荔港南湾新区南向江景三房！豪华装修！,单价25511元/平米,250,| 3室2厅 | 98平米 | 南 | 其他,高楼层(共28层)  2008年建塔楼  -,
新世界凯粤湾 三房单边望江 安静舒适,单价30435元/平米,420,| 3室2厅 | 138平米 | 东北 | 其他,低楼层(共33层)  2012年建塔楼  -,
荔港南湾 望园景两房 带省一级学位,单价24658元/平米,180,| 2室1厅 | 73平米 | 西南 | 其他,高楼层(共25层)  1999年建塔楼  -,
龙津大厦 西北 陈家祠地铁 精装修,单价25625元/平米,205,| 2室1厅 | 80平米 | 西北 | 精装,中楼层(共32层)  1997年建塔楼  -,
荔湖明苑 东南向 大三房,单价24667元/平米,370,| 4室2厅 | 150平米 | 东南 | 其他,中楼层(共23层)  1999年建塔楼  -,
和乐大厦精装大两房 地铁沿线 通风采光好,单价22989元/平米,200,| 2室2厅 | 87平米 | 南 | 简装,中楼层(共18层)  2000年建塔楼  -,
荔泰阁方正两房笋价出售,单价18750元/平米,150,| 2室1厅 | 80平米 | 西 | 简装,中楼层(共30层)  2000年建塔楼  -,
装修新净 户型方正实用 采光好,单价29730元/平米,110,| 1室1厅 | 37平米 | 东 | 简装,中楼层(共25层)  2000年建塔楼  -,
富力广场 实用两房 证够二年,单价32609元/平米,225,| 2室2厅 | 69平米 | 东 | 其他,高楼层(共25层)  2005年建塔楼  -,
逢源轩 楼龄新 间隔肆正 全明屋,单价34736元/平米,550,| 4室2厅 | 158.34平米 | 南 | 其他,高楼层(共32层)  2008年建塔楼  -,
环市西苑 地铁上盖 精装小两房 带学位,单价25715元/平米,180,| 2室1厅 | 70平米 | 南 | 简装,高楼层(共14层)  2000年建塔楼  -,
和平中路 和乐大厦 中层正规三房两厅,单价19492元/平米,230,| 3室1厅 | 118平米 | 西南 | 其他,高楼层(共18层)  2000年建塔楼  -,
桥东小区 3房2厅 中层送大阳台,单价14796元/平米,145,| 3室2厅 | 98平米 | 东 | 其他,中楼层(共9层)  1995年建塔楼  -,
合兴苑 地铁沿线 入读名校 低层二楼,单价19118元/平米,130,| 2室1厅 | 68平米 | 东北 | 其他,低楼层(共8层)  1997年建塔楼  -,
石围塘紫莱苑 原装1房带阳台 正南向,单价13889元/平米,50,| 1室1厅 | 36平米 | 暂无数据 | 简装,高楼层(共9层)  1997年建塔楼  -,
芳园居园景单位 教师人文素质高 证够2年,单价11334元/平米,102,| 3室2厅 | 90平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
环市西路西湾苑低层两房出售,单价18052元/平米,139,| 3室1厅 | 77平米 | 暂无数据 | 其他,低楼层(共9层)  1980年建塔楼  -,
东鹏花园电梯楼 实用两房 东南向 免装修,单价21429元/平米,150,| 2室1厅 | 70平米 | 东南 | 精装,高楼层(共12层)  塔楼  -,
荔湾路 低层 实用两房 南北对流,单价20834元/平米,125,| 2室1厅 | 60平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
荔港南湾 精装小两房 视野开阔装修保养好,单价25080元/平米,158,| 2室1厅 | 63平米 | 南 | 简装,高楼层(共32层)  2008年建塔楼  -,
间隔方正 南向望花园 厅出阳台 全新未住,单价21053元/平米,200,| 3室2厅 | 95平米 | 南 | 其他,中楼层(共18层)  2015年建塔楼  -,
金宇花园 高层刚需2室 望花园 急推,单价11775元/平米,73,| 2室1厅 | 62平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
荔港南湾 H区稀缺东南向三房,单价23000元/平米,230,| 3室2厅 | 100平米 | 暂无数据 | 其他,中楼层(共28层)  2008年建塔楼  -,
金奴大厦方正两房笋价出售,单价20589元/平米,140,| 2室1厅 | 68平米 | 南 | 其他,中楼层(共9层)  1996年建塔楼  -,
新世界凯粤湾 实用电梯两房 望花园,单价28261元/平米,260,| 2室2厅 | 92平米 | 暂无数据 | 其他,低楼层(共33层)  2012年建塔楼  -,
红棉苑南区 中层靓向 精装两房 省级学位,单价19734元/平米,148,| 2室1厅 | 75平米 | 西 | 精装,高楼层(共9层)  2000年建塔楼  -,
芳华阁 实用大三房 功能分区明显间隔方正,单价17858元/平米,175,| 3室2厅 | 98平米 | 南 | 其他,中楼层(共9层)  1994年建塔楼  -,
光复中路 实用三房 采光一流 旺中带静,单价14063元/平米,135,| 3室2厅 | 96平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
兰兴苑 一梯四户 中高层东南靓向 近公园,单价15059元/平米,128,| 3室2厅 | 85平米 | 东南 | 简装,高楼层(共9层)  1990年建塔楼  -,
珠岛花园 3房2厅2阳台 中楼层,单价17500元/平米,133,| 3室2厅 | 76平米 | 南 | 其他,中楼层(共9层)  1995年建塔楼  -,
超实用大1房，小区管理，配套齐全,单价13334元/平米,60,| 1室1厅 | 45平米 | 暂无数据 | 其他,高楼层(共9层)  1995年建塔楼  -,
文昌雅居 温馨三房 精致装修,单价33750元/平米,270,| 3室1厅 | 80平米 | 南 | 其他,中楼层(共32层)  2006年建塔楼  -,
南岸路塘前新街楼梯楼两房出售,单价17308元/平米,90,| 2室1厅 | 52平米 | 南 | 简装,中楼层(共7层)  板楼  -,
新世界凯粤湾 地铁5号线 南向望花园,单价28123元/平米,245,| 2室1厅 | 87.12平米 | 南 | 精装,低楼层(共33层)  2012年建塔楼  -,
侨康大厦 实用2房 临近上下九,单价28000元/平米,224,| 2室1厅 | 80平米 | 南 | 简装,中楼层(共22层)  2016年建塔楼  -,
多宝华厦 高层实用三房 风景好 装修靓,单价25883元/平米,220,| 3室1厅 | 85平米 | 东 | 简装,高楼层(共33层)  2000年建塔楼  -,
珠岛花园 电梯实用 一房一厅 保养好,单价21384元/平米,68,| 1室1厅 | 31.8平米 | 东 | 其他,高楼层(共17层)  1995年建塔楼  -,
长福新街 高层 实用两房 视野通风好,单价19033元/平米,118,| 2室2厅 | 62平米 | 东北 | 其他,高楼层(共9层)  1994年建塔楼  -,
宝盛园 投资自住首选,单价29762元/平米,500,| 4室2厅 | 168平米 | 南 | 其他,低楼层(共30层)  2005年建塔楼  -,
黄沙大道 电梯两房 精装修 首次出租,单价24214元/平米,200,| 2室2厅 | 82.6平米 | 东 | 简装,中楼层(共20层)  塔楼  -,
荔港南湾 温馨两房 中层望花园 位置安静,单价23944元/平米,170,| 2室2厅 | 71平米 | 西南 | 其他,中楼层(共25层)  1999年建塔楼  -,
东鹏花园 大气实用两房 总价令你意想不到,单价10959元/平米,80,| 2室1厅 | 73平米 | 东南 | 精装,高楼层(共9层)  塔楼  -,
文昌南路骏业阁,小两房低价出售,笋,单价26667元/平米,168,| 2室2厅 | 63平米 | 西 | 简装,低楼层(共25层)  2008年建塔楼  -,
龙锦大厦 楼龄新净 细积小两房公寓,单价19445元/平米,105,| 2室1厅 | 54平米 | 东 | 精装,高楼层(共31层)  2000年建塔楼  -,
金平大厦 正南向 带精致装修,单价25582元/平米,220,| 2室2厅 | 86平米 | 西南 | 其他,高楼层(共18层)  2000年建塔楼  -,
二汽宿舍、东向、自住,单价18000元/平米,90,| 2室1厅 | 50平米 | 暂无数据 | 其他,高楼层(共6层)  塔楼  -,
鹤松里小区 近地铁 精装2房可改3房,单价13187元/平米,120,| 3室1厅 | 91平米 | 暂无数据 | 简装,中楼层(共7层)  塔楼  -,
金兰苑 低层大气两房 配套完善 新婚首选,单价14616元/平米,95,| 2室0厅 | 65平米 | 东南 | 其他,低楼层(共9层)  2001年建塔楼  -,
大岗元   带省一级协和学位   地铁上,单价20000元/平米,120,| 2室1厅 | 60平米 | 暂无数据 | 其他,高楼层(共6层)  塔楼  -,
恒润阁 精装1房 格局方正,单价19633元/平米,46,| 1室0厅 | 23.43平米 | 北 | 其他,低楼层(共9层)  1996年建塔楼  -,
荔港南湾 F区精装两房 时尚实用,单价23418元/平米,185,| 2室2厅 | 79平米 | 暂无数据 | 简装,中楼层(共34层)  2008年建塔楼  -,
东浚荔景苑交通便利，而该单位楼新装修新,,单价30000元/平米,300,| 2室2厅 | 100平米 | 东 | 其他,高楼层(共43层)  1998年建塔楼  -,
育才街 低层单位 间隔方正,单价16364元/平米,90,| 2室1厅 | 55平米 | 暂无数据 | 其他,低楼层(共9层)  1995年建塔楼  -,
安富花园 实用三房 入读省级学位,单价25060元/平米,180,| 3室1厅 | 71.83平米 | 东 | 简装,低楼层(共26层)  1998年建塔楼  -,
康乃馨花苑处于芳村花地大道坑口地铁站旁,单价19286元/平米,135,| 2室1厅 | 70平米 | 东 | 简装,高楼层(共9层)  2000年建塔楼  -,
富力新居 园林小区 精致小户型,单价19231元/平米,75,| 2室1厅 | 39平米 | 南 | 精装,中楼层(共9层)  1993年建塔楼  -,
芳园居 安静户型正式三房 环境绿化高,单价11628元/平米,100,| 3室2厅 | 86平米 | 西 | 简装,高楼层(共9层)  1998年建塔楼  -,
芳村大道东散盘 地铁沿线 宁静小区,单价12180元/平米,95,| 2室2厅 | 78平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
西关尚品 采光一流 保养好,单价20732元/平米,85,| 1室0厅 | 41平米 | 东南 | 其他,高楼层(共18层)  2001年建塔楼  -,
岭南湾畔 望花园单位 精致舒适两房,单价32942元/平米,280,| 2室1厅 | 85平米 | 东北 | 其他,低楼层(共32层)  2010年建塔楼  -,
黄沙后道中层两房单位 大院管理 靠近地铁,单价18739元/平米,98,| 2室2厅 | 52.3平米 | 东南 | 简装,中楼层(共6层)  塔楼  -,
东鹏花园 精致小两房 投资首选,单价15218元/平米,70,| 2室1厅 | 46平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
金宇花园大型成熟小区，交通便利生活设施齐,单价12904元/平米,80,| 2室1厅 | 62平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
怡福花园 间隔方正1房 证够五年 免重税,单价14902元/平米,76,| 1室1厅 | 51平米 | 暂无数据 | 简装,中楼层(共9层)  1999年建塔楼  -,
城启晴轩三房出售,单价27273元/平米,270,| 3室2厅 | 99平米 | 南 | 其他,中楼层(共26层)  2003年建塔楼  -,
黄金广场 实用三房 价格超笋 不容错过,单价19627元/平米,210,| 3室2厅 | 107平米 | 暂无数据 | 其他,高楼层(共33层)  塔楼  -,
耀华北约 低层实用 南北对流 拒绝高楼梯,单价12236元/平米,110,| 2室1厅 | 89.9平米 | 南 | 简装,低楼层(共3层)  2001年建塔楼  -,
新丽苑广佛线龙溪站 广州证小高层花园小区,单价12281元/平米,70,| 2室1厅 | 57平米 | 暂无数据 | 其他,高楼层(共6层)  2000年建塔楼  -,
桥东小区 交通方便 配套完善,单价15422元/平米,128,| 2室2厅 | 83平米 | 东南 | 简装,低楼层(共9层)  1988年建塔楼  -,
珠岛花园 高层一房 方正实用 户型通透,单价12084元/平米,58,| 2室1厅 | 48平米 | 西南 | 简装,高楼层(共9层)  1995年建塔楼  -,
东浚荔景苑 地铁上盖 东南靓向 省级学位,单价27000元/平米,259.2,| 3室1厅 | 96平米 | 东 | 简装,低楼层(共43层)  1998年建塔楼  -,
侨康大厦 实用2房 临近上下九,单价32099元/平米,260,| 2室1厅 | 81平米 | 西南 | 其他,中楼层(共22层)  2016年建塔楼  -,
桥东小区 地铁沿线 格局方正,单价16495元/平米,160,| 2室2厅 | 97平米 | 西南 | 简装,低楼层(共9层)  1995年建塔楼  -,
府前阁 过五唯一 南向单位 投资首选,单价16785元/平米,57,| 1室1厅 | 33.96平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
荔港南湾 实用望江三房 带省一级学位,单价26531元/平米,260,| 3室2厅 | 98平米 | 西北 | 其他,中楼层(共34层)  2008年建塔楼  -,
文昌花苑高层两房 间隔方正 地铁上盖,单价22581元/平米,140,| 2室1厅 | 62平米 | 东 | 其他,中楼层(共32层)  2000年建塔楼  -,
南源花源  东北向 实用三房,单价24057元/平米,255,| 3室2厅 | 106平米 | 东北 | 精装,高楼层(共17层)  1998年建塔楼  -,
周门街 实用两房 环境安静,单价19167元/平米,115,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共9层)  1990年建塔楼  -,
陈家祠地铁地段,单价34334元/平米,103,| 2室1厅 | 30平米 | 东南 | 精装,中楼层(共8层)  塔楼  -,
恒荔湾畔 地铁1号线 大三房东南向带主套,单价35295元/平米,420,| 3室2厅 | 119平米 | 东南 | 精装,高楼层(共31层)  2008年建塔楼  -,
骏业阁 地铁沿线上盖 采光通风一流,单价27068元/平米,360,| 3室2厅 | 133平米 | 东 | 简装,高楼层(共25层)  2008年建塔楼  -,
金鹤苑 正规两房 厅出阳台 居家装修,单价20690元/平米,120,| 2室1厅 | 58平米 | 东南 | 精装,低楼层(共9层)  1998年建塔楼  -,
西华路桃源小区低层两房出售,单价21154元/平米,110,| 2室1厅 | 52平米 | 东 | 简装,低楼层(共9层)  1991年建塔楼  -,
园中园小区 低层两房 房出阳台 间隔方正,单价19673元/平米,120,| 2室1厅 | 61平米 | 暂无数据 | 简装,低楼层(共9层)  1990年建塔楼  -,
环翠园楼梯低层三房出售,单价15682元/平米,138,| 3室1厅 | 88平米 | 南 | 简装,低楼层(共9层)  1994年建塔楼  -,
鹤苑小区 实用3房 沙涌地铁站上盖,单价20000元/平米,170,| 3室2厅 | 85平米 | 南 | 简装,低楼层(共9层)  1995年建塔楼  -,
十八甫北路中层三房单位 楼龄新 全明屋,单价19000元/平米,190,| 3室2厅 | 100平米 | 北 | 简装,低楼层(共10层)  塔楼  -,
怡康苑 位置好 交通便利,单价19299元/平米,110,| 1室1厅 | 57平米 | 南 | 简装,中楼层(共30层)  2000年建塔楼  -,
龙锦大厦 商住两用 不限购 小区管理,单价18479元/平米,85,| 1室0厅 | 46平米 | 西 | 简装,中楼层(共31层)  2000年建塔楼  -,
邦华星际广场 电梯精装四室 全新,带租约,单价21429元/平米,180,| 4室1厅 | 84平米 | 南 | 其他,高楼层(共22层)  塔楼  -,
芳村大道东 低层楼梯房,单价12400元/平米,93,| 2室1厅 | 75平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
桥东大厦 超笋盘 实用3房 保养新,单价15790元/平米,150,| 2室1厅 | 95平米 | 东南 | 其他,高楼层(共23层)  1996年建塔楼  -,
陈家祠附近 三房 地铁上盖 厅出阳台,单价38017元/平米,460,| 3室2厅 | 121平米 | 西南 | 其他,中楼层(共19层)  2004年建塔楼  -,
光复中路 中层五楼 三房大阳台 间隔实用,单价25807元/平米,240,| 3室2厅 | 93平米 | 南 | 简装,中楼层(共9层)  1985年建塔楼  -,
文昌花园 舒适三房 地铁沿线上盖,单价26437元/平米,230,| 3室1厅 | 87平米 | 东 | 简装,高楼层(共32层)  2000年建塔楼  -,
石路基 方正两房 中层 省级学位,单价27273元/平米,120,| 2室1厅 | 44平米 | 西北 | 其他,中楼层(共9层)  塔楼  -,
桥东大厦 三房带主套 地铁沿线,单价15711元/平米,200,| 3室2厅 | 127.3平米 | 东南 | 简装,中楼层(共23层)  1996年建塔楼  -,
汇城花园 低层单位 望花园 配套齐全,单价19864元/平米,145,| 2室1厅 | 73平米 | 南 | 简装,低楼层(共7层)  2000年建塔楼  -,
桃源街 旺中带静  近地铁口,单价21740元/平米,150,| 2室1厅 | 69平米 | 东南 | 简装,中楼层(共9层)  1991年建塔楼  -,
广雅后街 底层方正一房 带环市西路学位,单价22858元/平米,80,| 1室1厅 | 35平米 | 东北 | 其他,中楼层(共8层)  塔楼  -,
荔港南湾 实用小三房 简洁实用,单价26316元/平米,200,| 3室1厅 | 76平米 | 北 | 其他,高楼层(共33层)  2008年建塔楼  -,
