name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
苏堤东里  私产满五唯一  南北通透  采光好,单价23826元/平米,173,| 2室1厅 | 72.61平米 | 南 北 | 简装,高楼层(共6层)  1996年建板楼  -,
园荫里 采光充足 交通方便 学区房子,单价37910元/平米,280,| 1室1厅 | 73.86平米 | 南 | 其他,低楼层(共6层)  1998年建板楼  -,
兴盛里 户型方正 采光充足 配套齐全,单价21113元/平米,183,| 2室1厅 | 86.68平米 | 南 | 其他,高楼层(共8层)  1997年建板楼  -,
水乡三期 H户型 精装修 黄金地段,单价39175元/平米,450,| 2室2厅 | 114.87平米 | 南 北 | 其他,低楼层(共15层)  2005年建板楼  -,
西昌里  交通便利  配套齐全 采光充足,单价19983元/平米,140,| 2室1厅 | 70.06平米 | 东 西 | 其他,高楼层(共6层)  1996年建板楼  -,
宜川北里 东西向的一室 地段繁华 交通便利,单价16159元/平米,70,| 1室1厅 | 43.32平米 | 北 | 其他,高楼层(共7层)  1995年建板楼  -,
公园北里 公产房 通透两室带小厅 明厨明卫,单价37069元/平米,215,| 2室1厅 | 58平米 | 南 北 | 精装,高楼层(共6层)  2001年建板楼  -,
双峰道 私产过五年 位置好 采光好,单价35903元/平米,150,| 1室1厅 | 41.78平米 | 南 | 其他,低楼层(共6层)  1990年建板楼  -,
宁乐里，单价低，观水上，看房方便。,单价15103元/平米,74,| 1室1厅 | 49平米 | 东 南 西 | 其他,高楼层(共6层)  1990年建板楼  -,
淦江东里 紧邻地铁 婚房首选 采光无遮挡,单价14546元/平米,80,| 2室1厅 | 55平米 | 西 北 | 其他,高楼层(共6层)  199年建板楼  -,
保利国际博朗园黄金楼层采光好房龄新,单价25206元/平米,190,| 1室1厅 | 75.38平米 | 东 | 其他,高楼层(共27层)  2013年建板楼  -,
华苑绮华里 楼王位置 双阳台 小区中心,单价31790元/平米,300,| 2室1厅 | 94.37平米 | 南 北 | 简装,高楼层(共6层)  2002年建板楼  -,
中海御湖翰苑 精装修 交通便利 采光好,单价15218元/平米,70,| 1室1厅 | 46平米 | 南 | 其他,低楼层(共20层)  2010年建板楼  -,
晋宁北里 稀缺三楼  总价低  税费低 采光好,单价28838元/平米,62,| 1室1厅 | 21.5平米 | 南 | 其他,中楼层(共5层)  1983年建板楼  -,
白堤东里两室 重点学区 婚房+落户,单价19358元/平米,100,| 2室1厅 | 51.66平米 | 东 西 | 简装,高楼层(共6层)  1985年建板楼  -,
康达尚郡   两室两厅 成熟社区 交通便利,单价18185元/平米,245,| 2室1厅 | 134.73平米 | 南 北 | 其他,低楼层(共17层)  2005年建板楼  -,
苏堤西里 全明户型 倒H户型 东西通透,单价11539元/平米,75,| 2室1厅 | 65平米 | 东 西 | 简装,高楼层(共6层)  1993年建板楼  -,
九州国际 中间楼层 精装修 全阳两居,单价40817元/平米,400,| 2室1厅 | 98平米 | 西南 | 精装,中楼层(共34层)  2010年建板楼  -,
融汇北苑 满两年 学区房 临地铁 银角户型,单价44445元/平米,400,| 2室1厅 | 90平米 | 南 西 | 其他,低楼层(共41层)  2014年建板楼  -,
宁乐里，生活完善，户型好，出行便利,单价24303元/平米,61,| 1室1厅 | 25.1平米 | 南 | 其他,高楼层(共6层)  1990年建板楼  -,
居华里  通透两居室   交通便利 阳光充足,单价22292元/平米,185,| 2室1厅 | 82.99平米 | 南 北 | 其他,高楼层(共6层)  1997年建板楼  -,
久轩家园 3室 南北通透 交通便捷 诚心出售,单价21429元/平米,210,| 2室1厅 | 98平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
瑞丽园 2室2厅 400万,单价36698元/平米,400,| 2室2厅 | 109平米 | 南 北 | 其他,低楼层(共6层)  2004年建板楼  -,
竹华里 3室1厅 290万,单价24840元/平米,290,| 3室1厅 | 116.75平米 | 南 | 其他,中楼层(共11层)  2003年建板楼  -,
紫云里 2室1厅 102万,单价17715元/平米,102,| 2室1厅 | 57.58平米 | 南 | 其他,高楼层(共6层)  1984年建板楼  -,
雅安东里 2室1厅 105万,单价17648元/平米,105,| 2室1厅 | 59.5平米 | 南 北 | 其他,高楼层(共6层)  1986年建板楼  -,
安华里 3室1厅 300万,单价28302元/平米,300,| 3室1厅 | 106平米 | 南 北 | 其他,高楼层(共11层)  1997年建板楼  -,
金川里 2室1厅 107万,单价17834元/平米,107,| 2室1厅 | 60平米 | 南 北 | 其他,低楼层(共6层)  1994年建板楼  -,
艺术公寓 低楼层 交通便利 地段繁华,单价22973元/平米,145,| 1室1厅 | 63.12平米 | 东北 | 精装,低楼层(共32层)  2011年建塔楼  -,
中海御湖翰苑 电梯房 交通便利 视野开阔,单价10870元/平米,50,| 1室0厅 | 46平米 | 北 | 其他,中楼层(共31层)  2010年建板楼  -,
雅园里 2室1厅 135万,单价21684元/平米,135,| 2室1厅 | 62.26平米 | 东 南 | 其他,高楼层(共6层)  1998年建板楼  -,
盛达园 3室2厅 550万,单价39569元/平米,550,| 3室2厅 | 139平米 | 南 北 | 其他,中楼层(共13层)  2004年建板楼  -,
阳光壹佰西园 2室2厅 275万,单价29570元/平米,275,| 2室2厅 | 93平米 | 东 西 | 其他,中楼层(共11层)  2007年建板楼  -,
华宁南里 3室1厅 180万,单价23710元/平米,180,| 3室1厅 | 75.92平米 | 南 北 | 其他,中楼层(共6层)  1982年建板楼  -,
南江东里 2室1厅 150万,单价21740元/平米,150,| 2室1厅 | 69平米 | 东 西 | 其他,高楼层(共6层)  1987年建板楼  -,
日环里 2室1厅 130万,单价32387元/平米,130,| 2室1厅 | 40.14平米 | 东 | 其他,低楼层(共7层)  1989年建板楼  -,
地环里 2室1厅 170万,单价26154元/平米,170,| 2室1厅 | 65平米 | 东 南 | 其他,高楼层(共7层)  1988年建板楼  -,
濠景国际  黄金地段 落户南开,单价19491元/平米,85,| 1室0厅 | 43.61平米 | 北 | 其他,中楼层(共16层)  2005年建板楼  -,
阳光壹佰北园 2室1厅 240万,单价24078元/平米,240,| 2室1厅 | 99.68平米 | 西 | 其他,低楼层(共28层)  1990年建板楼  -,
平定里 2室1厅 140万,单价18667元/平米,140,| 2室1厅 | 75平米 | 东 西 | 其他,高楼层(共6层)  1999年建板楼  -,
金宇里 1室1厅 118万,单价25027元/平米,118,| 1室1厅 | 47.15平米 | 南 北 | 其他,低楼层(共6层)  1985年建板楼  -,
同安里 2室1厅 260万,单价34059元/平米,260,| 2室1厅 | 76.34平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
沱江里 2室1厅 160万,单价26667元/平米,160,| 2室1厅 | 60平米 | 南 北 | 其他,高楼层(共6层)  1993年建板楼  -,
程华里 3室1厅 380万,单价27445元/平米,380,| 3室1厅 | 138.46平米 | 南 北 | 其他,中楼层(共6层)  2002年建板楼  -,
竹华里 3室1厅 318万,单价27057元/平米,318,| 3室1厅 | 117.53平米 | 南 北 | 其他,高楼层(共11层)  2003年建板楼  -,
华章里 3室2厅 275万,单价26700元/平米,275,| 3室2厅 | 103平米 | 南 北 | 其他,高楼层(共6层)  1991年建板楼  -,
欣居园 2室2厅 183万,单价19990元/平米,183,| 2室2厅 | 91.55平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
红医里 2室2厅 300万,单价34444元/平米,300,| 2室2厅 | 87.1平米 | 东南 | 其他,中楼层(共6层)  1994年建板楼  -,
长江里 2室1厅 150万,单价32968元/平米,150,| 2室1厅 | 45.5平米 | 南 北 | 其他,中楼层(共5层)  1980年建板楼  -,
云华里 3室2厅 370万,单价25767元/平米,370,| 3室2厅 | 143.6平米 | 南 北 | 其他,高楼层(共13层)  2002年建板楼  -,
桦林园 2室1厅 260万,单价28889元/平米,260,| 2室1厅 | 90平米 | 东 东南 | 其他,高楼层(共6层)  1999年建板楼  -,
水郡花园 3室2厅 400万,单价30770元/平米,400,| 3室2厅 | 130平米 | 南 北 | 其他,高楼层(共29层)  2006年建板楼  -,
世纪花园 交通便利 视野好 配套成熟,单价20470元/平米,305,| 3室1厅 | 149平米 | 东 西 | 其他,高楼层(共7层)  2001年建板楼  -,
三潭东里 企业产 三室一厅 黄金四楼 学区房,单价16280元/平米,140,| 3室1厅 | 86平米 | 东 北 | 其他,中楼层(共7层)  1990年建板楼  -,
盈江西里 后期税费低 单价合理 东西通透,单价11089元/平米,75,| 2室1厅 | 67.64平米 | 东 西 | 精装,高楼层(共6层)  1999年建板楼  -,
水云花园 临水上公园 通透三居 改善房源,单价18759元/平米,272,| 3室1厅 | 145平米 | 东 西 北 | 简装,高楼层(共5层)  2002年建板楼  -,
如意大厦 精装两室 中间楼层 视野无遮挡,单价28432元/平米,220,| 3室0厅 | 77.38平米 | 西北 | 其他,低楼层(共23层)  2007年建板楼  -,
颂禹里 公产房 次顶层 采光充足 视野开阔,单价23985元/平米,180,| 3室1厅 | 75.05平米 | 东 西 | 简装,高楼层(共6层)  1992年建板楼  -,
桦林园 2室1厅 260万,单价28889元/平米,260,| 2室1厅 | 90平米 | 东 东南 | 其他,高楼层(共6层)  1999年建板楼  -,
白堤东里 高楼层 采光好 企业产 出行方便,单价25366元/平米,52,| 1室1厅 | 20.5平米 | 南 | 其他,高楼层(共6层)  1985年建板楼  -,
怡园里精装2室 南北通透 适合居家,单价18238元/平米,180,| 2室2厅 | 98.7平米 | 南 北 | 精装,高楼层(共6层)  2003年建板楼  -,
华章里  全明户型  企业产  通风条件好,单价28313元/平米,125,| 2室2厅 | 44.15平米 | 东 西 | 简装,中楼层(共7层)  1991年建板楼  -,
凤园南里 私产房  双阳中单 采光好,单价21923元/平米,130,| 2室1厅 | 59.3平米 | 南 | 其他,高楼层(共6层)  1986年建板楼  -,
高大上十华里大两室 价格便宜婚房不错选择,单价14933元/平米,120,| 2室2厅 | 80.36平米 | 东 南 | 其他,高楼层(共18层)  2005年建板楼  -,
水郡花园 3室2厅 400万,单价30770元/平米,400,| 3室2厅 | 130平米 | 南 北 | 其他,高楼层(共29层)  2006年建板楼  -,
奥林匹克村 3室1厅 450万,单价27465元/平米,450,| 3室1厅 | 163.85平米 | 南 西 北 | 其他,低楼层(共25层)  2004年建板楼  -,
凤园南里 2室1厅 195万,单价25514元/平米,195,| 2室1厅 | 76.43平米 | 东 西 | 精装,高楼层(共6层)  1998年建板楼  -,
悦府家园 2室1厅 450万,单价50000元/平米,450,| 2室1厅 | 90平米 | 南 | 其他,低楼层(共19层)  2012年建板楼  -,
朝园里 五马路学区房 楼层低 配套完全,单价23667元/平米,142,| 2室1厅 | 60平米 | 西北 | 其他,低楼层(共6层)  1992年建板楼  -,
荣迁东里  配套齐全   南北通透   视野通透,单价32149元/平米,180,| 2室1厅 | 55.99平米 | 南 北 | 其他,低楼层(共6层)  1987年建板楼  -,
林苑东里 经典户型 视野开阔 配套成熟,单价17674元/平米,72,| 2室1厅 | 40.74平米 | 南 北 | 其他,高楼层(共7层)  1999年建板楼  -,
保山北里 南北通透 金角全明 双阳户型,单价24075元/平米,260,| 2室2厅 | 108平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
招商钻石山 精装复式 拎包入住 漂亮 舒适 阳光,单价22759元/平米,132,| 1室1厅 | 58平米 | 东 | 其他,中楼层(共22层)  2014年建板楼  -,
金庄公寓 精装三室 通透户型 前后无遮挡,单价24286元/平米,340,| 3室2厅 | 140平米 | 南 北 | 其他,高楼层(共5层)  2001年建板楼  -,
居祥南里 设施齐全 交通便利  两室朝东,单价17832元/平米,98,| 2室1厅 | 54.96平米 | 东 | 其他,中楼层(共6层)  1992年建板楼  -,
永基花园 2室1厅 200万,单价28986元/平米,200,| 2室1厅 | 69平米 | 西南 | 其他,中楼层(共30层)  1997年建  -,
晴川花园 2室2厅 308万,单价33680元/平米,308,| 2室2厅 | 91.45平米 | 南 北 | 其他,低楼层(共27层)  2007年建板楼  -,
卧龙南里 2室1厅 100万,单价23810元/平米,100,| 2室1厅 | 42平米 | 东 西 | 其他,高楼层(共6层)  1985年建板楼  -,
金厦里 2室1厅 121万,单价16249元/平米,121,| 2室1厅 | 74.47平米 | 南 北 | 其他,高楼层(共8层)  1995年建板楼  -,
义兴南里 1室1厅 105万,单价23864元/平米,105,| 1室1厅 | 44平米 | 南 | 其他,中楼层(共7层)  1995年建板楼  -,
怀庆里 3室1厅 240万,单价26789元/平米,240,| 3室1厅 | 89.59平米 | 东 西 | 其他,中楼层(共7层)  1995年建板楼  -,
航天北里 阳面两室 不到顶 南开小学片,单价22500元/平米,135,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共6层)  1998年建板楼  -,
龙亭家园公寓 楼层低 采光好 黄金地段,单价25000元/平米,150,| 2室2厅 | 60平米 | 西 | 简装,低楼层(共20层)  2008年建塔楼  -,
沱江里 婚房装修 采光充足 交通便利,单价15646元/平米,97,| 2室1厅 | 62平米 | 东 西 | 其他,高楼层(共6层)  1993年建板楼  -,
钻石山 全阳一室 全新装修 可投资居家,单价45999元/平米,400,| 1室2厅 | 86.96平米 | 南 | 其他,高楼层(共43层)  2014年建板楼  -,
锦园里小两室 采光充足 视野开阔 业主诚售,单价20000元/平米,80,| 2室0厅 | 40平米 | 南 北 | 其他,高楼层(共6层)  1994年建板楼  -,
义兴南里 楼层好 交通便利 义兴里小学片,单价25476元/平米,67,| 1室1厅 | 26.3平米 | 东 | 其他,低楼层(共7层)  1995年建板楼  -,
卧龙南里 2室1厅 138万,单价33015元/平米,138,| 2室1厅 | 41.8平米 | 东 西 | 其他,中楼层(共6层)  1985年建板楼  -,
云阳西里 2室0厅 135万,单价21775元/平米,135,| 2室0厅 | 62平米 | 南 | 其他,中楼层(共6层)  1994年建板楼  -,
馨名园 3室2厅 450万,单价28482元/平米,450,| 3室2厅 | 158平米 | 南 北 | 其他,高楼层(共7层)  2000年建板楼  -,
林苑北里 2室1厅 155万,单价26424元/平米,155,| 2室1厅 | 58.66平米 | 南 北 | 其他,高楼层(共6层)  1986年建板楼  -,
嘉陵南里  南北通透  可贷款两居  学区房,单价17797元/平米,105,| 2室1厅 | 59平米 | 南 北 | 简装,高楼层(共6层)  1985年建板楼  -,
麦迪逊广场  紧邻地铁  商住两用适合做婚房,单价22193元/平米,245,| 2室1厅 | 110.4平米 | 南 北 | 其他,高楼层(共18层)  2005年建板楼  -,
长治里 采光充足 配套齐全 交通便利,单价24588元/平米,140,| 2室1厅 | 56.94平米 | 南 | 其他,高楼层(共5层)  1986年建板楼  -,
科贸时代 经典两室 东南金角 周边配套齐,单价14288元/平米,148,| 2室1厅 | 103.59平米 | 东南 | 其他,低楼层(共28层)  2009年建塔楼  -,
博雅轩人才公寓 采光充足 交通便利 南北通透,单价31054元/平米,395,| 2室1厅 | 127.2平米 | 南 北 | 其他,高楼层(共12层)  2006年建塔楼  -,
城厢嘉园  独栋别墅  通透户型 周边配套齐,单价38034元/平米,1800,| 7室3厅 | 473.27平米 | 南 北 | 其他,低楼层(共3层)  2010年建  -,
瑞泽园 3室2厅 350万,单价36001元/平米,350,| 3室2厅 | 97.22平米 | 南 北 | 其他,高楼层(共11层)  2003年建板楼  -,
易川里 2室1厅 75万,单价17322元/平米,75,| 2室1厅 | 43.3平米 | 南 北 | 其他,高楼层(共6层)  1990年建板楼  -,
水上温泉花园 4室1厅 600万,单价34953元/平米,600,| 4室1厅 | 171.66平米 | 南 北 | 其他,低楼层(共7层)  2002年建板楼  -,
安华里 2室1厅 258万,单价29409元/平米,258,| 2室1厅 | 87.73平米 | 南 北 | 其他,中楼层(共11层)  1997年建板楼  -,
风湖里 1室2厅 185万,单价22868元/平米,185,| 1室2厅 | 80.9平米 | 东南 | 其他,高楼层(共24层)  1993年建板楼  -,
宜君北里 1室1厅 65万,单价15854元/平米,65,| 1室1厅 | 41平米 | 南 北 | 其他,高楼层(共7层)  1999年建板楼  -,
广林园 2室2厅 350万,单价33687元/平米,350,| 2室2厅 | 103.9平米 | 南 北 | 其他,高楼层(共6层)  1998年建板楼  -,
风范新苑 4室2厅 600万,单价30151元/平米,600,| 4室2厅 | 199平米 | 南 北 | 其他,中楼层(共8层)  2000年建板楼  -,
咸阳北里 2室1厅 110万,单价16667元/平米,110,| 2室1厅 | 66平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
华阳里 2室1厅 130万,单价20457元/平米,130,| 2室1厅 | 63.55平米 | 西北 | 其他,高楼层(共6层)  1997年建板楼  -,
天华里 2室1厅 260万,单价28825元/平米,260,| 2室1厅 | 90.2平米 | 东南 | 其他,高楼层(共24层)  1998年建板楼  -,
华宁北里 1室0厅 45万,单价25540元/平米,45,| 1室0厅 | 17.62平米 | 南 | 其他,低楼层(共5层)  1987年建板楼  -,
日华里经典跃层 使用面积大140平 地铁房,单价36666元/平米,351,| 2室1厅 | 95.73平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
金禧园 2室2厅 200万,单价27398元/平米,200,| 2室2厅 | 73平米 | 南 北 | 其他,低楼层(共7层)  1998年建板楼  -,
林苑西里 2室1厅 158万,单价28099元/平米,158,| 2室1厅 | 56.23平米 | 南 北 | 其他,中楼层(共6层)  1998年建板楼  -,
保康里 阳面两居 南开中心小学片 采光极佳,单价16875元/平米,99,| 2室1厅 | 58.67平米 | 东 西 | 其他,高楼层(共6层)  1990年建板楼  -,
云阳西里 低楼层 交通便利 可开门脸,单价34483元/平米,200,| 2室1厅 | 58平米 | 南 北 | 简装,低楼层(共6层)  1994年建板楼  -,
林苑东里 采光好 小户型 拎包入住！,单价9822元/平米,55,| 2室1厅 | 56平米 | 南 | 其他,高楼层(共8层)  1999年建板楼  -,
康达尚郡 小面积户型 业主诚心出售,单价12632元/平米,48,| 1室1厅 | 38平米 | 北 | 简装,高楼层(共17层)  2005年建板楼  -,
宁乐里 正规大一室 紧邻水上 成熟社区,单价19063元/平米,61,| 1室1厅 | 32平米 | 南 | 其他,高楼层(共6层)  1990年建板楼  -,
乐至里 黄金3楼 满五唯一 诚心出售,单价19102元/平米,85,| 1室1厅 | 44.5平米 | 东 | 其他,中楼层(共6层)  1998年建板楼  -,
寿康里 私产房可贷款 黄金楼层 装修一般,单价57600元/平米,288,| 2室1厅 | 50平米 | 东 | 其他,低楼层(共7层)  1985年建板楼  -,
盈江西里 精装婚房 带厅 过渡首选 户型好,单价14424元/平米,45,| 1室1厅 | 31.2平米 | 西 | 其他,高楼层(共6层)  1999年建板楼  -,
