name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
翠湖山庄 实用三房 环境优美 配套成熟,单价32405元/平米,335,| 3室2厅 | 103.38平米 | 北 | 简装,中楼层(共31层)  1999年建塔楼  -,
广昌楼 精致两房 省级学位 邻近地铁,单价24194元/平米,150,| 2室2厅 | 62平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
城市假日花园，成熟小区，人气旺，交通便利,单价33044元/平米,380,| 4室1厅 | 115平米 | 南 | 其他,高楼层(共16层)  2007年建塔楼  -,
帝景苑 大师级设计水准，精心呈现品质感,单价40580元/平米,560,| 4室2厅 | 138平米 | 西北 | 简装,高楼层(共32层)  2000年建塔楼  -,
侨源山庄 3室2厅 270万,单价24546元/平米,270,| 3室2厅 | 110平米 | 南 | 其他,中楼层(共23层)  1998年建塔楼  -,
华景新城 安静两房 安静看花园,单价44304元/平米,350,| 2室1厅 | 79平米 | 北 | 精装,中楼层(共36层)  2006年建塔楼  -,
新城海滨花园S区 3室2厅 890万,单价65298元/平米,890,| 3室2厅 | 136.3平米 | 南 | 精装,中楼层(共15层)  1990年建塔楼  -,
中海花城湾 4室2厅 1290万,单价72472元/平米,1290,| 4室2厅 | 178平米 | 南 | 精装,中楼层(共30层)  2005年建塔楼  -,
手业主 装修保养不错 如果是投资是不错的,单价28572元/平米,60,| 1室0厅 | 21平米 | 西北 | 简装,高楼层(共19层)  2000年建塔楼  -,
禺东西路 翠雅苑 住家两房,单价28334元/平米,170,| 2室1厅 | 60平米 | 北 | 其他,低楼层(共27层)  2003年建塔楼  -,
棠德花园 南向两房 采光佳 户型正,单价17742元/平米,110,| 2室1厅 | 62平米 | 东南 | 简装,高楼层(共9层)  1997年建塔楼  -,
华景路 最实用的房源低于市场价位,单价27957元/平米,260,| 3室1厅 | 93平米 | 东南 | 简装,低楼层(共9层)  1990年建塔楼  -,
半山雍景苑 精装三房,单价29776元/平米,265,| 3室2厅 | 89平米 | 暂无数据 | 精装,低楼层(共18层)  2000年建塔楼  -,
售盘学位 天河公园 文景阁,单价27500元/平米,88,| 1室1厅 | 32平米 | 东 | 简装,高楼层(共19层)  2000年建塔楼  -,
六运小区 交通方便 拎包入住 随时看房,单价31250元/平米,300,| 3室2厅 | 96平米 | 南 | 其他,高楼层(共8层)  1993年建塔楼  -,
带省级学位 方正实用大两房 总价低少税,单价14667元/平米,110,| 2室1厅 | 75平米 | 暂无数据 | 其他,高楼层(共7层)  1995年建塔楼  -,
东圃一汽宿舍 黄金楼层 投资靓盘,单价14773元/平米,130,| 3室0厅 | 88平米 | 暂无数据 | 其他,低楼层(共9层)  1999年建塔楼  -,
金燕花园 近地铁 南北通透 采光好,单价19971元/平米,110,| 2室1厅 | 55.08平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
南向三房 厅出阳台 格局方正实用,单价21349元/平米,190,| 3室2厅 | 89平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
林和中路 天誉花园 精致四房自住加学位修,单价37289元/平米,660,| 4室2厅 | 177平米 | 西北 | 简装,中楼层(共30层)  2000年建塔楼  -,
精装正南向四房 方正实用 景观一流,单价78000元/平米,1599,| 4室2厅 | 205平米 | 南 | 其他,中楼层(共25层)  2005年建塔楼  -,
中兴花园 精致两层复式 四房两卫 方正实,单价26250元/平米,210,| 4室2厅 | 80平米 | 南 | 毛坯,低楼层(共12层)  1999年建塔楼  -,
中海璟晖华庭 稀缺大2房 安静送大平台,单价70787元/平米,630,| 2室2厅 | 89平米 | 北 | 精装,低楼层(共31层)  2007年建塔楼  -,
侨源山庄大房 南北对流！,单价22936元/平米,250,| 3室2厅 | 109平米 | 南 | 精装,低楼层(共23层)  1998年建塔楼  -,
昌乐园 户型方正 南北对流 安静小区,单价21000元/平米,126,| 2室1厅 | 60平米 | 南 | 精装,低楼层(共6层)  1994年建塔楼  -,
德荣小区 唯一在售东南向 电梯楼！！,单价34849元/平米,230,| 2室1厅 | 66平米 | 东南 | 其他,低楼层(共8层)  1995年建塔楼  -,
时代花生 二期  N＋1户型,单价29231元/平米,190,| 2室1厅 | 65平米 | 南 | 其他,低楼层(共18层)  2008年建塔楼  -,
帝景山庄 豪华装修别墅 时尚温馨,单价34911元/平米,1300,| 6室2厅 | 372.38平米 | 西南 | 毛坯,低楼层(共1层)  塔楼  -,
威尼国际公寓 不限购小户型 总价低回报高,单价21583元/平米,120,| 1室0厅 | 55.6平米 | 南 | 其他,高楼层(共31层)  塔楼  -,
橡树园 稀缺复式户型 使用率高,单价29070元/平米,125,| 1室1厅 | 43平米 | 西南 | 简装,中楼层(共16层)  2011年建塔楼  -,
海棠阁西座 办公装修,单价34483元/平米,400,| 2室1厅 | 116平米 | 南 | 其他,高楼层(共21层)  1998年建塔楼  -,
翠湖山庄 东南向 复式单位 业主诚心出售,单价35603元/平米,680,| 4室2厅 | 191平米 | 东南 | 精装,高楼层(共17层)  1999年建塔楼  -,
带天台花园，复式，地铁上盖,单价31747元/平米,600,| 4室2厅 | 189平米 | 东北 | 简装,高楼层(共28层)  2004年建塔楼  -,
南粤阁 华阳笋盘 交通便利,单价40861元/平米,380,| 2室2厅 | 93平米 | 北 | 其他,低楼层(共30层)  1998年建塔楼  -,
40号大院邻近广州东站,单价23562元/平米,172,| 3室1厅 | 73平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
保利心语 舒适三房 中层稀缺南向,单价65049元/平米,670,| 3室2厅 | 103平米 | 南 | 其他,低楼层(共32层)  2009年建塔楼  -,
观山苑 精装修3房 业主诚意出售,单价34906元/平米,370,| 3室2厅 | 106平米 | 南 | 精装,低楼层(共18层)  2010年建塔楼  -,
隽峰苑 全新未住 豪华五房 望珠江公园,单价50863元/平米,1180,| 5室2厅 | 232平米 | 东 | 其他,高楼层(共32层)  2008年建塔楼  -,
富力天河华庭 南向单位,单价47030元/平米,950,| 5室2厅 | 202平米 | 南 | 其他,低楼层(共30层)  2005年建塔楼  -,
近地铁 小区管理规范,单价28948元/平米,220,| 2室1厅 | 76平米 | 西北 | 其他,高楼层(共33层)  2006年建塔楼  -,
安骏大厦 标准三房 精装修,单价43512元/平米,570,| 3室2厅 | 131平米 | 南 | 精装,中楼层(共27层)  1999年建塔楼  -,
CBD尊贵园林会所豪宅 全新豪华配置,单价45813元/平米,930,| 3室2厅 | 203平米 | 暂无数据 | 精装,低楼层(共43层)  2007年建板楼  -,
骏汇大厦 地铁上盖 装修保养好 户型方正,单价26087元/平米,600,| 3室2厅 | 230平米 | 西北 | 精装,高楼层(共26层)  1997年建塔楼  -,
体育东路 华康小区 豪宅面积 厅出阳台,单价26000元/平米,421.2,| 4室2厅 | 162平米 | 东北 | 其他,中楼层(共8层)  1999年建塔楼  -,
金骏大厦 豪华装修复式 南向看珠江公园,单价38000元/平米,752.4,| 4室2厅 | 198平米 | 南 | 精装,高楼层(共15层)  1996年建塔楼  -,
侨怡苑 带省级学位 总价最低三房,单价48388元/平米,450,| 2室2厅 | 93平米 | 东 | 精装,高楼层(共7层)  1992年建塔楼  -,
金海安静小三房,单价41026元/平米,320,| 3室1厅 | 78平米 | 东 | 简装,中楼层(共10层)  2002年建塔楼  -,
粤海丽江花园豪华四房 南北对流 证过两年,单价64517元/平米,1800,| 4室2厅 | 279平米 | 南 | 精装,高楼层(共45层)  2011年建塔楼  -,
[满堂红链家]名门大厦 实用复式单位,单价27565元/平米,430,| 4室2厅 | 156平米 | 东北 | 简装,中楼层(共33层)  1997年建塔楼  -,
华景六期逸致居 超大豪宅 视线开阔无遮挡,单价28196元/平米,750,| 6室2厅 | 266平米 | 南 | 精装,高楼层(共31层)  1998年建塔楼  -,
小三房 漂亮方正 空气清新,单价31000元/平米,384.4,| 3室1厅 | 124平米 | 东 | 其他,中楼层(共14层)  1999年建塔楼  -,
公安宿舍 大院管理 环境安静,单价21380元/平米,155,| 2室2厅 | 72.5平米 | 东南 | 其他,中楼层(共8层)  1986年建塔楼  -,
濂泉路华南印刷厂大院 和大自然零距离,单价20880元/平米,190,| 4室2厅 | 91平米 | 东 | 简装,低楼层(共6层)  1987年建塔楼  -,
跑马地花园 采光良好 户型方正,单价22059元/平米,450,| 5室2厅 | 204平米 | 南 | 简装,高楼层(共32层)  1999年建塔楼  -,
市中心地标建筑 证够五年 豪装近地铁,单价31694元/平米,580,| 3室2厅 | 183平米 | 北 | 简装,高楼层(共38层)  2000年建塔楼  -,
买的就是大户型 图的就是省心好房好价格,单价26985元/平米,340,| 3室2厅 | 126平米 | 东 | 简装,低楼层(共27层)  1999年建塔楼  -,
品牌开发商 成熟配套 宁静舒适 居家首选,单价28206元/平米,220,| 2室2厅 | 78平米 | 北 | 简装,低楼层(共26层)  2001年建塔楼  -,
天诚广场 实用四房  间隔方正 诚意放卖,单价36232元/平米,500,| 4室2厅 | 138平米 | 东北 | 简装,中楼层(共24层)  1998年建塔楼  -,
侨林苑二期，带学位,单价61112元/平米,220,| 1室1厅 | 36平米 | 北 | 简装,低楼层(共22层)  2003年建塔楼  -,
西向两房 装修保养好 带省级学位,单价55422元/平米,460,| 2室2厅 | 83平米 | 西 | 精装,低楼层(共30层)  2011年建塔楼  -,
金燕花园 大三房 近双地铁,单价19768元/平米,170,| 3室1厅 | 86平米 | 南 | 简装,低楼层(共9层)  1999年建塔楼  -,
名门大厦 全新住家装修 双学位,单价37169元/平米,420,| 2室2厅 | 113平米 | 西 | 简装,中楼层(共33层)  1997年建塔楼  -,
星汇云锦 豪华三房 带省级学位,单价48297元/平米,950,| 3室2厅 | 196.7平米 | 西北 | 精装,低楼层(共41层)  2008年建塔楼  -,
新世界东逸花园 南向三房 学位房,单价52000元/平米,650,| 3室2厅 | 125平米 | 南 | 简装,高楼层(共23层)  2006年建塔楼  -,
嘉尚国际公寓 保养好 带省级学位,单价52128元/平米,245,| 1室1厅 | 47平米 | 西 | 精装,中楼层(共32层)  2009年建塔楼  -,
马赛国际公寓 方正三房 精装修 居家首选,单价36560元/平米,340,| 3室1厅 | 93平米 | 东 | 简装,高楼层(共33层)  2006年建塔楼  -,
白马花园 大2房 南北对流 总价低,单价17242元/平米,150,| 2室2厅 | 87平米 | 南 | 其他,中楼层(共7层)  1998年建塔楼  -,
龙岗东路3房 格局方正 采光好,单价16314元/平米,140,| 3室2厅 | 85.82平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
嘉逸花园南向一房一厅 采光好 环境优越,单价20005元/平米,95,| 2室1厅 | 47.49平米 | 南 | 其他,中楼层(共10层)  1995年建塔楼  -,
美林花园，园景小三房，安静不吵，满五唯一,单价39773元/平米,350,| 3室2厅 | 88平米 | 西南 | 其他,中楼层(共12层)  2004年建塔楼  -,
雅景园 安静小区 婚房首选 直接拎包入住,单价33334元/平米,270,| 3室1厅 | 81平米 | 东 | 精装,高楼层(共9层)  2009年建塔楼  -,
星汇园 双地铁花园小区 高层大三房,单价51938元/平米,670,| 3室2厅 | 129平米 | 东 | 精装,中楼层(共32层)  2002年建塔楼  -,
骏景花园 南向4房 望花园,单价36491元/平米,470,| 4室2厅 | 128.8平米 | 东南 | 简装,中楼层(共13层)  2000年建塔楼  -,
侨源新村 证够5年 地铁沿线 住家首选,单价17747元/平米,126,| 2室2厅 | 71平米 | 南 | 其他,中楼层(共10层)  1995年建塔楼  -,
伊顿18  厅出阳台 格局方正,单价50000元/平米,390,| 2室2厅 | 78平米 | 西北 | 简装,低楼层(共38层)  2004年建塔楼  -,
华江花园 方正两房 出门公交 配套齐全,单价32813元/平米,210,| 2室1厅 | 64平米 | 南 | 简装,中楼层(共9层)  2003年建塔楼  -,
尚东美御 楼层佳 采光好,单价47102元/平米,650,| 3室2厅 | 138平米 | 东 | 精装,高楼层(共32层)  2007年建塔楼  -,
华江花园 安静电梯小高层 通风采光好,单价34091元/平米,300,| 2室1厅 | 88平米 | 北 | 其他,高楼层(共9层)  2006年建塔楼  -,
星汇云锦 豪华大三房 带省级学位,单价43148元/平米,850,| 3室2厅 | 197平米 | 西北 | 精装,低楼层(共41层)  2008年建塔楼  -,
员村西街 诚居花园 精装三房 近地铁,单价24327元/平米,253,| 3室2厅 | 104平米 | 北 | 其他,低楼层(共9层)  1996年建塔楼  -,
东成花苑 实用三房 性价比超高 交通方便,单价20000元/平米,160,| 3室2厅 | 80平米 | 东南 | 简装,高楼层(共9层)  2011年建塔楼  -,
骏逸苑 电梯小高层 东向安静,单价40660元/平米,370,| 3室1厅 | 91平米 | 东北 | 其他,低楼层(共9层)  2000年建塔楼  -,
保利香槟 稀缺花园四房放售,单价60715元/平米,850,| 4室2厅 | 140平米 | 北 | 简装,低楼层(共29层)  2004年建塔楼  -,
紫荆小区海棠阁，“老牌”华阳学位,单价36843元/平米,280,| 2室1厅 | 76平米 | 北 | 简装,中楼层(共20层)  1998年建塔楼  -,
协和新世界低层两房 户型方正实用,单价52565元/平米,410,| 2室2厅 | 78平米 | 南 | 简装,低楼层(共32层)  2008年建塔楼  -,
骏景花园  户型方正,单价35212元/平米,500,| 4室1厅 | 142平米 | 南 | 简装,高楼层(共20层)  2000年建板楼  -,
天河峰景 近地铁 近市场 观景房,单价28161元/平米,245,| 3室1厅 | 87平米 | 西南 | 简装,低楼层(共32层)  2008年建塔楼  -,
地铁上盖 省级学位 稀缺复式,单价66439元/平米,485,| 1室1厅 | 73平米 | 东北 | 精装,中楼层(共26层)  2009年建塔楼  -,
方正四房 南北通透 送全屋家私家电,单价50000元/平米,835,| 4室2厅 | 167平米 | 南 | 毛坯,中楼层(共32层)  2008年建塔楼  -,
富力天河华庭 4室2厅 1000万,单价58480元/平米,1000,| 4室2厅 | 171平米 | 北 | 其他,高楼层(共26层)  2005年建塔楼  -,
骏景花园 高层望花园,单价30420元/平米,435,| 4室2厅 | 143平米 | 北 | 简装,中楼层(共13层)  2000年建塔楼  -,
天诚广场 实用南向三房 诚意放卖,单价39025元/平米,480,| 3室2厅 | 123平米 | 南 | 简装,高楼层(共25层)  1998年建塔楼  -,
办公装修 大两房 厅出大阳台,单价35000元/平米,311.5,| 2室1厅 | 89平米 | 西北 | 简装,中楼层(共30层)  2001年建塔楼  -,
西雅苑 天蕙阁 三房 华阳省级学位,单价40000元/平米,436,| 3室1厅 | 109平米 | 南 | 简装,低楼层(共28层)  1998年建塔楼  -,
珠江新城  誉峰园林花园小区,单价50000元/平米,1465,| 5室2厅 | 293平米 | 东南 | 精装,低楼层(共43层)  2007年建板楼  -,
骏景花园 精改装4房 大气豪华,单价34884元/平米,450,| 4室2厅 | 129平米 | 北 | 精装,低楼层(共12层)  2000年建塔楼  -,
宏景台华阳学位豪华装修,单价52178元/平米,780,| 3室2厅 | 149.49平米 | 东 | 其他,中楼层(共22层)  2005年建塔楼  -,
橡树园 三房出售 户型正 采光佳,单价23334元/平米,210,| 3室1厅 | 90平米 | 东南 | 其他,低楼层(共9层)  2011年建塔楼  -,
翠雅苑唯一可售高层中空复式楼，带天台花园,单价25000元/平米,600,| 5室2厅 | 240平米 | 暂无数据 | 其他,高楼层(共27层)  2003年建塔楼  -,
珠江新城 天銮天汇广场 豪华装修,单价75000元/平米,1987.5,| 5室2厅 | 265平米 | 暂无数据 | 精装,中楼层(共47层)  2013年建塔楼  -,
豪宅推荐 隽峰苑 配套齐全 交通便利,单价57292元/平米,1100,| 4室2厅 | 192平米 | 南 | 精装,高楼层(共32层)  2008年建塔楼  -,
新世界东逸花园 安静三房 学位房,单价42064元/平米,530,| 3室2厅 | 126平米 | 东北 | 精装,高楼层(共28层)  2003年建塔楼  -,
绿佳花园 正宗大三房 双阳台 保养好,单价17200元/平米,172,| 3室2厅 | 100平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
翠湖山庄 安静望花园 入读名校 住家首选,单价30000元/平米,255,| 2室2厅 | 85平米 | 东 | 简装,中楼层(共17层)  1999年建塔楼  -,
珠村富力花园 三房两厅 南北通透,单价15059元/平米,128,| 3室2厅 | 85平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
中山六院 临近地铁 配套成熟,单价20295元/平米,138,| 2室1厅 | 68平米 | 南 | 精装,中楼层(共8层)  1998年建塔楼  -,
朱美拉国际公寓 豪华一房一厅 投资首选,单价59375元/平米,380,| 1室1厅 | 64平米 | 西 | 精装,低楼层(共38层)  2009年建塔楼  -,
温馨小二房一厅 业主自住 保养好 免重税,单价23077元/平米,180,| 2室1厅 | 78平米 | 东北 | 其他,高楼层(共19层)  1994年建塔楼  -,
佳润临江上品 1室1厅 135万,单价30000元/平米,135,| 1室1厅 | 45平米 | 东 | 其他,低楼层(共27层)  2008年建塔楼  -,
赛拉维 安静电梯三房 格局方正 采光好,单价39060元/平米,457,| 3室2厅 | 117平米 | 东北 | 其他,低楼层(共30层)  2004年建塔楼  -,
太阳城新天地 保养好 温馨舒适,单价44865元/平米,830,| 4室2厅 | 185平米 | 西南 | 其他,低楼层(共31层)  2009年建塔楼  -,
中海璟晖二期 保养百分百好 东望珠江公园,单价56000元/平米,1162.56,| 4室2厅 | 207.6平米 | 东 | 精装,中楼层(共31层)  2007年建塔楼  -,
誉峰 豪宅出售 非常难得 静望珠江公园,单价54598元/平米,950,| 3室2厅 | 174平米 | 南 | 精装,高楼层(共41层)  2007年建板楼  -,
中铁盛德实用两房 间隔方正 温馨舒适,单价41667元/平米,350,| 2室2厅 | 84平米 | 东 | 其他,中楼层(共37层)  2013年建塔楼  -,
环宇花园 温馨两房 格局方正 南向户型,单价27344元/平米,175,| 2室1厅 | 64平米 | 东 | 简装,高楼层(共9层)  2000年建塔楼  -,
雅怡居 精致温馨两房,单价19513元/平米,80,| 2室1厅 | 41平米 | 南 | 简装,中楼层(共9层)  2000年建塔楼  -,
棠德花园 全新精装修 安静采光通风极佳,单价19532元/平米,125,| 2室1厅 | 64平米 | 北 | 其他,中楼层(共9层)  1997年建塔楼  -,
