name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
锦绣生态园春满园 大三房 送私人露台,单价12322元/平米,138,| 3室2厅 | 112平米 | 东北 | 精装,高楼层(共6层)  2001年建塔楼  -,
南国奥园 活跃3房 双地铁上盖 学位房,单价16773元/平米,265,| 3室2厅 | 158平米 | 南 | 简装,高楼层(共17层)  2006年建塔楼  -,
南国奥园 学区房 双地铁上盖,单价19000元/平米,247,| 3室2厅 | 130平米 | 东 | 其他,中楼层(共10层)  2006年建塔楼  -,
洛涛北区 黄金楼层 交通方便 近地铁,单价20000元/平米,160,| 3室2厅 | 80平米 | 北 | 其他,高楼层(共6层)  1999年建塔楼  -,
南国奥林匹克花园 地铁上盖 学区房,单价19355元/平米,240,| 3室2厅 | 124平米 | 东 | 精装,高楼层(共6层)  2006年建塔楼  -,
锦绣银湾 对流一线园景物业 中层靓装修,单价22609元/平米,260,| 3室2厅 | 115平米 | 暂无数据 | 简装,低楼层(共28层)  2007年建塔楼  -,
南北通透 采光通风好 户型方正,单价18549元/平米,115,| 3室2厅 | 62平米 | 北 | 其他,低楼层(共6层)  1999年建塔楼  -,
锦绣半岛东区楼王单位电梯高层三房一线江景,单价22400元/平米,280,| 3室2厅 | 125平米 | 北 | 其他,低楼层(共30层)  2009年建塔楼  -,
祈福新村C区 新净大三房 婚房首选首付低,单价12942元/平米,110,| 3室2厅 | 85平米 | 南 | 其他,中楼层(共4层)  1995年建塔楼  -,
番禺奥园冠军城 精装大三房,单价17343元/平米,248,| 3室2厅 | 143平米 | 南 | 其他,中楼层(共11层)  1990年建塔楼  -,
锦绣生态园三房 低价,单价15000元/平米,180,| 3室2厅 | 120平米 | 南 | 简装,低楼层(共6层)  2001年建塔楼  -,
南国奥园 学区房 中空大复式 地铁上盖,单价15470元/平米,280,| 5室2厅 | 181平米 | 北 | 其他,高楼层(共5层)  2006年建塔楼  -,
华南碧桂园 小高层楼王单位 业主诚售,单价18692元/平米,200,| 3室2厅 | 107平米 | 东 | 简装,中楼层(共7层)  2001年建塔楼  -,
祈福新村 南向一楼带花园 2房出售,单价17425元/平米,115,| 2室1厅 | 66平米 | 南 | 精装,低楼层(共4层)  1995年建塔楼  -,
星海园 交通便利 带天台 户型方正修改房,单价9566元/平米,110,| 3室2厅 | 115平米 | 南 | 简装,高楼层(共7层)  1999年建塔楼  -,
富豪山庄盛翠复式 南北对流 户型采光好,单价12677元/平米,360,| 6室2厅 | 284平米 | 南 | 其他,高楼层(共17层)  2013年建塔楼  -,
金业花园 倚翠豪庭150方双拼别墅,单价19868元/平米,300,| 4室2厅 | 151平米 | 东南 | 其他,低楼层(共1层)  1990年建  -,
新光城市花园 全新豪华花园别墅,单价50421元/平米,1800,| 5室3厅 | 357平米 | 南 | 毛坯,低楼层(共1层)  2012年建  -,
锦绣银湾 精装修江景房 居家首选物业修改,单价20313元/平米,260,| 3室2厅 | 128平米 | 南 | 其他,中楼层(共28层)  2007年建塔楼  -,
华南新城 大四房 南北对流 复式单位,单价16994元/平米,260,| 4室2厅 | 153平米 | 北 | 其他,低楼层(共11层)  2011年建塔楼  -,
锦绣半岛精装修五房，格局方正，望江中层,单价15818元/平米,133.2,| 5室2厅 | 84.21平米 | 东南 | 其他,中楼层(共28层)  2009年建塔楼  -,
祈福新村翠湖居 三房新装修 保养新净,单价14858元/平米,156,| 3室2厅 | 105平米 | 北 | 其他,高楼层(共6层)  1995年建塔楼  -,
侨联大街 近地铁 证过5年,单价8642元/平米,70,| 3室1厅 | 81平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
南浦岛 海龙湾 房新靓丽 大户型四房,单价21174元/平米,480,| 4室2厅 | 226.7平米 | 暂无数据 | 毛坯,高楼层(共11层)  2004年建塔楼  -,
南国奥园 顶楼复式 强势出售 保养良好,单价17500元/平米,280,| 5室2厅 | 160平米 | 南 | 简装,高楼层(共6层)  2006年建塔楼  -,
祈福新村B区豪宅带车库花园仅售320万,单价16280元/平米,350,| 5室2厅 | 215平米 | 北 | 简装,低楼层(共1层)  1995年建  -,
禺丰园楼龄新净 3房小区物业可做公积金,单价8792元/平米,80,| 3室1厅 | 91平米 | 西南 | 其他,高楼层(共6层)  塔楼  -,
锦绣半岛 江景豪宅 北向望江单位 毛坯房,单价14971元/平米,125,| 4室2厅 | 83.5平米 | 西北 | 其他,低楼层(共25层)  2009年建塔楼  -,
祈福新村湖景居 实用小三房 证过5年,单价13710元/平米,85,| 2室2厅 | 62平米 | 北 | 其他,中楼层(共4层)  1995年建塔楼  -,
番禺 市桥南 汇景大道邮电宿舍 便宜三房,单价7095元/平米,83,| 3室2厅 | 117平米 | 南 | 简装,高楼层(共8层)  2000年建塔楼  -,
奥园养生广场两房急售。笋到没朋友！！！！,单价9706元/平米,85,| 2室1厅 | 87.58平米 | 西南 | 其他,中楼层(共29层)  2012年建塔楼  -,
出售2室2厅,单价11858元/平米,83,| 2室2厅 | 70平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
江南新村 三房精装修 急卖,单价10000元/平米,96,| 3室0厅 | 96平米 | 南 | 简装,高楼层(共7层)  1998年建塔楼  -,
市桥新城区 番禺中心位置 南北对流,单价8000元/平米,60,| 3室1厅 | 75平米 | 南 | 其他,高楼层(共5层)  1993年建塔楼  -,
景楼大街 精装修 证过2年 框架结构,单价7597元/平米,79,| 3室2厅 | 104平米 | 北 | 其他,高楼层(共7层)  塔楼  -,
富昌花园 地铁房源，低楼层，格局方正,单价15000元/平米,63,| 1室1厅 | 42平米 | 北 | 其他,中楼层(共9层)  1995年建塔楼  -,
地铁口附近，首付底，实用两房,单价7767元/平米,80,| 2室2厅 | 103平米 | 南 | 其他,中楼层(共8层)  1998年建塔楼  -,
大面积三房 管理好出入方便,单价8640元/平米,108,| 4室2厅 | 125平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
广州雅居乐花园 灏湖居别墅 全新未住,单价50157元/平米,1600,| 5室3厅 | 319平米 | 南 | 其他,低楼层(共1层)  2010年建  -,
奥园养生广场两房急售。笋到没朋友！！！！,单价9827元/平米,85,| 2室1厅 | 86.5平米 | 东北 | 其他,中楼层(共29层)  2012年建塔楼  -,
祈福新村 E区 温馨两房 业主保养净新,单价13860元/平米,79,| 2室1厅 | 57平米 | 南 | 简装,低楼层(共3层)  1995年建塔楼  -,
喜运楼 入读市一级富都小学，星海中学。,单价10345元/平米,60,| 2室1厅 | 58平米 | 北 | 其他,中楼层(共7层)  1996年建塔楼  -,
广州雅居乐花园 保养新净 望园景,单价47170元/平米,1500,| 4室2厅 | 318平米 | 南 | 毛坯,低楼层(共1层)  2010年建  -,
碧桂园 96.9平 业主急卖,单价10836元/平米,105,| 3室2厅 | 96.9平米 | 南 | 毛坯,中楼层(共18层)  1998年建塔楼  -,
金城花园 中低楼层 小区优美宁静,单价12932元/平米,150,| 2室2厅 | 116平米 | 南 | 简装,中楼层(共8层)  1999年建塔楼  -,
大石乳芳园 精装修 温馨两房 楼层适中,单价11579元/平米,88,| 2室1厅 | 76平米 | 南 | 简装,中楼层(共7层)  1995年建塔楼  -,
低楼层精装两房 带学位,单价10274元/平米,75,| 2室2厅 | 73平米 | 南 | 其他,中楼层(共7层)  1993年建塔楼  -,
水韵精装两房 位置不错 中间楼层,单价14085元/平米,100,| 2室2厅 | 71平米 | 北 | 其他,低楼层(共17层)  2010年建塔楼  -,
祈福新村 青怡居 一楼南向三房,单价18824元/平米,160,| 3室2厅 | 85平米 | 南 | 其他,低楼层(共5层)  1995年建塔楼  -,
富丽家园 温馨三房 全新装修 南北通透,单价14546元/平米,120,| 3室1厅 | 82.5平米 | 南 | 其他,中楼层(共7层)  1995年建塔楼  -,
靓两房 装修保养一流 黄金地段 富昌花园,单价12500元/平米,85,| 2室1厅 | 68平米 | 西 | 简装,中楼层(共9层)  1995年建塔楼  -,
祈福新村蝶舞轩 保养好 采光充足,单价15738元/平米,96,| 2室2厅 | 61平米 | 南 | 精装,高楼层(共6层)  1995年建塔楼  -,
广州星河湾荟心园 3室2厅 350万,单价24648元/平米,350,| 3室2厅 | 142平米 | 南 | 精装,低楼层(共18层)  2001年建塔楼  -,
侨宫苑 2房低楼层 总价低,单价9660元/平米,85,| 2室1厅 | 88平米 | 南 | 其他,低楼层(共8层)  1996年建塔楼  -,
时光南北对流四房 带入户送车位 视野开阔,单价23810元/平米,400,| 4室2厅 | 168平米 | 南 | 简装,中楼层(共11层)  2010年建塔楼  -,
富丽家园 莲芳园 格居方正 采光好,单价12038元/平米,130,| 4室2厅 | 108平米 | 南 | 简装,高楼层(共8层)  1995年建塔楼  -,
富丽家园 莲芳园 格居方正 采光好,单价12038元/平米,130,| 5室2厅 | 108平米 | 南 | 简装,高楼层(共8层)  1995年建塔楼  -,
东方白云花园 三室两厅 近番禺广场地铁站,单价13000元/平米,156,| 3室2厅 | 120平米 | 南 | 其他,高楼层(共6层)  2002年建塔楼  -,
市桥地铁附近房源 侨联大街3房出售,单价11968元/平米,96,| 3室1厅 | 80.22平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
钟村怡乐园 黄金楼层3房,单价8878元/平米,68,| 3室2厅 | 76.6平米 | 南 | 其他,中楼层(共6层)  1999年建塔楼  -,
丽水湾 温馨四房 实用江景房,单价21101元/平米,230,| 4室2厅 | 109平米 | 北 | 其他,中楼层(共11层)  1995年建塔楼  -,
华侨城 精致2房 采光好 业主诚售,单价10313元/平米,89,| 2室2厅 | 86.3平米 | 北 | 简装,中楼层(共8层)  1996年建塔楼  -,
华南碧桂园 蓝天苑 豪华住宅,单价19926元/平米,532,| 5室2厅 | 267平米 | 东南 | 简装,高楼层(共6层)  2001年建塔楼  -,
市桥南 花样二期 价格便宜,单价22808元/平米,130,| 3室2厅 | 57平米 | 西北 | 其他,低楼层(共17层)  2005年建塔楼  -,
养生广场 公寓 商住两用 随时看房,单价13462元/平米,70,| 1室1厅 | 52平米 | 北 | 其他,中楼层(共29层)  2012年建塔楼  -,
美心花园 精装小两房 使用率高,单价10000元/平米,65,| 2室2厅 | 65平米 | 南 | 简装,低楼层(共7层)  1999年建塔楼  -,
富怡大厦方正大三房，繁华地段，采光一流,单价12948元/平米,123,| 3室2厅 | 95平米 | 南 | 其他,高楼层(共6层)  2001年建塔楼  -,
流金岁月毛坯四房 两个证 东南向平台单位,单价21769元/平米,160,| 4室2厅 | 73.5平米 | 南 | 其他,低楼层(共26层)  2009年建塔楼  -,
富丽家园 精装温馨房 拎包入住,单价12208元/平米,120,| 3室2厅 | 98.3平米 | 南 | 简装,中楼层(共8层)  1995年建塔楼  -,
自在城市花园 三房带主套 南向 户型方正,单价16311元/平米,168,| 3室2厅 | 103平米 | 南 | 精装,中楼层(共10层)  2004年建塔楼  -,
祈福新村 A区南向实用2房 带大花园,单价13433元/平米,90,| 2室2厅 | 67平米 | 南 | 其他,低楼层(共3层)  1995年建塔楼  -,
祈福新村C区 业主自住 少有南向双阳台,单价12638元/平米,115,| 3室2厅 | 91平米 | 南 | 简装,低楼层(共4层)  1995年建塔楼  -,
养生广场 两房户型 全新装修,单价16464元/平米,135,| 2室2厅 | 82平米 | 南 | 其他,中楼层(共29层)  2012年建塔楼  -,
丽江花园德字楼 实用2房,单价16418元/平米,110,| 2室2厅 | 67平米 | 西北 | 简装,低楼层(共16层)  2008年建塔楼  -,
百事佳 精致三房 居家首选,单价14108元/平米,158,| 3室2厅 | 112平米 | 北 | 其他,中楼层(共28层)  1995年建塔楼  -,
百丰楼 经典一房 装修保养好,单价12889元/平米,58,| 1室1厅 | 45平米 | 南 | 简装,高楼层(共8层)  1995年建塔楼  -,
金海岸聚湖，豪华装修，三房，拎包入住。,单价20298元/平米,205,| 3室2厅 | 101平米 | 北 | 其他,高楼层(共18层)  2002年建塔楼  -,
星河湾荟心园对流一线园景物业 中层靓装修,单价27660元/平米,520,| 3室2厅 | 188平米 | 南 | 其他,高楼层(共9层)  2001年建塔楼  -,
番禺区桥南街奥园养生广场精致一房,单价16389元/平米,59,| 1室1厅 | 36平米 | 南 | 其他,高楼层(共29层)  2012年建塔楼  -,
祈福新村C区 一楼带大花园 大三房修,单价13530元/平米,115,| 3室2厅 | 85平米 | 北 | 其他,低楼层(共4层)  1995年建塔楼  -,
水韵南湾 温馨2房 低价出售,单价11283元/平米,88,| 2室2厅 | 78平米 | 东南 | 其他,中楼层(共17层)  2010年建塔楼  -,
祥安大街 精装两房 学位房,单价9296元/平米,64,| 2室1厅 | 68.85平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
尚东尚筑 南向单位 业主诚心放售,单价17648元/平米,150,| 2室2厅 | 85平米 | 南 | 其他,高楼层(共18层)  2008年建塔楼  -,
精装修 居家温馨 环境好,单价12088元/平米,110,| 3室2厅 | 91平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
广州奥林匹克花园 南北对流 望泳池,单价18462元/平米,240,| 4室3厅 | 130平米 | 南 | 简装,高楼层(共6层)  2002年建塔楼  -,
中环品悦 小区配套齐全 邻近地铁,单价18990元/平米,188,| 3室2厅 | 99平米 | 南 | 其他,低楼层(共22层)  2013年建塔楼  -,
金城花园 舒适小区 绿化园林 带花园,单价15598元/平米,158,| 3室2厅 | 101.3平米 | 西南 | 其他,低楼层(共8层)  2000年建塔楼  -,
御院南向 精装3房 舒适小区,单价20000元/平米,220,| 3室2厅 | 110平米 | 北 | 简装,低楼层(共11层)  2005年建塔楼  -,
祈福新村C区 南向精致两房 保养新净,单价14828元/平米,86,| 2室1厅 | 58平米 | 南 | 简装,高楼层(共4层)  1995年建塔楼  -,
彩虹花园东区 2室1厅 75万,单价15757元/平米,75,| 2室1厅 | 47.6平米 | 南 | 简装,高楼层(共7层)  2000年建塔楼  -,
金口岸大厦 电梯房 干净整洁,单价15426元/平米,145,| 2室1厅 | 94平米 | 西南 | 简装,中楼层(共22层)  2003年建塔楼  -,
洛涛居南区 近地铁 带学位 实用三房,单价21177元/平米,180,| 3室2厅 | 85平米 | 东 | 简装,中楼层(共5层)  1999年建塔楼  -,
敏捷伊顿公馆 全新豪华装修 带地下室急售,单价21795元/平米,170,| 6室2厅 | 78平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
沙湾镇 东园新村 实用三房,单价7866元/平米,70,| 3室2厅 | 89平米 | 南 | 其他,低楼层(共7层)  1994年建塔楼  -,
今日丽舍 单身公寓采光好可望园景！,单价15000元/平米,54,| 1室1厅 | 36平米 | 北 | 简装,中楼层(共23层)  2004年建塔楼  -,
大东路 繁华地段 市桥的步行中心,单价7519元/平米,103,| 3室2厅 | 137平米 | 暂无数据 | 其他,高楼层(共7层)  塔楼  -,
大石 华贵大厦 证过五年 光线极好,单价10513元/平米,82,| 3室1厅 | 78平米 | 南 | 其他,高楼层(共9层)  1995年建塔楼  -,
番禺区市桥华侨城精致三房出售,单价9524元/平米,80,| 3室2厅 | 84平米 | 东南 | 其他,中楼层(共7层)  1996年建塔楼  -,
祈福新村山泉居东南向四房 风水楼王,单价19848元/平米,260,| 4室2厅 | 131平米 | 南 | 其他,高楼层(共6层)  2004年建板楼  -,
祈福新村晓峰园 大夫山畔三房,单价14019元/平米,150,| 3室2厅 | 107平米 | 北 | 简装,低楼层(共35层)  1995年建塔楼  -,
三房一厅 小区环境舒适 配套成熟,单价10000元/平米,110,| 3室2厅 | 110平米 | 南 | 其他,中楼层(共9层)  1996年建塔楼  -,
南国奥园 双地铁上盖 学位房 精致两房,单价22000元/平米,189.2,| 2室2厅 | 86平米 | 东 | 其他,中楼层(共5层)  2006年建塔楼  -,
祈福新村青怡精致大4房 光线通风好,单价12409元/平米,152,| 4室2厅 | 122.5平米 | 北 | 简装,中楼层(共5层)  1995年建塔楼  -,
水韵南湾 实用大两房 可改三房,单价11539元/平米,105,| 2室2厅 | 91平米 | 西北 | 其他,高楼层(共17层)  2010年建塔楼  -,
石桥新村 豪装大三房 近地铁,单价8096元/平米,85,| 3室2厅 | 105平米 | 南 | 简装,高楼层(共7层)  1995年建塔楼  -,
祈福新村海晴居 无敌景观 南向两房,单价17667元/平米,106,| 2室1厅 | 60平米 | 南 | 简装,高楼层(共6层)  1995年建塔楼  -,
东沙小区 东城学位房实用三房,单价8975元/平米,105,| 3室2厅 | 117平米 | 南 | 其他,中楼层(共6层)  1995年建塔楼  -,
祈福新村山泉居 南向一楼大两房大花园,单价20129元/平米,157,| 2室2厅 | 78平米 | 南 | 其他,低楼层(共6层)  2004年建板楼  -,
侨宫苑实用三房 南北对流,单价8756元/平米,95,| 3室2厅 | 108.5平米 | 南 | 其他,高楼层(共8层)  1996年建塔楼  -,
锦绣半岛 实用两房 户型方正,单价18605元/平米,160,| 2室2厅 | 86平米 | 南 | 毛坯,中楼层(共25层)  2009年建塔楼  -,
祈福新村月明轩 半山复式洋房 南北对流,单价14418元/平米,235,| 5室2厅 | 163平米 | 南 | 简装,高楼层(共6层)  1995年建塔楼  -,
如意花园 干净客厅宽敞明亮 南北对流,单价12255元/平米,125,| 3室2厅 | 102平米 | 南 | 简装,高楼层(共7层)  1993年建塔楼  -,
百里挑一风景优美南北对流就等你来入住修改,单价10477元/平米,110,| 3室2厅 | 105平米 | 西南 | 其他,高楼层(共6层)  2001年建塔楼  -,
满堂红链家华侨城生活小区小2房佳楼层出售,单价10145元/平米,70,| 2室1厅 | 69平米 | 南 | 简装,低楼层(共7层)  1996年建塔楼  -,
富丽家园 朝阳东路 地段繁华,单价11924元/平米,93,| 3室1厅 | 78平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
过两年小三房放租租售,单价14789元/平米,105,| 3室1厅 | 71平米 | 南 | 简装,中楼层(共7层)  1993年建塔楼  -,
西华园 普装三房 学位房,单价8038元/平米,86.8,| 3室2厅 | 108平米 | 南 | 简装,中楼层(共7层)  1997年建塔楼  -,
地铁上盖东海花园 精装三房南向看湖看江.,单价26596元/平米,250,| 3室2厅 | 94平米 | 南 | 简装,中楼层(共19层)  2003年建塔楼  -,
诺德名都 舒适大三房 清爽干净 配套完善,单价20000元/平米,306,| 4室2厅 | 153平米 | 东 | 毛坯,中楼层(共33层)  塔楼  -,
