name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
卫生厅大院 大院管理 黄金楼层可改小三房,单价28338元/平米,190,| 2室2厅 | 67.05平米 | 东 | 精装,中楼层(共8层)  1985年建塔楼  -,
实用温馨单位 配套完善,单价25000元/平米,130,| 1室0厅 | 52平米 | 南 | 其他,中楼层(共28层)  2000年建塔楼  -,
大德路 电梯一房一厅 带户口 投资房,单价22500元/平米,90,| 1室1厅 | 40平米 | 南 | 精装,中楼层(共12层)  1985年建塔楼  -,
解放中路 低楼层三楼 采光好,单价16892元/平米,65,| 1室1厅 | 38.48平米 | 西南 | 其他,中楼层(共5层)  塔楼  -,
环境安静 大院管理,单价25313元/平米,162,| 2室1厅 | 64平米 | 暂无数据 | 其他,中楼层(共9层)  1990年建塔楼  -,
建设五马路好世界公寓笋盘诚意出售,单价40000元/平米,144,| 1室0厅 | 36平米 | 东 | 简装,低楼层(共20层)  2006年建塔楼  -,
中层实用三房 交通方便,单价24737元/平米,188,| 3室1厅 | 76平米 | 西南 | 其他,中楼层(共6层)  塔楼  -,
全新装修 交通方便,单价29812元/平米,158,| 2室1厅 | 53平米 | 北 | 其他,中楼层(共8层)  塔楼  -,
建设新村实用2房生活方便 全新装修,单价28236元/平米,96,| 2室1厅 | 34平米 | 东南 | 其他,低楼层(共9层)  1990年建塔楼  -,
东华西路 低层两房 南向 入读名校,单价27050元/平米,165,| 2室1厅 | 61平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
淘金路 交通便利 近地铁,单价32071元/平米,248,| 3室1厅 | 77.33平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
越秀北路 低层一房 马赛克外墙,单价25883元/平米,88,| 1室1厅 | 34平米 | 西南 | 其他,中楼层(共9层)  1990年建塔楼  -,
国利大厦，电梯三房，方正实用，旺中带静。,单价26324元/平米,358,| 3室2厅 | 136平米 | 北 | 其他,高楼层(共30层)  2000年建塔楼  -,
建设四马 中层两房 南北对流,单价28000元/平米,114.8,| 1室1厅 | 41平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
两房低价出售,单价25000元/平米,140,| 2室1厅 | 56平米 | 西 | 其他,低楼层(共7层)  1990年建塔楼  -,
小石后街，成熟小区，人气旺，交通便利！,单价31633元/平米,155,| 2室1厅 | 49平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
文德雅轩 电梯两房 东南向,单价46667元/平米,350,| 2室1厅 | 75平米 | 东南 | 其他,低楼层(共24层)  2005年建塔楼  -,
中层两房低价出售,单价25067元/平米,188,| 2室2厅 | 75平米 | 南 | 其他,高楼层(共7层)  1995年建塔楼  -,
诗书路 豪华电梯三房 够五年唯一物业,单价23530元/平米,240,| 3室2厅 | 102平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
天成路小区 低层单位 间隔方正,单价20000元/平米,94,| 2室1厅 | 47平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
解放南路 实用两房 周边配套齐全,单价15334元/平米,92,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共9层)  1990年建塔楼  -,
东华西 低层精装实用大两房 过二年,单价41389元/平米,298,| 2室1厅 | 72平米 | 南 | 其他,低楼层(共9层)  1990年建塔楼  -,
东风西路 电梯正规一房 厅出阳台,单价26667元/平米,120,| 1室1厅 | 45平米 | 北 | 简装,高楼层(共16层)  1990年建塔楼  -,
水荫西约 大院管理 中低楼层,单价31250元/平米,150,| 2室1厅 | 48平米 | 西 | 毛坯,中楼层(共8层)  塔楼  -,
花苑大厦 户型方正 精装 中层望花园,单价30000元/平米,108,| 1室0厅 | 36平米 | 西 | 其他,高楼层(共20层)  1997年建塔楼  -,
文德广场 中层方正两房待售,单价30953元/平米,195,| 2室1厅 | 63平米 | 西 | 其他,中楼层(共29层)  2000年建塔楼  -,
时代YOU公寓 精装南向单身住宅,单价20041元/平米,98,| 1室0厅 | 48.9平米 | 南 | 精装,低楼层(共21层)  2006年建塔楼  -,
西门口地铁3分钟生活圈 全明单位,单价18810元/平米,158,| 2室2厅 | 84平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
省级学位 南北对流,实用小二房,单价41340元/平米,200,| 2室1厅 | 48.38平米 | 南 | 简装,高楼层(共7层)  塔楼  -,
惠福西路 中层实用三房 交通方便,单价28206元/平米,220,| 3室1厅 | 78平米 | 东 | 简装,中楼层(共9层)  塔楼  -,
小北御景 两房放售 省级学位,单价56863元/平米,290,| 2室1厅 | 51平米 | 南 | 其他,低楼层(共26层)  2008年建塔楼  -,
越秀上品轩 真正地铁上盖 豪装舒适两房,单价45239元/平米,380,| 2室1厅 | 84平米 | 西南 | 简装,中楼层(共31层)  2010年建塔楼  -,
青龙里小区 东川学位,单价38158元/平米,290,| 2室1厅 | 76平米 | 南 | 精装,低楼层(共9层)  塔楼  -,
位于黄田小区黄田一巷5号,单价22331元/平米,230,| 3室0厅 | 103平米 | 南 | 简装,低楼层(共9层)  1988年建塔楼  -,
建设四马路 中层两房 房改房,单价26356元/平米,140,| 2室1厅 | 53.12平米 | 南 | 毛坯,高楼层(共7层)  塔楼  -,
淘金花园三房 家私电器齐全,单价22808元/平米,260,| 3室1厅 | 114平米 | 东北 | 其他,中楼层(共18层)  1995年建塔楼  -,
大沙头 低层实用四房 三代同堂 乐也融融,单价25481元/平米,265,| 4室2厅 | 104平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
宝山大厦 地铁上盖 大户型出售,单价29911元/平米,335,| 3室2厅 | 112平米 | 东 | 其他,中楼层(共18层)  1997年建塔楼  -,
仁济南街中层带天台花园 豪华装修即住,单价21085元/平米,105,| 2室1厅 | 49.8平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
黄华路 电梯三房 证够五年 唯一物业,单价30842元/平米,330,| 3室1厅 | 107平米 | 西南 | 其他,低楼层(共25层)  1990年建塔楼  -,
东湖路 小户型出售,单价38542元/平米,185,| 1室1厅 | 48平米 | 西 | 其他,低楼层(共9层)  塔楼  -,
东风西路 低层实用两房 南北朝向,单价24039元/平米,125,| 2室2厅 | 52平米 | 南 | 简装,低楼层(共9层)  1987年建塔楼  -,
环市中路 南坑东 三房一厅 南北对流,单价20000元/平米,190,| 3室1厅 | 95平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
小北路方正两房笋价出售,单价31579元/平米,180,| 2室1厅 | 57平米 | 西南 | 简装,中楼层(共9层)  1983年建塔楼  -,
惠福西路 精选两房 送天台花园,单价20782元/平米,133,| 2室1厅 | 64平米 | 东 | 其他,高楼层(共6层)  塔楼  -,
波尔多庄园 中层精装修一房待售,单价44681元/平米,210,| 1室1厅 | 47平米 | 东 | 其他,中楼层(共22层)  2004年建塔楼  -,
实用三房 温馨单位 配套完善,单价29546元/平米,195,| 3室1厅 | 66平米 | 西 | 其他,低楼层(共3层)  塔楼  -,
白云楼高层2房仅售240万,单价30000元/平米,240,| 2室1厅 | 80平米 | 暂无数据 | 简装,高楼层(共25层)  1996年建塔楼  -,
豪华装修 地铁上盖 格局方正,单价40000元/平米,480,| 3室1厅 | 120平米 | 南 | 简装,高楼层(共25层)  1995年建塔楼  -,
省级学位 地铁上盖 格局方正,单价32528元/平米,175,| 2室1厅 | 53.8平米 | 南 | 简装,中楼层(共6层)  塔楼  -,
下塘西路 金麓山庄 实用两房,单价28572元/平米,200,| 2室1厅 | 70平米 | 东北 | 其他,中楼层(共9层)  2005年建塔楼  -,
第一津街 单位出售 西华路越秀区产权,单价22942元/平米,78,| 2室2厅 | 34平米 | 东 | 其他,低楼层(共9层)  1994年建塔楼  -,
交通方便，近地铁三房一厅出售,单价46053元/平米,350,| 3室1厅 | 76平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
东华东路 房改两房 培正学位,单价38096元/平米,240,| 2室1厅 | 63平米 | 暂无数据 | 其他,低楼层(共9层)  塔楼  -,
东风东路 粤剧大院 安静舒适,单价36145元/平米,300,| 2室2厅 | 83平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
地铁上盖 标准两房 格局方正,单价34329元/平米,230,| 2室2厅 | 67平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
金麓山庄 实用三房 小区管理,单价29070元/平米,250,| 3室2厅 | 86平米 | 西南 | 其他,中楼层(共9层)  2005年建塔楼  -,
省级学位 地铁上盖 南北对流,单价29662元/平米,175,| 2室2厅 | 59平米 | 南 | 其他,高楼层(共9层)  1986年建塔楼  -,
海珠中路 底层两房 通风采光,单价21429元/平米,150,| 2室2厅 | 70平米 | 东北 | 其他,低楼层(共9层)  1985年建塔楼  -,
三元里大道  实用两房  低楼层,单价12917元/平米,93,| 2室2厅 | 72平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
金麓山庄 东向正规一房一厅 居住环境舒适,单价30000元/平米,126,| 1室1厅 | 42平米 | 东 | 其他,中楼层(共9层)  2005年建塔楼  -,
环市东路小区 近地铁 居住适宜,单价36843元/平米,280,| 3室1厅 | 76平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
豪贤苑 电梯两房,单价35607元/平米,235,| 2室1厅 | 66平米 | 西北 | 其他,高楼层(共30层)  2000年建塔楼  -,
东山水恋 地铁沿线 花园小区 电梯两房,单价50000元/平米,405,| 2室1厅 | 81平米 | 北 | 精装,中楼层(共31层)  2007年建塔楼  -,
嘉和苑 方正大三房 望流花湖公 交通便利,单价32331元/平米,430,| 3室2厅 | 133平米 | 北 | 其他,高楼层(共22层)  2003年建塔楼  -,
寺贝通津 低层两房 证过五年唯一,单价36950元/平米,140,| 2室1厅 | 37.89平米 | 东北 | 其他,低楼层(共3层)  塔楼  -,
菜园西路两房出售,单价35715元/平米,200,| 2室2厅 | 56平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
菜园东路 中山二路 重点学位,单价31819元/平米,140,| 2室1厅 | 44平米 | 南 | 其他,中楼层(共8层)  1995年建塔楼  -,
省级学位 地铁上盖 格局方正,单价64656元/平米,750,| 3室2厅 | 116平米 | 南 | 其他,高楼层(共33层)  2000年建塔楼  -,
建设二马路 入读名校 证过5年,单价26924元/平米,210,| 2室2厅 | 78平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
广九大马路 低层东南向实用两房 地铁旁,单价25000元/平米,150,| 2室1厅 | 60平米 | 东北 | 其他,中楼层(共8层)  塔楼  -,
东方花苑 电梯两房 生活方便 周边配套成,单价26163元/平米,225,| 2室1厅 | 86平米 | 西北 | 其他,中楼层(共27层)  1994年建塔楼  -,
大德路 精装两房 带天台花园,单价20455元/平米,90,| 2室1厅 | 44平米 | 东北 | 其他,高楼层(共8层)  塔楼  -,
惠福西路 小面积一房 稀有放卖,单价17253元/平米,53,| 1室1厅 | 30.72平米 | 南 | 其他,高楼层(共6层)  塔楼  -,
东川路 黄金楼层 安静三房 双阳台,单价32778元/平米,295,| 3室1厅 | 90平米 | 南 | 其他,中楼层(共9层)  1990年建塔楼  -,
金麓山庄 实用两房 总价低,单价20000元/平米,140,| 2室1厅 | 70平米 | 北 | 简装,高楼层(共9层)  1997年建塔楼  -,
三元里大道 瑶台花园 近地铁 间隔方正,单价13014元/平米,95,| 2室1厅 | 73平米 | 北 | 其他,高楼层(共8层)  1996年建塔楼  -,
农林下路小户型学区房出售,单价51429元/平米,180,| 2室1厅 | 35平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
地质大院 原三房改两房 安静宜居 南北通,单价39081元/平米,340,| 2室1厅 | 87平米 | 南 | 其他,中楼层(共8层)  1998年建塔楼  -,
下塘新村中层2房仅售130万,单价22808元/平米,130,| 2室1厅 | 57平米 | 暂无数据 | 简装,中楼层(共9层)  1993年建塔楼  -,
御东和府 电梯一房 精装修,单价49982元/平米,271,| 1室1厅 | 54.22平米 | 西 | 其他,中楼层(共30层)  2008年建塔楼  -,
临近地铁 实用两房 采光一流,单价28156元/平米,290,| 2室1厅 | 103平米 | 西北 | 精装,中楼层(共28层)  2002年建塔楼  -,
装修漂亮 大两房 近地铁,单价28788元/平米,190,| 2室1厅 | 66平米 | 东南 | 其他,中楼层(共9层)  1995年建塔楼  -,
文德路  旺中带静 交通便利,单价28572元/平米,120,| 2室1厅 | 42平米 | 东 | 其他,高楼层(共9层)  1990年建塔楼  -,
东兴小区 超高利用率小三房 过五年,单价28383元/平米,193,| 3室1厅 | 68平米 | 东南 | 简装,低楼层(共9层)  1995年建塔楼  -,
国龙大厦 实用三房 光线一流 看房方便,单价23047元/平米,295,| 3室1厅 | 128平米 | 东北 | 其他,中楼层(共29层)  2005年建塔楼  -,
东风东路 梅花路设计大院 重点学位,单价38889元/平米,280,| 2室1厅 | 72平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
泰康城广场电梯三房出售,单价23953元/平米,400,| 3室2厅 | 167平米 | 南 | 简装,中楼层(共39层)  1997年建塔楼  -,
临近地铁 周边配套众多 学位房,单价36586元/平米,150,| 2室1厅 | 41平米 | 北 | 其他,中楼层(共5层)  塔楼  -,
实用温馨单位 配套完善 实用两房,单价28078元/平米,130,| 2室1厅 | 46.3平米 | 南 | 简装,中楼层(共8层)  1990年建塔楼  -,
德政南路  实用温馨单位 配套完善,单价20000元/平米,106,| 2室1厅 | 53平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
电梯高层实用大两房,单价29762元/平米,250,| 2室2厅 | 84平米 | 北 | 精装,高楼层(共18层)  1995年建塔楼  -,
先烈中路学位 中层温馨两房,单价31579元/平米,180,| 2室1厅 | 57平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
中山三路 临近地铁 交通便利,单价20000元/平米,80,| 1室1厅 | 40平米 | 西 | 其他,高楼层(共9层)  塔楼  -,
下塘西路 2房1厅 省级学位 交通方便,单价16667元/平米,95,| 2室1厅 | 57平米 | 东南 | 简装,高楼层(共9层)  塔楼  -,
青龙里 方正两室 临近地铁,单价28359元/平米,190,| 2室1厅 | 67平米 | 东北 | 其他,高楼层(共9层)  塔楼  -,
北京路 低层使用单间 全新装修,单价24167元/平米,58,| 1室0厅 | 24平米 | 南 | 其他,低楼层(共6层)  塔楼  -,
四房大积 采光通风好 置业投资首选,单价33768元/平米,493,| 4室1厅 | 146平米 | 南 | 简装,低楼层(共8层)  塔楼  -,
实用温馨单位 配套完善,单价27000元/平米,135,| 2室1厅 | 50平米 | 西 | 简装,低楼层(共9层)  塔楼  -,
濠畔街 小面积旧部前学位房 证够两年,单价20239元/平米,85,| 1室1厅 | 42平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
粤康阁 精装3房 地铁上盖 通风采光好,单价29899元/平米,296,| 3室1厅 | 99平米 | 东北 | 其他,中楼层(共26层)  1993年建塔楼  -,
强烈推荐，金麓山庄，黄金楼层，户型方正,单价26087元/平米,180,| 3室1厅 | 69平米 | 西 | 其他,中楼层(共9层)  2005年建塔楼  -,
御东和府 双地铁 电梯楼 商业圈中心,单价48000元/平米,326.4,| 2室2厅 | 68平米 | 南 | 其他,高楼层(共30层)  2008年建塔楼  -,
小北路 实用三房 中层光线极好,单价29897元/平米,290,| 3室1厅 | 97平米 | 东南 | 其他,中楼层(共6层)  1990年建塔楼  -,
好世界公寓 南向 70年产权,单价40278元/平米,145,| 1室0厅 | 36平米 | 南 | 简装,中楼层(共20层)  2006年建塔楼  -,
福今路 楼梯楼 三房出售,单价26700元/平米,275,| 3室2厅 | 103平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
东华西路聚兴里中层小两房仅售88万,单价25143元/平米,88,| 2室1厅 | 35平米 | 暂无数据 | 其他,中楼层(共8层)  塔楼  -,
惠福西路小三房出售,单价20598元/平米,138,| 3室2厅 | 67平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
繁华路段 黄金楼层 交通方便 带学位,单价28675元/平米,238,| 3室2厅 | 83平米 | 西北 | 其他,低楼层(共9层)  塔楼  -,
先烈南路 青龙坊 实用两房,单价25834元/平米,155,| 2室1厅 | 60平米 | 暂无数据 | 其他,高楼层(共8层)  塔楼  -,
东园新村 单边位两房 高楼层 采光好,单价33334元/平米,180,| 2室1厅 | 54平米 | 南 | 简装,高楼层(共6层)  1980年建塔楼  -,
绿怡居 电梯大两房 双阳台少放盘,单价27849元/平米,220,| 2室2厅 | 79平米 | 东北 | 简装,中楼层(共9层)  2003年建塔楼  -,
德兴苑 正规两房 地铁上盖,单价31747元/平米,200,| 2室1厅 | 63平米 | 西北 | 其他,中楼层(共24层)  1998年建塔楼  -,
嘉和苑 超大面积 望湖 采光好,单价30178元/平米,510,| 3室2厅 | 169平米 | 北 | 其他,高楼层(共22层)  2003年建塔楼  -,
培正学位 方正实用两房 证过2年,单价38889元/平米,140,| 2室1厅 | 36平米 | 北 | 其他,高楼层(共8层)  塔楼  -,
中环广场D栋 豪装 两房改一房,单价59783元/平米,550,| 2室1厅 | 92平米 | 北 | 其他,高楼层(共36层)  2009年建塔楼  -,
家俬家电齐全 近地铁 环境舒适,单价25975元/平米,200,| 3室1厅 | 77平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
应元路 实用两房 小北路学位房精选,单价30770元/平米,160,| 2室1厅 | 52平米 | 东南 | 简装,高楼层(共6层)  塔楼  -,
中环广场 高端洋房 3+1单位 过两年,单价62500元/平米,275,| 1室0厅 | 44平米 | 南 | 其他,高楼层(共36层)  2009年建塔楼  -,
海珠北路 低楼层三房 生活便利,单价19852元/平米,268,| 4室2厅 | 135平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
一房一厅 可改两房 房出阳台 西南靓向,单价29000元/平米,87,| 1室1厅 | 30平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
农林上路  旺中带静  环境舒适重点学位,单价40500元/平米,405,| 4室1厅 | 100平米 | 东南 | 精装,中楼层(共9层)  塔楼  -,
临近地铁公交，周边环境好。,单价27028元/平米,100,| 2室1厅 | 37平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
东环路有色金属地质局大院  全新装修,单价40135元/平米,500,| 3室2厅 | 124.58平米 | 暂无数据 | 其他,中楼层(共17层)  塔楼  -,
证满2年 朝北向,单价25000元/平米,115,| 2室1厅 | 46平米 | 北 | 简装,高楼层(共9层)  塔楼  -,
