name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
自住靓房 经典跃式 东南 安静朝向,单价55325元/平米,426,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共18层)  2001年建板塔结合  -,
恒星园 精装大户型 安静朝 南,单价80420元/平米,1150,| 4室2厅 | 143平米 | 南 | 精装,高楼层(共17层)  2009年建板塔结合  -,
万泽云顶香蜜湖 毛坯南北通4房 满2年 安静,单价81921元/平米,1450,| 5室2厅 | 177平米 | 南 北 | 毛坯,中楼层(共27层)  2014年建塔楼  -,
满2年，高层，大阳台，视野开阔，2房改1房,单价59017元/平米,360,| 1室1厅 | 61平米 | 南 北 | 精装,高楼层(共30层)  2003年建塔楼  -,
稀缺户型 方正两房 无营业税,单价53192元/平米,250,| 2室2厅 | 47平米 | 南 | 精装,中楼层(共19层)  1995年建板塔结合  -,
双学位 百花公寓二期  朝向好大三房,单价102425元/平米,1500,| 4室2厅 | 146.45平米 | 南 | 精装,中楼层(共28层)  1993年建塔楼  -,
园岭一小区，本部两房，满二年，学未占用,单价100000元/平米,680,| 3室1厅 | 68平米 | 南 | 简装,中楼层(共6层)  1984年建板塔结合  -,
宝瑞轩，南北通透4房，诚心出售,单价54795元/平米,800,| 5室2厅 | 146平米 | 南 | 精装,低楼层(共11层)  1999年建塔楼  -,
花园绿化小区 稀缺大户型  南向厅出阳台 有红本,单价68324元/平米,1050,| 5室2厅 | 153.68平米 | 南 | 精装,高楼层(共32层)  2007年建板塔结合  -,
新浩城花园大四房 精致装修 锦绣中华园景 明德学位,单价68028元/平米,1000,| 4室2厅 | 147平米 | 西南 | 其他,低楼层(共14层)  1999年建板塔结合  -,
福田 京基御景华城 精装两房 户型方正 朝南诚售,单价57516元/平米,375,| 2室1厅 | 65.2平米 | 西南 | 精装,低楼层(共35层)  2005年建板塔结合  -,
皇御苑二期三房两卫   112平    650万,单价57018元/平米,650,| 3室2厅 | 114平米 | 东北 | 其他,低楼层(共32层)  2003年建板塔结合  -,
福民小学旁边两房 红本在手满5年可改三房,单价50026元/平米,400,| 2室2厅 | 79.96平米 | 东南 | 简装,中楼层(共7层)  1992年建板塔结合  -,
天然居 带学位 户型方正 地铁口物业,单价74575元/平米,1180,| 4室2厅 | 158.23平米 | 西南 | 精装,低楼层(共31层)  2001年建板塔结合  -,
华强南 水畔紫云阁  高层复式 通风采光超好 业主诚售,单价66881元/平米,355,| 2室1厅 | 53.08平米 | 西北 | 精装,高楼层(共25层)  板塔结合  -,
益田花园顶层大复式送空中花园。,单价47573元/平米,980,| 5室2厅 | 206平米 | 南 | 简装,中楼层(共7层)  1998年建板塔结合  -,
长安花园东南朝向高层景观好业主诚售,单价82525元/平米,850,| 3室2厅 | 103平米 | 东南 | 精装,中楼层(共30层)  1993年建塔楼  -,
天然居正南向 看花园 带学位,单价81189元/平米,820,| 3室2厅 | 101平米 | 南 | 精装,低楼层(共33层)  2001年建板塔结合  -,
朗庭豪园，2房，无税诚售,单价46380元/平米,335,| 2室2厅 | 72.23平米 | 西北 | 精装,中楼层(共18层)  2000年建塔楼  -,
梅林二村 南北通两房 满五年 实在出售,单价48236元/平米,328,| 2室2厅 | 68平米 | 南 | 简装,高楼层(共7层)  1997年建板塔结合  -,
小区中间位置 四房 园岭本部小学红岭中学,单价79817元/平米,870,| 4室2厅 | 109平米 | 东南 | 简装,中楼层(共8层)  1984年建板塔结合  -,
红本满五年，学位空置，业主诚卖,单价77803元/平米,708,| 2室1厅 | 91平米 | 西北 | 简装,中楼层(共29层)  1995年建塔楼  -,
天宝物华 豪华装修大3房 拎包入住 送15平入户花园,单价104348元/平米,1200,| 3室2厅 | 115平米 | 东北 | 精装,低楼层(共30层)  2007年建板塔结合  -,
华强广场128平米 单价低 租金回报率高  业主诚心,单价38911元/平米,500,| 1室0厅 | 128.5平米 | 西北 | 简装,中楼层(共36层)  2007年建板塔结合  -,
百花实验荔园红岭园岭 小面积总价低,单价99682元/平米,250,| 1室0厅 | 25.08平米 | 西 | 精装,低楼层(共31层)  2001年建板塔结合  -,
CBD实用三房，业主诚心放买。看房方便,单价59216元/平米,453,| 3室2厅 | 76.5平米 | 东南 | 其他,低楼层(共13层)  1998年建板塔结合  -,
满五年唯一免个税，精装修额外赠送大露台,单价74158元/平米,660,| 3室2厅 | 89平米 | 西南 | 其他,低楼层(共34层)  2008年建板塔结合  -,
益田欧风街 稀缺电梯顶层复式带花园！大社区 绿化好！,单价68182元/平米,1800,| 5室3厅 | 264平米 | 南 | 精装,高楼层(共11层)  1996年建板塔结合  -,
香山美树正南三房，满五少税，深高+竹园学区,单价94846元/平米,920,| 3室2厅 | 97平米 | 南 | 精装,低楼层(共18层)  2003年建塔楼  -,
福田中心 实用两房户型好 花园社区 朝东 交通方便,单价57813元/平米,370,| 2室2厅 | 64平米 | 东 | 简装,中楼层(共13层)  1998年建板塔结合  -,
房东诚心出售精美一房 温馨舒适 值得拥有,单价60910元/平米,335,| 1室1厅 | 55平米 | 北 | 精装,高楼层(共18层)  1999年建板塔结合  -,
山语清晖 半山豪宅 三面环山 四房 免税,单价78535元/平米,1500,| 4室2厅 | 191平米 | 南 | 毛坯,高楼层(共25层)  2014年建板塔结合  -,
知本大厦 复式两层 带红木家私和办公电脑 诚心出售,单价48292元/平米,1300,| 3室5厅 | 269.2平米 | 南 北 | 精装,中楼层(共25层)  2001年建塔楼  -,
赛格公寓可贷款 只需要缴纳契税 百花+实验学位在,单价70668元/平米,305,| 1室0厅 | 43.16平米 | 东 | 简装,中楼层(共10层)  1993年建板塔结合  -,
楼层好，视野宽阔，采光通风效果也非常好,单价47423元/平米,460,| 3室1厅 | 97平米 | 北 | 简装,中楼层(共24层)  1995年建板塔结合  -,
一手业主，红本在手，满5年，近实验小学，出行方便,单价82858元/平米,580,| 2室2厅 | 70平米 | 南 | 简装,低楼层(共8层)  1984年建板塔结合  -,
皇御苑二期！精装东南向2房 安静 户型方正,单价66858元/平米,468,| 2室2厅 | 70平米 | 东南 | 精装,低楼层(共28层)  2003年建板塔结合  -,
群星广场百花小学实验中学学位 红本在满5年,单价93933元/平米,435,| 1室0厅 | 46.31平米 | 南 | 简装,中楼层(共37层)  2001年建塔楼  -,
总价低的方正大两房，南北双阳台。,单价69231元/平米,540,| 2室2厅 | 78平米 | 南 | 简装,中楼层(共8层)  1984年建板塔结合  -,
红本在手 免增值税 学位空置  业主自住,单价74598元/平米,649,| 2室2厅 | 87平米 | 南 北 | 精装,中楼层(共17层)  1989年建板楼  -,
园区中心观景三房，精装修可拎包入住,单价64740元/平米,580,| 3室2厅 | 89.59平米 | 北 | 精装,高楼层(共31层)  2000年建板塔结合  -,
嘉洲豪园跃式4房、临近中心区交通便利。,单价47081元/平米,645,| 4室2厅 | 137平米 | 东北 | 精装,高楼层(共20层)  2001年建板塔结合  -,
福田中心区学区房深业花园拎包入住满五年 安静 采光好,单价81661元/平米,720,| 2室2厅 | 88.17平米 | 东北 | 精装,低楼层(共30层)  2001年建塔楼  -,
赛格景苑 2室1厅 428万,单价63729元/平米,428,| 2室1厅 | 67.16平米 | 西北 | 简装,中楼层(共25层)  1998年建板塔结合  -,
建业大厦，正南两房，钥匙在手，满五，少税,单价81020元/平米,680,| 2室2厅 | 83.93平米 | 南 | 精装,中楼层(共21层)  2002年建板塔结合  -,
金海燕花园 带明德学位 朝南四房 满五红本,单价62993元/平米,800,| 4室2厅 | 127平米 | 西南 | 其他,低楼层(共16层)  1997年建板塔结合  -,
户型方正 厅出阳台 南北通透 红本五年,单价77420元/平米,720,| 3室2厅 | 93平米 | 南 北 | 其他,低楼层(共7层)  2009年建板塔结合  -,
赛格公寓大户型 满二无营业税 租金回报率高,单价77883元/平米,1080,| 9室1厅 | 138.67平米 | 东 南 西 北 | 简装,中楼层(共10层)  1993年建板塔结合  -,
满2年，税费低，靠近中心公园，天然氧吧,单价63158元/平米,120,| 1室0厅 | 19平米 | 东南 | 精装,高楼层(共29层)  2012年建板塔结合  -,
精致两房 满两年 临地铁 诚心出售,单价57693元/平米,450,| 2室1厅 | 78平米 | 西北 | 其他,低楼层(共31层)  2002年建板塔结合  -,
云顶翠峰大平层四房，南北通透，视野开阔,单价92593元/平米,1500,| 4室2厅 | 162平米 | 南 | 精装,高楼层(共31层)  2003年建板塔结合  -,
东海花园二期 西南向五房 名校学位,单价98114元/平米,2600,| 5室2厅 | 265平米 | 西南 | 精装,高楼层(共31层)  2000年建板塔结合  -,
精装2+1房，位置安静，双学位，随时看,单价53115元/平米,480,| 2室2厅 | 90.37平米 | 西北 | 简装,高楼层(共32层)  1997年建塔楼  -,
皇岗口岸物业 皇御苑 豪华装修 户型方正,单价85334元/平米,1280,| 4室2厅 | 150平米 | 东北 | 精装,中楼层(共28层)  2007年建塔楼  -,
电梯实用跃式大5房 南北通透 户型方正 安静,单价50859元/平米,850,| 5室3厅 | 167.13平米 | 南 北 | 简装,高楼层(共12层)  2000年建板塔结合  -,
双地铁口物业，精装两房，红本在手诚心出售,单价67845元/平米,430,| 2室1厅 | 63.38平米 | 南 | 精装,中楼层(共32层)  2013年建板塔结合  -,
紫荆苑 超笋学位复式房 外带三大阳台  居家大户型首选,单价55804元/平米,1250,| 5室2厅 | 224平米 | 北 南 | 精装,高楼层(共7层)  1999年建板塔结合  -,
不限购不限贷 复式房 稀缺南向带阳台 送精装修,单价89408元/平米,368,| 2室1厅 | 41.16平米 | 南 | 精装,低楼层(共20层)  2013年建板塔结合  -,
满5年 红本在手 高层安静 采光通风非常好 自住,单价53897元/平米,415,| 3室2厅 | 77平米 | 西南 | 简装,高楼层(共35层)  2001年建板塔结合  -,
岭尚时代 精装修 交通便利 看房方便,单价61225元/平米,300,| 1室1厅 | 49平米 | 北 | 精装,中楼层(共27层)  2007年建板塔结合  -,
朗庭豪园 3室2厅 480万,单价44860元/平米,480,| 3室2厅 | 107平米 | 西北 | 简装,低楼层(共18层)  2000年建塔楼  -,
飞扬时代大厦 1室1厅 230万,单价47917元/平米,230,| 1室1厅 | 48平米 | 东北 | 精装,高楼层(共29层)  板塔结合  -,
南向好两房 黄金楼层 通风采光好,单价73077元/平米,570,| 2室2厅 | 78平米 | 南 | 精装,高楼层(共31层)  2003年建塔楼  -,
高层 税费低 红本 南北通透大两房居家首选！,单价57668元/平米,455,| 2室2厅 | 78.9平米 | 东南 | 其他,中楼层(共35层)  1999年建板塔结合  -,
小区新上3居，红本无税，住家首选,单价60440元/平米,550,| 3室2厅 | 91平米 | 南 | 简装,中楼层(共33层)  2001年建板塔结合  -,
标准大两房 石厦重点双学位+双地铁,单价72290元/平米,600,| 2室2厅 | 83平米 | 东北 | 精装,低楼层(共25层)  2003年建板塔结合  -,
鹏盛村正规一室一厅中间楼层满五年红本在手出售,单价45099元/平米,230,| 1室1厅 | 51平米 | 南 | 简装,中楼层(共24层)  1998年建板塔结合  -,
业主诚心出售，看房方便，户型方正，采光充足,单价57581元/平米,376,| 2室2厅 | 65.3平米 | 北 | 其他,中楼层(共27层)  1997年建塔楼  -,
御景华城  中高楼层  看小区花园,单价57143元/平米,360,| 2室1厅 | 63平米 | 西北 | 其他,中楼层(共36层)  2005年建板塔结合  -,
莲花一村 南北通透  带学位三房  户型方正,单价72456元/平米,610,| 3室2厅 | 84.19平米 | 南 北 | 简装,低楼层(共7层)  1999年建板塔结合  -,
小巧二房 深荣选择 投资自住双选择,单价44256元/平米,260,| 2室1厅 | 58.75平米 | 南 西 | 精装,中楼层(共23层)  塔楼  -,
紧邻深圳中心公园 户型方正4房 南北通透 业主诚售,单价54546元/平米,600,| 4室2厅 | 110平米 | 南 北 | 简装,中楼层(共7层)  1992年建板塔结合  -,
南华村待拆迁物业 精装修朝南两房 采光棒,单价62667元/平米,470,| 2室1厅 | 75平米 | 南 | 其他,高楼层(共7层)  1989年建板塔结合  -,
城中雅苑 经典2房格局 精装修 有钥匙 诚心卖,单价84524元/平米,710,| 2室2厅 | 84平米 | 东北 | 精装,高楼层(共32层)  2004年建塔楼  -,
福田区福侨大厦精装修近华强路地铁站,单价50000元/平米,574.5,| 3室1厅 | 114.9平米 | 北 | 其他,中楼层(共21层)  1990年建板塔结合  -,
香诗美林 欧式花园 稀缺高层看海景 两套打通 诚心卖,单价80922元/平米,615,| 2室2厅 | 76平米 | 南 | 简装,高楼层(共17层)  2003年建板塔结合  -,
红本无税 中海华庭 稀缺方正户型 主卧东南,单价84113元/平米,900,| 3室2厅 | 107平米 | 北 | 精装,高楼层(共28层)  2000年建板塔结合  -,
荔园阁一期大两房，黄金楼层，业主诚心卖,单价55798元/平米,385,| 2室2厅 | 69平米 | 南 | 简装,中楼层(共8层)  1999年建板塔结合  -,
皇庭世纪 交通便利 户型方正,单价67242元/平米,390,| 2室1厅 | 58平米 | 西北 | 简装,高楼层(共31层)  2004年建塔楼  -,
阳光天下花园 两梯一户 360度超级观景 钥匙房,单价88564元/平米,2200,| 5室2厅 | 248.41平米 | 东 南 西 北 | 其他,高楼层(共31层)  2010年建塔楼  -,
黄木岗东区中间位置安静南北通少有放盘,单价53226元/平米,330,| 1室1厅 | 62平米 | 南 北 | 简装,高楼层(共8层)  1988年建板塔结合  -,
西南朝向 户型很好 小高层,单价80646元/平米,1000,| 3室2厅 | 124平米 | 西南 | 精装,中楼层(共11层)  2000年建板塔结合  -,
百花公寓 （荔园小学+深圳实验初中）,单价107143元/平米,1200,| 3室2厅 | 112平米 | 西南 | 简装,中楼层(共28层)  1993年建塔楼  -,
景田南小区  近莲花山 近地铁口,单价58696元/平米,540,| 4室2厅 | 92平米 | 南 | 其他,低楼层(共8层)  1994年建板楼  -,
园岭花园东南向3房，红本满5年，双名校，精装，近地铁,单价62235元/平米,585,| 3室1厅 | 94平米 | 东南 | 精装,高楼层(共30层)  1991年建板楼  -,
此户型可改三房 使用率高 户型方正 采光通风佳,单价64172元/平米,360,| 2室1厅 | 56.1平米 | 西北 | 其他,低楼层(共16层)  2005年建板塔结合  -,
学位房大两房出售，高层视野好,单价57229元/平米,475,| 2室2厅 | 83平米 | 南 | 精装,高楼层(共31层)  1992年建板塔结合  -,
南华花园南向正规三居 看房方便,单价68966元/平米,800,| 3室1厅 | 116平米 | 西南 | 其他,中楼层(共30层)  2002年建板塔结合  -,
景发花园东南向三房，安静方正实用，景秀学位！,单价56528元/平米,520,| 3室2厅 | 91.99平米 | 东南 | 简装,中楼层(共28层)  1999年建板塔结合  -,
顶楼复式大两房，看房有钥匙方便！,单价63415元/平米,520,| 2室2厅 | 82平米 | 南 | 毛坯,高楼层(共8层)  1984年建板塔结合  -,
地铁口，交通便利，户型方正，地段不错,单价47180元/平米,368,| 2室2厅 | 78平米 | 北 | 简装,高楼层(共29层)  2001年建板塔结合  -,
东海花园大三房  满2年 花园式小区,单价95589元/平米,1300,| 3室2厅 | 136平米 | 西北 | 简装,低楼层(共18层)  1997年建板塔结合  -,
带车位出售 三代同堂首选户型 采光好！,单价49894元/平米,800,| 4室2厅 | 160.34平米 | 南 | 精装,低楼层(共14层)  2000年建板塔结合  -,
馨庭苑 精装2房出售 装修保养好 名校学位,单价74726元/平米,680,| 2室2厅 | 91平米 | 东 | 精装,低楼层(共16层)  1995年建板楼  -,
蜜园南向大两房，满2年，高层看海景，正建地铁口物业,单价59869元/平米,455,| 3室1厅 | 76平米 | 南 | 精装,中楼层(共33层)  2007年建塔楼  -,
精装修3房 户型方正 带福民学位 近福民地铁,单价49439元/平米,440,| 3室2厅 | 89平米 | 东 北 | 精装,低楼层(共30层)  2000年建板塔结合  -,
❤客厅朝南❤学位空置❤荔园+红岭学位❤居家首选,单价75000元/平米,570,| 2室1厅 | 76平米 | 南 | 其他,高楼层(共33层)  2001年建板塔结合  -,
中间楼层，满二年，红本在手，税费少,单价66400元/平米,530,| 2室2厅 | 79.82平米 | 南 | 其他,中楼层(共8层)  1984年建板塔结合  -,
香诗美林 欧式花园 稀缺高层 两套打通 诚心,单价81579元/平米,620,| 2室2厅 | 76平米 | 南 | 简装,高楼层(共17层)  2003年建板塔结合  -,
