name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
万科金域蓝湾 近地铁 中高楼层,单价25000元/平米,260,| 3室2厅 | 104平米 | 西南 | 其他,中楼层(共25层)  2008年建塔楼  -,
阳光美居 厅出阳台 实用三房 楼层适中,单价20088元/平米,229,| 3室1厅 | 114平米 | 东 | 简装,中楼层(共16层)  2001年建塔楼  -,
同德花园 精致3房 楼层佳,单价15625元/平米,150,| 3室1厅 | 96平米 | 北 | 其他,中楼层(共9层)  1998年建塔楼  -,
中海金沙湾 中区低层四房 西南望花园,单价17648元/平米,330,| 4室2厅 | 187平米 | 西南 | 其他,低楼层(共33层)  2009年建塔楼  -,
保利西海岸  四室两厅 户型方正,单价23000元/平米,363.4,| 4室2厅 | 158平米 | 东 | 其他,高楼层(共16层)  2010年建塔楼  -,
和馨雅居 电梯精装两房 厅出阳台,单价19793元/平米,130,| 2室1厅 | 65.68平米 | 北 | 简装,中楼层(共11层)  2002年建塔楼  -,
富力桃园 低层东南向 带超大平台 精装修,单价21590元/平米,258,| 3室2厅 | 119.5平米 | 东南 | 简装,低楼层(共16层)  2003年建塔楼  -,
金兰花园 小区管理,单价19616元/平米,102,| 2室1厅 | 52平米 | 东北 | 简装,低楼层(共9层)  1998年建塔楼  -,
富力半岛 时尚设计户型 精致三房,单价20787元/平米,185,| 3室1厅 | 89平米 | 东北 | 简装,低楼层(共27层)  2003年建塔楼  -,
春庭花园复式 过五年不唯一 值得拥有,单价9137元/平米,127,| 4室2厅 | 139平米 | 暂无数据 | 其他,高楼层(共9层)  2008年建塔楼  -,
岭南花园岭南北街 3室1厅 186万,单价20000元/平米,186,| 3室1厅 | 93平米 | 暂无数据 | 其他,高楼层(共6层)  2001年建塔楼  -,
远景新苑 三元里地铁口旁 精致装修,单价10667元/平米,32,| 1室0厅 | 30平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
保利春天里 3室2厅 190万,单价19588元/平米,190,| 3室2厅 | 97平米 | 南 | 其他,低楼层(共11层)  2011年建塔楼  -,
保利西海岸 黄金地段 高档小区 环境舒适,单价21939元/平米,215,| 3室2厅 | 98平米 | 西北 | 其他,低楼层(共11层)  2010年建塔楼  -,
云景花园 安静2房 地铁口物业,单价28491元/平米,180,| 2室1厅 | 63.18平米 | 东北 | 简装,低楼层(共10层)  2002年建塔楼  -,
机场路白云花园 厅出阳台 南向 望花园,单价10527元/平米,80,| 2室2厅 | 76平米 | 南 | 其他,高楼层(共9层)  1993年建塔楼  -,
东方明珠花园 实用一房 西南向 简装,单价21464元/平米,88,| 1室1厅 | 41平米 | 西南 | 其他,中楼层(共7层)  1999年建塔楼  -,
【罗冲围】中楼层 超大两房 实用面积广,单价11986元/平米,78,| 2室1厅 | 65.08平米 | 西北 | 其他,中楼层(共9层)  2005年建塔楼  -,
云天翠庭 电梯三房 安静望泳池,单价23832元/平米,255,| 3室1厅 | 107平米 | 东南 | 精装,低楼层(共15层)  2004年建塔楼  -,
小区物业管理严格，环境良好,单价15278元/平米,110,| 2室2厅 | 72平米 | 东北 | 简装,高楼层(共8层)  1998年建塔楼  -,
田心名苑 复式 精装两房,单价27084元/平米,65,| 2室1厅 | 24平米 | 北 | 简装,高楼层(共5层)  1998年建塔楼  -,
广州富力城 南北通透 欧式风格,单价17988元/平米,200,| 3室2厅 | 111.19平米 | 西北 | 其他,高楼层(共18层)  2005年建塔楼  -,
汇侨新城 电梯楼 户型方正实用 居家温馨,单价14795元/平米,108,| 2室1厅 | 73平米 | 西南 | 其他,中楼层(共18层)  2000年建塔楼  -,
保利西子湾 地铁江景 户型方正 使用率高,单价20423元/平米,290,| 4室1厅 | 142平米 | 南 | 其他,低楼层(共18层)  2008年建塔楼  -,
岭南花园 低楼层 间隔方正 大平台,单价25715元/平米,270,| 3室1厅 | 105平米 | 东 | 简装,低楼层(共6层)  2001年建塔楼  -,
恒大御景半岛 豪装3室 高层江景单位,单价19481元/平米,248,| 3室2厅 | 127.31平米 | 东 | 其他,中楼层(共31层)  2007年建塔楼  -,
景泰新村 格局方正 交通方便,单价17470元/平米,145,| 3室1厅 | 83平米 | 北 | 其他,中楼层(共8层)  2008年建塔楼  -,
南航新村 全新装修 格局方正,单价13069元/平米,115,| 2室2厅 | 88平米 | 西 | 其他,低楼层(共17层)  1997年建塔楼  -,
两房两厅 户型实用方正 采光通风 舒适温,单价18503元/平米,150,| 2室2厅 | 81.07平米 | 南 | 其他,中楼层(共9层)  2000年建塔楼  -,
白云畔山花园 电梯三房 采光通风好,单价23627元/平米,215,| 3室2厅 | 91平米 | 南 | 其他,高楼层(共10层)  2003年建塔楼  -,
怡富尚苑2室精装修绝对正气超值，随时可看,单价14400元/平米,108,| 2室1厅 | 75平米 | 暂无数据 | 其他,中楼层(共16层)  1998年建塔楼  -,
集贤苑 带主套大三房 南北对流 通风采光,单价15930元/平米,180,| 3室2厅 | 113平米 | 北 | 其他,低楼层(共11层)  1999年建塔楼  -,
祥景花园 l两房一厅 黄金五楼 采光充足,单价14194元/平米,88,| 2室2厅 | 62平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
富力桃园 精装3房 东南向 温馨典雅,单价23500元/平米,329,| 3室2厅 | 140平米 | 东南 | 精装,高楼层(共30层)  2004年建塔楼  -,
安静两房望花园 难得有货,单价14844元/平米,95,| 2室1厅 | 64平米 | 东北 | 其他,低楼层(共8层)  1999年建塔楼  -,
托斯卡纳 毛坯四房 景观极佳,单价16884元/平米,260,| 4室2厅 | 154平米 | 东 | 毛坯,高楼层(共12层)  2009年建塔楼  -,
竹园小区 三房 户型非常方正 安静看花园,单价15152元/平米,135,| 3室2厅 | 89.1平米 | 东 | 其他,中楼层(共9层)  2000年建塔楼  -,
汇侨新城 刚需两房 采光好,单价14616元/平米,95,| 2室2厅 | 65平米 | 北 | 简装,中楼层(共17层)  2000年建塔楼  -,
华兴苑 小区管理 高层靓向 采光一流,单价13334元/平米,108,| 2室1厅 | 81平米 | 北 | 其他,高楼层(共9层)  1993年建塔楼  -,
白云骏景家园3房2厅,单价18868元/平米,200,| 3室2厅 | 106平米 | 北 | 精装,高楼层(共12层)  2003年建塔楼  -,
望江单位 东向 保养非常好,单价18000元/平米,252,| 3室2厅 | 140平米 | 北 | 其他,高楼层(共31层)  2007年建塔楼  -,
电梯 全明三房  方正明亮 通透 价格低,单价10569元/平米,93,| 3室1厅 | 88平米 | 暂无数据 | 其他,低楼层(共17层)  1997年建塔楼  -,
祥景花园 精致两房 采光一流 户型方正,单价16936元/平米,105,| 2室1厅 | 62平米 | 北 | 简装,低楼层(共9层)  2000年建塔楼  -,
舒适三房大阳台 正望花园,单价25883元/平米,220,| 3室1厅 | 85平米 | 东北 | 其他,低楼层(共25层)  2008年建塔楼  -,
满堂红链家 又一居花园 近地铁 带学位,单价16912元/平米,115,| 2室1厅 | 68平米 | 北 | 其他,高楼层(共9层)  2001年建塔楼  -,
豪华装修大气别墅 身份地位的象征,单价26786元/平米,750,| 5室2厅 | 280平米 | 暂无数据 | 简装,低楼层(共1层)  2009年建  -,
广州富力城 南向望花园 稀缺方正大三房,单价15790元/平米,180,| 3室2厅 | 114平米 | 暂无数据 | 其他,低楼层(共17层)  2006年建塔楼  -,
阳光花园 价钱够笋 间隔方正 光线一流,单价10625元/平米,85,| 3室1厅 | 80平米 | 南 | 其他,高楼层(共9层)  1997年建塔楼  -,
白云高尔夫 三房两厅 封闭管理 安全性高,单价18355元/平米,290,| 3室2厅 | 158平米 | 东 | 简装,低楼层(共14层)  2002年建塔楼  -,
云山居 低楼层 三房带主套 实用率高,单价16505元/平米,170,| 3室2厅 | 103平米 | 暂无数据 | 其他,中楼层(共5层)  2000年建塔楼  -,
金碧雅苑 实用两房 南北通透 性价比高,单价22795元/平米,155,| 2室2厅 | 68平米 | 南 | 精装,高楼层(共18层)  2005年建塔楼  -,
云山锦绣家园 精装四房 高端小区 地铁房,单价23685元/平米,450,| 4室2厅 | 190平米 | 北 | 精装,中楼层(共12层)  2007年建塔楼  -,
富力桃园C区4房出售,单价21000元/平米,321.3,| 4室2厅 | 153平米 | 暂无数据 | 其他,低楼层(共30层)  2004年建塔楼  -,
汇侨新城 电梯两房 厅出阳台 望花园,单价16667元/平米,125,| 2室1厅 | 75平米 | 暂无数据 | 其他,高楼层(共17层)  2000年建塔楼  -,
花季小区 电梯两房 看房方便,单价19355元/平米,150,| 2室1厅 | 77.5平米 | 南 | 其他,低楼层(共14层)  2000年建塔楼  -,
汇雅花园 时尚设计 精装修,单价7548元/平米,40,| 1室1厅 | 53平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
金迪城市花园 高楼层1房 采光通风一流,单价18422元/平米,70,| 1室1厅 | 38平米 | 西 | 简装,中楼层(共15层)  1995年建塔楼  -,
泽德花园，南北通透好房子，业主诚心出售,单价15225元/平米,108,| 2室1厅 | 70.94平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
汇侨南区 采光通风好 温馨两房,单价13500元/平米,81,| 2室1厅 | 60平米 | 西北 | 其他,高楼层(共9层)  2000年建塔楼  -,
晓翠苑 证过5年 格局方正 南北对流,单价15224元/平米,102,| 2室2厅 | 67平米 | 南 | 简装,低楼层(共8层)  1999年建塔楼  -,
云山居  实用两房 中间楼层,单价16974元/平米,129,| 2室1厅 | 76平米 | 东北 | 其他,中楼层(共5层)  2000年建塔楼  -,
金碧新城 高楼层 新装修 带租约,单价19947元/平米,120,| 2室2厅 | 60.16平米 | 东 | 其他,高楼层(共11层)  2004年建塔楼  -,
三元里大道正规三房带学位精装修,单价10228元/平米,90,| 3室2厅 | 88平米 | 暂无数据 | 简装,高楼层(共9层)  1993年建塔楼  -,
春庭花园   中层楼梯  厅出阳台望花园,单价13612元/平米,98,| 3室1厅 | 72平米 | 东 | 其他,高楼层(共9层)  2008年建塔楼  -,
保利西海岸 东南向望花园望江 交通方便,单价25000元/平米,208.55,| 3室1厅 | 83.42平米 | 暂无数据 | 其他,中楼层(共26层)  2010年建塔楼  -,
白云花园 低层两房送大平台使用 非常实用,单价12046元/平米,106,| 2室1厅 | 88平米 | 西 | 简装,低楼层(共9层)  1993年建塔楼  -,
云苑新村 小两房 间隔方正 采光通透,单价13096元/平米,55,| 2室1厅 | 42平米 | 东 | 简装,高楼层(共9层)  1999年建塔楼  -,
松鹤小区 刚需户型 南向通风对流 交通便,单价12895元/平米,49,| 2室1厅 | 38平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
京华雅居 厅出阳台 东南朝向 证满2年,单价10000元/平米,66,| 2室1厅 | 66平米 | 暂无数据 | 简装,高楼层(共9层)  1999年建塔楼  -,
新市花园 少有的低层一房放卖 证过2年,单价14706元/平米,50,| 1室1厅 | 34平米 | 西南 | 精装,低楼层(共9层)  1994年建塔楼  -,
新市花园 二期小区 小户型 1房,单价19546元/平米,43,| 1室0厅 | 22平米 | 北 | 其他,低楼层(共9层)  1994年建塔楼  -,
汇侨北区 实用三房 南北对流 厅出阳台,单价12942元/平米,110,| 3室1厅 | 85平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
汇侨新城 厅出阳台两房,单价14844元/平米,95,| 2室2厅 | 64平米 | 东 | 精装,低楼层(共16层)  2000年建塔楼  -,
万达广场公寓 商住两用 地铁上盖,单价28814元/平米,170,| 1室1厅 | 59平米 | 东南 | 其他,高楼层(共5层)  塔楼  -,
机场路 南北对流实用中层三房 随时看楼,单价13334元/平米,140,| 3室2厅 | 105平米 | 暂无数据 | 其他,中楼层(共9层)  1995年建塔楼  -,
机场路 星汇晴轩 临近地铁 两房,单价22143元/平米,155,| 2室1厅 | 70平米 | 暂无数据 | 其他,中楼层(共11层)  2005年建塔楼  -,
白兰花园 两房一厅 临近地铁,单价22778元/平米,205,| 2室1厅 | 90平米 | 北 | 其他,中楼层(共7层)  1998年建塔楼  -,
新市花园二期 精致小两房 总价低,单价13778元/平米,62,| 2室1厅 | 45平米 | 东南 | 其他,高楼层(共9层)  1994年建塔楼  -,
景泰新村景泰西二巷 2室1厅 100万,单价14085元/平米,100,| 2室1厅 | 71平米 | 南 | 其他,高楼层(共9层)  2008年建塔楼  -,
新兴白云花园 东南向二房 采光好 楼层好,单价16313元/平米,115,| 2室2厅 | 70.5平米 | 东南 | 其他,中楼层(共9层)  1999年建塔楼  -,
泽德花园 正规两房 小区环境优美 送天台,单价11518元/平米,63,| 2室1厅 | 54.7平米 | 北 | 其他,高楼层(共9层)  1998年建塔楼  -,
新兴白云花园 温馨2房,单价15834元/平米,95,| 2室1厅 | 60平米 | 南 | 其他,中楼层(共9层)  1999年建塔楼  -,
白兰花园 楼梯中层三房,单价21011元/平米,208,| 3室2厅 | 99平米 | 暂无数据 | 简装,中楼层(共8层)  1998年建塔楼  -,
汇侨新城 电梯小三房 厅出阳台,单价15541元/平米,115,| 3室1厅 | 74平米 | 东 | 其他,中楼层(共17层)  2000年建塔楼  -,
春鸿居 新装修 实用小两房 近地铁,单价11021元/平米,54,| 2室1厅 | 49平米 | 南 | 简装,高楼层(共9层)  1997年建塔楼  -,
广花正规低楼层两房 欢迎您的到来,单价12395元/平米,88,| 2室1厅 | 71平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
白云雅苑  首层1楼  可改两房,单价15307元/平米,75,| 1室1厅 | 49平米 | 南 | 其他,低楼层(共9层)  2006年建塔楼  -,
三元里 超高性价比两房 晓景苑,单价12969元/平米,83,| 2室1厅 | 64平米 | 东 | 其他,高楼层(共9层)  1998年建塔楼  -,
永泰新村 南向两房 有钥匙 格局好,单价11154元/平米,76,| 2室2厅 | 68.14平米 | 东南 | 其他,高楼层(共8层)  2000年建塔楼  -,
一品湖山 低层精装大户四房 安静舒适,单价24184元/平米,400,| 4室2厅 | 165.4平米 | 南 | 精装,低楼层(共16层)  2011年建塔楼  -,
三元里大道 晓景苑两房 过2年,单价11819元/平米,65,| 2室1厅 | 55平米 | 暂无数据 | 其他,高楼层(共9层)  1998年建塔楼  -,
汇侨新城 精装两房 高层采光通风好,单价13935元/平米,85,| 2室1厅 | 61平米 | 北 | 其他,高楼层(共9层)  2000年建塔楼  -,
白云雅苑 中层单位 户型方正 采光充足,单价15345元/平米,70,| 1室1厅 | 45.62平米 | 北 | 其他,中楼层(共9层)  2006年建塔楼  -,
泽德花园 两房一厅 实用率高,单价14546元/平米,96,| 3室1厅 | 66平米 | 东 | 其他,中楼层(共9层)  1998年建塔楼  -,
春暖花园 温馨两室 格局方正 精致实用,单价15000元/平米,97.5,| 2室1厅 | 65平米 | 东 | 简装,低楼层(共9层)  1995年建塔楼  -,
春庭花园 高层南向 复式单位 性价比高,单价12588元/平米,180,| 4室2厅 | 143平米 | 南 | 其他,高楼层(共9层)  2008年建塔楼  -,
云苑新村 低层两房 格局好 交通方便,单价15472元/平米,82,| 2室1厅 | 53平米 | 暂无数据 | 其他,低楼层(共4层)  1999年建塔楼  -,
时代花园 实用三房 南北对流 望花园,单价25511元/平米,250,| 3室2厅 | 98平米 | 北 | 精装,中楼层(共15层)  1999年建塔楼  -,
纵横缤城 四房两厅 方正实用 光线充足,单价17323元/平米,220,| 4室2厅 | 127平米 | 东南 | 精装,低楼层(共18层)  2009年建塔楼  -,
中层三房单位 连车位一起打包,单价29897元/平米,290,| 3室2厅 | 97平米 | 西南 | 其他,中楼层(共19层)  2008年建塔楼  -,
富力桃园 四房出售,单价22581元/平米,350,| 4室2厅 | 155平米 | 西北 | 其他,中楼层(共30层)  2004年建塔楼  -,
时代玫瑰园 温馨一房 中层 近地铁,单价23847元/平米,93,| 1室1厅 | 39平米 | 北 | 简装,中楼层(共13层)  2001年建塔楼  -,
贝丽花园 两房 精致实用 格局方正,单价20271元/平米,150,| 2室2厅 | 74平米 | 南 | 简装,低楼层(共15层)  2000年建塔楼  -,
恒大御景湾 带家私家电 高档小区,单价19663元/平米,175,| 3室1厅 | 89平米 | 东南 | 其他,高楼层(共33层)  2013年建塔楼  -,
小区三房 南北对流 采光通透,单价18667元/平米,140,| 3室1厅 | 75平米 | 南 | 精装,中楼层(共7层)  2006年建塔楼  -,
金兰花园 新装修 设计新颖 东南靓向,单价23189元/平米,160,| 2室1厅 | 69平米 | 东南 | 其他,低楼层(共9层)  1998年建塔楼  -,
泽德花园  电梯大三房  同风采光好,单价22523元/平米,250,| 3室2厅 | 111平米 | 东南 | 其他,低楼层(共21层)  1998年建塔楼  -,
春兰花园 实用方正两房 带京溪学位,单价20000元/平米,144,| 2室2厅 | 72平米 | 北 | 其他,高楼层(共9层)  1995年建塔楼  -,
保利西海岸 三室两厅 望花园,单价18368元/平米,180,| 3室2厅 | 98平米 | 西北 | 其他,低楼层(共18层)  2010年建塔楼  -,
东湖映月新装两房 安静实用,单价16909元/平米,120,| 2室1厅 | 70.97平米 | 北 | 其他,低楼层(共33层)  2012年建塔楼  -,
富力桃园C区精装修 中高楼层 五房,单价23810元/平米,400,| 5室2厅 | 168平米 | 南 | 其他,中楼层(共30层)  2004年建塔楼  -,
白云畔山花园 精致三房 采光通风好,单价19750元/平米,158,| 3室2厅 | 80平米 | 南 | 其他,中楼层(共8层)  2003年建塔楼  -,
小四房 户型方正 交通便利 花园小区,单价18000元/平米,167.4,| 4室1厅 | 93平米 | 东 | 简装,高楼层(共10层)  塔楼  -,
紫荆花园 低层南向 带主卧双阳台,单价19328元/平米,230,| 4室2厅 | 119平米 | 南 | 其他,低楼层(共10层)  2000年建塔楼  -,
柏林半山雅墅 别墅式洋房 绿化面积高,单价18955元/平米,290,| 5室2厅 | 153平米 | 东北 | 其他,低楼层(共5层)  2000年建塔楼  -,
康雅花园 低楼层实用两房 保养新,单价16165元/平米,118,| 2室2厅 | 73平米 | 西北 | 其他,低楼层(共9层)  1999年建塔楼  -,
元邦明月金岸 实用四房 东南靓向,单价18472元/平米,290,| 5室2厅 | 157平米 | 东南 | 其他,中楼层(共15层)  2012年建塔楼  -,
