name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
玉雅居，两房，近仙桐公园空气好,单价48953元/平米,285,| 2室2厅 | 58.22平米 | 东南 北 | 其他,低楼层(共10层)  1998年建板塔结合  -,
湖滨新村 实用面积大 两房 南北通透,单价55770元/平米,290,| 2室2厅 | 52平米 | 南 | 其他,中楼层(共6层)  1982年建板塔结合  -,
满5年无增值税红本在手中高层采光好小区楼王位置,单价50769元/平米,360,| 2室1厅 | 70.91平米 | 南 | 简装,中楼层(共6层)  1981年建板塔结合  -,
嘉宝田花园一期标准两房，东南朝向,单价63493元/平米,400,| 3室2厅 | 63平米 | 东南 | 简装,中楼层(共16层)  2002年建板塔结合  -,
金色年华家园五房，红本在手，采光好，实用面积115平,单价71008元/平米,638,| 5室2厅 | 89.85平米 | 南 | 精装,高楼层(共26层)  2005年建板塔结合  -,
鸿业苑，两层复式，翠园中学学位未占用，翠竹地铁站,单价73914元/平米,680,| 3室2厅 | 92平米 | 南 | 简装,高楼层(共11层)  2000年建板塔结合  -,
国贸地铁站 湖心大厦 稀缺小两房 户型方正 诚心出售,单价43530元/平米,185,| 2室1厅 | 42.5平米 | 西南 | 简装,低楼层(共24层)  1983年建板塔结合  -,
采光充足，坐北朝南，带深中学位，待拆迁,单价60607元/平米,460,| 2室1厅 | 75.9平米 | 南 | 简装,高楼层(共8层)  板塔结合  -,
都市名园两房，自住首选，带学位！,单价52375元/平米,450,| 2室2厅 | 85.92平米 | 西北 | 其他,中楼层(共32层)  1990年建板塔结合  -,
红本在手 没有增值税 翠竹小学 中庭不临街,单价62106元/平米,236,| 2室1厅 | 38平米 | 东南 | 其他,低楼层(共22层)  1983年建板塔结合  -,
田贝深中学位房！标准三房公摊低！双地铁,单价52703元/平米,390,| 3室2厅 | 74平米 | 南 | 简装,高楼层(共7层)  板塔结合  -,
中楼层 一房改两房  大落地窗 采光好,单价45000元/平米,270,| 1室1厅 | 60平米 | 东南 | 其他,低楼层(共32层)  2003年建板塔结合  -,
翠竹小学 厅出阳台 100米地铁口 新装修,单价63462元/平米,330,| 2室1厅 | 52平米 | 东南 | 简装,低楼层(共6层)  1983年建塔楼  -,
海丽大厦稀缺东南向两房 精装实用 螺岭学位,单价50667元/平米,380,| 2室1厅 | 75平米 | 东南 | 其他,高楼层(共32层)  1993年建板塔结合  -,
精装修 卧室出阳台 方正户型，客厅很大。,单价56291元/平米,349,| 2室1厅 | 62平米 | 南 | 精装,低楼层(共33层)  2005年建塔楼  -,
城市天地广场 精装1房 楼层好 采光好 楼层好,单价52357元/平米,260,| 1室1厅 | 49.66平米 | 北 | 精装,高楼层(共41层)  2005年建板塔结合  -,
洪湖花园 精装修三房 户型方住 看房方便 业主诚心出售,单价43051元/平米,420,| 3室1厅 | 97.56平米 | 东北 | 其他,高楼层(共33层)  1995年建板塔结合  -,
标准大三房，朝向好，视野开阔。业主诚意出售~,单价51191元/平米,430,| 3室2厅 | 84平米 | 东南 | 简装,高楼层(共34层)  2000年建板塔结合  -,
房源急售 两房可改三房 学位未使用过  红本在手,单价43957元/平米,360,| 2室2厅 | 81.9平米 | 西北 | 精装,低楼层(共31层)  1998年建板塔结合  -,
松泉公寓 带翠园学位 正规两房 随时能看,单价41897元/平米,243,| 2室1厅 | 58平米 | 南 | 毛坯,高楼层(共8层)  1988年建板塔结合  -,
天玺一号四房赠送41平米厅出阳台稀缺户型。,单价90783元/平米,780,| 4室2厅 | 85.92平米 | 西 | 其他,中楼层(共32层)  2015年建板塔结合  -,
金泰名苑小区，采光充足，南北通透！,单价61195元/平米,820,| 4室2厅 | 134平米 | 南 | 简装,高楼层(共15层)  2001年建板塔结合  -,
京基东方颐园 稀缺三房 精装修拎包入住,单价67033元/平米,610,| 3室1厅 | 91平米 | 北 | 其他,低楼层(共33层)  2010年建板塔结合  -,
罗湖区百仕达马古岭小区+带双学位精装正规三房+南北向,单价58778元/平米,529,| 3室2厅 | 90平米 | 南 北 | 简装,中楼层(共8层)  1988年建板塔结合  -,
黄金核心地段四通发达，生活方便，双学区。,单价45000元/平米,450,| 4室2厅 | 100平米 | 南 | 其他,中楼层(共8层)  2002年建塔楼  -,
房子全新装修，业主诚心出售，三房。,单价55309元/平米,448,| 3室2厅 | 81平米 | 南 | 精装,低楼层(共24层)  1999年建板塔结合  -,
国都花园三房 采光霸气 空间宽敞,单价46875元/平米,450,| 3室1厅 | 96平米 | 北 | 其他,高楼层(共30层)  1995年建板塔结合  -,
学区房，视野开阔，居家舒适，看人民公园，无遮挡,单价80860元/平米,850,| 3室1厅 | 105.12平米 | 西南 | 其他,中楼层(共16层)  板塔结合  -,
塑和公园华府 精装修复式楼3+1一手新房出售,单价80240元/平米,750,| 4室1厅 | 93.47平米 | 东 | 精装,高楼层(共16层)  板塔结合  -,
华丽花园 朝南三房  螺岭学区房,单价47458元/平米,420,| 3室1厅 | 88.5平米 | 东南 | 简装,低楼层(共29层)  塔楼  -,
荔景大厦，不限购复式，精装修，带中央空调！,单价43334元/平米,650,| 3室1厅 | 150平米 | 南 | 精装,高楼层(共19层)  1994年建板塔结合  -,
鹏兴花园一期  大两房  双学位。,单价58140元/平米,500,| 2室2厅 | 86平米 | 南 | 精装,高楼层(共8层)  板塔结合  -,
联城美园 花园社区 无增值税 诚心出售 精装一房,单价50000元/平米,190,| 1室1厅 | 38平米 | 北 | 精装,低楼层(共35层)  2006年建  -,
联城美园 精装一房 花园小区 交通便利 无增值税,单价54615元/平米,200,| 1室1厅 | 36.62平米 | 东 西北 北 东北 | 精装,中楼层(共35层)  2006年建板塔结合  -,
阳光新干线家园 一房一厅 高层采光好,单价50904元/平米,200,| 1室1厅 | 39.29平米 | 西北 | 简装,低楼层(共33层)  2005年建塔楼  -,
君逸华府 翠园学位房 精装修 正看东湖 东南朝向,单价67778元/平米,488,| 2室1厅 | 72平米 | 东南 | 其他,高楼层(共32层)  2001年建塔楼  -,
新港鸿高层98平 高楼层 南向两房两厅,单价48980元/平米,480,| 2室1厅 | 98平米 | 东南 | 其他,高楼层(共28层)  1998年建板塔结合  -,
户型方正 红本在手 楼层好 采光通风好,单价45433元/平米,368,| 3室2厅 | 81平米 | 东南 | 简装,中楼层(共14层)  板塔结合  -,
金城华庭 螺岭小学学位房 大一房  居家舒适,单价61539元/平米,240,| 1室1厅 | 39平米 | 东北 | 其他,中楼层(共24层)  2003年建板塔结合  -,
广西外贸大厦三房两厅  住家首选   红本无税,单价37159元/平米,328,| 3室2厅 | 88.27平米 | 北 | 精装,高楼层(共19层)  1997年建板塔结合  -,
向西花园 高层朝南 交通便利 户型方正,单价41667元/平米,300,| 2室1厅 | 72平米 | 南 | 简装,中楼层(共23层)  1995年建塔楼  -,
龙园山庄精装小两房 南北通 满五年,单价39112元/平米,280,| 2室2厅 | 71.59平米 | 南 | 精装,中楼层(共8层)  1997年建板塔结合  -,
青华楼底商，房产为住宅类，看房方便,单价70786元/平米,550,| 0室2厅 | 77.7平米 | 南 北 | 简装,低楼层(共7层)  1996年建塔楼  -,
国际名园正规一房高层采光好无遮挡住家首选。,单价47827元/平米,220,| 1室1厅 | 46平米 | 东北 | 精装,中楼层(共31层)  2004年建板塔结合  -,
双学位精装三房 带大阳台 罗湖中心核心配套商圈,单价44175元/平米,455,| 3室2厅 | 103平米 | 西北 | 其他,中楼层(共28层)  1999年建板塔结合  -,
复式跃三层结构 满五年 红本在手,单价93024元/平米,1200,| 4室2厅 | 129平米 | 南 | 精装,高楼层(共12层)  1998年建板塔结合  -,
洪湖花园 新装修三房 满五唯一 红本在手 业主诚心出售,单价43299元/平米,420,| 3室2厅 | 97平米 | 南 | 简装,低楼层(共33层)  1995年建板塔结合  -,
同乐大厦 精装修三房 户型方正 看房方便 业主诚心出售,单价38096元/平米,400,| 3室2厅 | 105平米 | 西南 | 精装,中楼层(共30层)  1995年建板塔结合  -,
两房  朝南  精装修  满两年  碧波学位,单价57500元/平米,230,| 2室1厅 | 40平米 | 南 | 其他,中楼层(共27层)  2007年建板塔结合  -,
东悦名轩 厅出阳台 南向 稀缺一房 无税,单价61539元/平米,240,| 1室1厅 | 39平米 | 南 | 简装,高楼层(共33层)  2002年建板塔结合  -,
雍翠华府标准一房 总价低 刚需过渡！,单价52703元/平米,195,| 1室1厅 | 37平米 | 西 | 其他,中楼层(共33层)  2004年建板塔结合  -,
带水库小学学位，一房，卧室出阳台,单价45556元/平米,205,| 1室1厅 | 45平米 | 南 | 其他,高楼层(共18层)  2000年建板塔结合  -,
京基东方都会 户型方正 红本在手 诚心出售,单价52357元/平米,160,| 1室0厅 | 30.56平米 | 西 | 精装,中楼层(共32层)  2004年建板塔结合  -,
罗湖区春风路长丰苑单身公寓无营业税,单价32044元/平米,140,| 1室0厅 | 43.69平米 | 东南 | 精装,高楼层(共29层)  2000年建板塔结合  -,
云景豪园,单价48724元/平米,229,| 1室1厅 | 47平米 | 南 | 其他,低楼层(共29层)  2002年建板塔结合  -,
银湖豪宅诚心出售,单价59434元/平米,900,| 4室1厅 | 151.43平米 | 西南 | 精装,中楼层(共11层)  1993年建塔楼  -,
金鼎大厦47平朝南200万,单价44445元/平米,200,| 1室1厅 | 45平米 | 南 | 简装,低楼层(共28层)  2003年建板塔结合  -,
东门罗湖春风路国贸附近阳光新干线家园精装一房,单价53847元/平米,210,| 1室1厅 | 39平米 | 南 | 精装,低楼层(共33层)  2005年建塔楼  -,
天玺一号标准三房，看公园，视野好，重点学区！,单价86957元/平米,600,| 3室2厅 | 69平米 | 西南 | 其他,高楼层(共32层)  2015年建板塔结合  -,
超大复式楼房 南北通透 采光好 业主红本在手,单价41006元/平米,1550,| 6室2厅 | 378平米 | 南 北 | 简装,中楼层(共19层)  1994年建板塔结合  -,
极致复式 业主红本在手，购房成本低 诚意出售,单价41006元/平米,1550,| 6室2厅 | 378平米 | 南 北 | 简装,中楼层(共19层)  1994年建板塔结合  -,
翠园名校  低总价一房,单价63462元/平米,165,| 1室0厅 | 26平米 | 北 | 其他,高楼层(共17层)  2002年建板塔结合  -,
云景梧桐，大4房，南北通看风景！,单价71413元/平米,960,| 4室2厅 | 134.43平米 | 南 北 | 简装,高楼层(共18层)  塔楼  -,
顶楼复式！带3层花园！户型方正！,单价77007元/平米,1700,| 6室2厅 | 220.76平米 | 南 | 精装,高楼层(共10层)  2002年建板塔结合  -,
东门168 重点小学位 方正 地铁物业出售,单价60715元/平米,170,| 1室0厅 | 28平米 | 东 | 精装,高楼层(共29层)  2004年建板塔结合  -,
百仕达花园一期 174平三房 南北通透,单价64063元/平米,1120,| 3室2厅 | 174.83平米 | 南 北 | 其他,低楼层(共9层)  1997年建板塔结合  -,
君逸华府 一房一厅，住家适宜,单价66667元/平米,300,| 1室1厅 | 45平米 | 南 | 精装,低楼层(共32层)  2001年建塔楼  -,
长丰苑一居室业主诚心出售,单价40541元/平米,150,| 1室0厅 | 37平米 | 北 | 简装,中楼层(共29层)  2000年建板塔结合  -,
阳光新干线 精装一房 红本在手 高层采光好,单价47315元/平米,185,| 1室1厅 | 39.1平米 | 西北 | 简装,高楼层(共33层)  2005年建塔楼  -,
价格低 无营业税 实用 投资小户型 首选此房 回报高,单价38182元/平米,84,| 1室0厅 | 22平米 | 南 | 精装,低楼层(共31层)  1998年建板塔结合  -,
旭飞华达园免增值税小户型 业主诚售,单价52565元/平米,205,| 1室1厅 | 39平米 | 北 | 精装,低楼层(共21层)  2001年建塔楼  -,
翠竹深圳中学待拆迁双地铁口物业翠竹洪湖公园,单价58750元/平米,470,| 2室2厅 | 80平米 | 南 北 | 精装,中楼层(共7层)  1988年建板塔结合  -,
两房改三房好户型精装修业主诚意出售,单价58593元/平米,268,| 3室1厅 | 45.74平米 | 西南 | 精装,高楼层(共32层)  2014年建板塔结合  -,
京基东方都会便宜一居室，户型方正采光充足，业主诚售,单价49033元/平米,152,| 1室0厅 | 31平米 | 西北 | 其他,低楼层(共32层)  2004年建塔楼  -,
心怡花园 2室2厅 450万,单价54546元/平米,450,| 2室2厅 | 82.5平米 | 南 北 | 其他,中楼层(共11层)  2002年建板塔结合  -,
君逸华府 方正一房 总价低 翠园学位,单价62223元/平米,280,| 1室1厅 | 45平米 | 南 | 精装,中楼层(共32层)  2001年建塔楼  -,
旭飞华达园  看房方便,单价47436元/平米,185,| 1室1厅 | 39平米 | 西 | 其他,中楼层(共21层)  2001年建塔楼  -,
鹏兴花园二期满五年带双学位精装两房,单价55000元/平米,330,| 2室1厅 | 60平米 | 北 | 精装,中楼层(共16层)  2000年建板塔结合  -,
小户型宜投资，罗湖水上乐园独特之巢。,单价50286元/平米,176,| 1室0厅 | 35平米 | 北 | 其他,中楼层(共29层)  2006年建板塔结合  -,
愉天小区 朝南户型  满两年 红本在手,单价81429元/平米,285,| 1室0厅 | 35平米 | 南 | 其他,高楼层(共7层)  1992年建板塔结合  -,
嘉多利花园四房两厅 满两年 深中学位 适合居家送车位,单价76596元/平米,1080,| 4室2厅 | 141平米 | 南 北 | 精装,高楼层(共12层)  2001年建板塔结合  -,
带深圳中学翠北小学双学位，离田贝C口185米,单价75715元/平米,265,| 1室1厅 | 35平米 | 北 | 其他,低楼层(共7层)  1992年建板塔结合  -,
雍翠华府 2室1厅 380万,单价55883元/平米,380,| 2室1厅 | 68平米 | 东南 | 其他,中楼层(共35层)  2003年建板塔结合  -,
红桂皇冠地铁口物业，满五年无税，过度首选,单价62963元/平米,170,| 1室0厅 | 27平米 | 西 | 精装,中楼层(共26层)  2006年建板塔结合  -,
东门168 总价低 重点学区 免增值税,单价60169元/平米,150,| 1室0厅 | 24.93平米 | 东 北 | 其他,低楼层(共24层)  2004年建板塔结合  -,
太阳新城 南北向居家舒适好户型,单价53685元/平米,510,| 3室2厅 | 95平米 | 南 | 其他,低楼层(共18层)  2002年建板塔结合  -,
阳光新干线家园1房1厅 采光充足 看房有钥匙,单价51283元/平米,200,| 1室1厅 | 39平米 | 西北 | 其他,低楼层(共33层)  2005年建塔楼  -,
沃尔玛楼上首付35万，300水贝地铁站,单价50000元/平米,120,| 1室0厅 | 24平米 | 东北 | 简装,高楼层(共24层)  2001年建塔楼  -,
龙景花园 精装大三房 南北通透 满五年红本在手 新秀,单价45533元/平米,450,| 3室2厅 | 98.83平米 | 东 | 精装,中楼层(共12层)  1998年建板塔结合  -,
银湖别墅区，环境优美，投资自住适宜,单价50461元/平米,980,| 3室1厅 | 194.21平米 | 西 | 其他,低楼层(共20层)  1998年建板塔结合  -,
百仕达真正的豪宅，户型格局合理没有浪费，住家首选,单价88889元/平米,1600,| 4室2厅 | 180平米 | 南 | 精装,高楼层(共34层)  2009年建板塔结合  -,
高层大五居室，总价低，翠竹学位未用,单价49020元/平米,1000,| 4室2厅 | 204平米 | 南 | 简装,高楼层(共43层)  2009年建板塔结合  -,
双阳台 方正两房 满五年 没有按揭,单价73334元/平米,550,| 2室2厅 | 75平米 | 东 | 精装,低楼层(共27层)  2001年建板塔结合  -,
雍翠豪园 欧式花园社区 臻品山景物业 精美装修自住房,单价52809元/平米,470,| 3室2厅 | 89平米 | 南 | 简装,低楼层(共9层)  2001年建板塔结合  -,
儿童公园旁 128大院 待拆迁物业,单价45775元/平米,650,| 4室2厅 | 142平米 | 南 北 | 其他,中楼层(共7层)  板塔结合  -,
三代同堂 居家首选 豪华装修 拎包入住 南北通透,单价72840元/平米,1180,| 5室2厅 | 162平米 | 南 北 | 其他,低楼层(共9层)  1997年建板塔结合  -,
鹏兴花园 优质户型,单价67308元/平米,700,| 3室2厅 | 104平米 | 北 | 其他,中楼层(共10层)  板塔结合  -,
畔山花园 朝南户型 采光通透 大四房双学位,单价39867元/平米,465,| 4室2厅 | 116.64平米 | 南 | 精装,高楼层(共8层)  1998年建板塔结合  -,
百仕达四期 温馨小三房 精装修  东南朝向,单价67058元/平米,560,| 3室2厅 | 83.51平米 | 东南 | 其他,低楼层(共29层)  2005年建板塔结合  -,
百仕达豪宅，三房两厅带大阳台，方正通透！,单价56902元/平米,808,| 3室2厅 | 142平米 | 东北 | 简装,低楼层(共32层)  2009年建板塔结合  -,
东乐大厦东南朝向 正规四房 稀缺安静,单价38096元/平米,480,| 4室2厅 | 126平米 | 东南 | 简装,中楼层(共32层)  1994年建板塔结合  -,
